Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
V1	29	25	166	82	1	10	7	25	13	0	3	0
V2	94	47	5	87	47	392	125	61	0	20	10	0
V3	16	39	34	3	33	22	97	0	21	6	11	0
V4	35	23	16	57	4	10	16	37	0	3	10	0
V5	38	28	42	8	41	60	81	6	36	9	13	6
V6	60	2	36	50	8	5	4	27	21	33	8	11
V7	397	23	10	17	0	18	11	10	0	0	101	0
V8	16	2	22	23	50	0	0	1	2	18	9	13
V9	57	6	153	210	21	2	16	94	28	0	11	11
V10	201	0	0	0	4	57	66	0	0	64	77	0
V11	15	0	71	62	0	0	0	37	0	0	9	22
V12	37	295	3	3	32	18	89	0	25	37	0	0
V13	114	18	0	2	62	4	0	43	42	4	17	29
V14	0	0	96	26	109	22	14	45	28	3	0	34
V15	497	74	0	0	2	11	3	0	0	3	4	5
V16	74	20	2	13	13	1	0	28	25	15	6	4
V17	60	12	7	4	3	7	36	3	3	0	5	0
V18	26	27	42	0	0	0	0	1	0	0	2	0
V19	4	12	16	20	74	21	11	16	11	0	3	10
V20	40	7	0	56	9	0	0	27	0	0	7	0
V21	51	5	7	8	2	40	23	5	0	30	17	0
V22	4	31	16	0	91	19	31	0	26	0	1	29
V23	1	47	73	140	55	22	3	45	16	14	10	0
V24	0	196	124	43	1	2	1	19	0	1	0	0
V25	46	1	10	31	0	1	1	2	0	0	7	0
V26	9	2	3	91	27	2	0	20	130	0	5	0
V27	206	84	20	5	1	0	1	15	0	39	83	2
V28	3	526	0	7	1	0	0	2	0	0	3	0
V29	91	13	67	82	48	0	0	34	40	30	42	0
V30	29	5	5	3	3	0	0	0	5	0	13	0
V31	0	0	91	89	27	0	1	51	13	2	0	23
V32	30	0	1	47	0	1	2	36	1	6	3	0
V33	3	0	36	0	46	0	1	19	5	4	0	21
V34	1	162	37	113	18	60	46	34	0	0	0	23
V35	1	23	107	9	13	13	27	11	16	13	0	9
V36	0	23	61	297	13	13	6	41	14	0	2	1
V37	17	4	2	5	0	13	95	5	0	0	3	0
V38	30	16	0	51	5	12	1	13	0	7	17	0
V39	66	2	16	18	25	0	3	32	8	0	27	0
V40	22	17	63	38	22	1	1	10	0	12	1	14
V41	88	1	14	6	100	29	53	0	46	0	24	0
V42	10	39	54	0	27	1	1	0	0	5	5	0
V43	306	0	9	0	68	6	27	0	39	28	19	0
V44	4	5	1	49	37	20	0	40	24	0	1	0
V45	20	0	43	28	0	0	1	47	3	0	4	14
V46	54	18	93	0	4	35	31	2	0	27	5	58
V47	117	16	0	2	1	36	5	3	18	0	35	0
V48	2	4	65	81	3	19	19	20	2	4	0	0
V49	451	68	4	0	17	3	10	0	16	49	15	0
V50	100	5	40	38	5	2	0	22	9	0	16	5
V51	5	19	10	29	92	8	14	12	24	0	3	0
V52	21	135	7	74	10	0	0	64	0	0	14	1
V53	0	10	55	96	59	219	95	81	0	0	11	17
V54	9	88	124	0	0	0	0	0	10	0	0	72
V55	50	5	6	36	2	13	3	29	0	9	4	0
V56	1	138	58	14	24	1	1	4	52	0	0	27
V57	15	57	65	1	16	2	1	0	0	2	11	14
V58	228	75	24	22	44	5	0	13	16	9	39	41
V59	0	5	30	72	39	44	25	59	47	23	0	0
V60	68	66	12	4	1	152	13	0	30	8	11	9
V61	13	0	180	47	2	5	5	112	0	4	3	0
V62	95	87	54	17	9	6	6	37	2	33	9	44
V63	16	18	0	18	14	0	0	30	14	0	0	3
V64	57	98	0	20	55	0	0	17	12	0	9	2
V65	21	434	4	45	17	46	66	19	5	91	0	0
V66	38	86	0	36	22	16	20	10	0	10	5	5
V67	0	16	2	21	23	96	50	23	15	53	0	0
V68	30	0	14	8	5	5	0	4	5	0	7	7
V69	31	22	0	1	41	15	61	0	15	0	1	0
V70	2	106	0	9	0	0	0	0	2	1	2	14
V71	0	0	28	2	4	4	6	0	0	6	0	4
V72	7	8	190	0	28	15	10	1	18	3	6	61
V73	0	0	119	2	96	1	10	2	24	5	0	14
V74	99	51	40	24	4	1	5	15	9	29	5	20
V75	33	8	10	96	10	0	8	25	0	11	2	0
V76	13	11	7	1	20	0	0	0	19	3	0	0
V77	48	0	9	0	48	74	144	0	4	0	14	7
V78	120	38	31	9	9	35	11	5	29	25	9	0
V79	6	140	87	0	2	0	0	0	3	0	1	23
V80	141	21	65	104	4	0	0	69	16	17	14	0
V81	112	0	15	30	3	54	10	12	1	27	17	4
V82	4	34	11	1	5	3	0	1	0	0	2	11
V83	76	0	133	0	17	69	5	0	10	8	39	10
V84	0	20	7	20	4	0	0	16	5	2	0	0
V85	8	8	95	0	5	0	0	2	0	0	0	0
V86	66	51	61	20	11	9	17	6	2	0	22	0
V87	2	602	0	25	17	20	18	29	38	11	2	12
V88	14	11	15	18	2	18	11	8	10	0	2	0
V89	33	7	6	1	3	84	103	0	2	5	18	0
V90	91	93	0	134	14	41	21	49	12	20	32	18
V91	38	5	8	22	7	7	5	15	6	0	0	0
V92	15	21	10	9	128	17	7	6	109	6	0	13
V93	0	292	20	0	8	0	0	0	32	27	1	0
V94	18	26	146	42	6	2	2	35	11	0	2	6
V95	0	1	121	10	3	0	3	5	0	2	0	0
V96	38	196	6	40	19	31	96	47	15	0	30	0
V97	2	36	13	15	36	28	9	0	52	29	0	11
V98	24	6	4	10	71	25	75	3	0	39	11	0
V99	11	15	6	264	56	34	34	20	25	30	6	0
V100	2	17	3	0	1	16	11	1	3	0	3	0
