MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
1:Del:C:0	0.00E+00	1.89E-02	2.78E-04	5.96E-04	2.93E-02
1:Del:C:1	0.00E+00	5.12E-03	2.84E-04	1.31E-04	9.77E-03
1:Del:C:2	4.27E-05	2.59E-04	7.65E-09	0.00E+00	2.72E-04
1:Del:C:3	1.23E-04	6.25E-04	3.33E-04	9.01E-05	1.24E-03
1:Del:C:4	1.92E-04	6.37E-04	8.68E-05	2.88E-04	5.36E-04
1:Del:C:5	2.43E-04	4.06E-04	6.74E-04	9.59E-04	7.77E-04
1:Del:T:0	1.15E-03	4.00E-03	1.05E-04	6.99E-04	1.00E-02
1:Del:T:1	1.22E-06	2.42E-03	1.06E-05	3.79E-04	3.86E-03
1:Del:T:2	3.89E-05	5.28E-03	0.00E+00	8.14E-06	7.47E-03
1:Del:T:3	0.00E+00	6.98E-03	7.26E-04	8.49E-04	9.83E-03
1:Del:T:4	2.94E-04	5.77E-03	7.26E-04	7.49E-04	4.83E-03
1:Del:T:5	6.43E-03	9.08E-08	4.57E-04	6.38E-03	7.72E-02
1:Ins:C:0	2.53E-04	2.69E-04	3.22E-08	1.20E-04	2.50E-05
1:Ins:C:1	1.31E-08	3.34E-04	1.89E-04	1.75E-04	1.87E-08
1:Ins:C:2	7.32E-05	2.58E-04	6.82E-09	1.20E-04	2.17E-07
1:Ins:C:3	5.31E-05	5.66E-08	2.14E-04	0.00E+00	2.31E-05
1:Ins:C:4	1.41E-04	1.46E-04	2.44E-04	1.71E-04	4.74E-04
1:Ins:C:5	2.49E-04	4.41E-04	6.89E-04	2.47E-04	1.69E-03
1:Ins:T:0	1.53E-04	7.20E-04	3.70E-04	2.32E-04	1.73E-03
1:Ins:T:1	1.16E-04	3.37E-04	7.73E-05	4.04E-04	6.77E-04
1:Ins:T:2	4.87E-09	2.59E-04	6.29E-08	0.00E+00	3.05E-04
1:Ins:T:3	1.17E-04	5.08E-04	1.16E-03	1.69E-03	2.93E-04
1:Ins:T:4	9.70E-05	2.75E-04	5.64E-04	2.83E-04	3.82E-04
1:Ins:T:5	6.52E-08	6.58E-07	4.71E-03	1.26E-03	5.04E-04
2:Del:R:0	2.20E-04	1.08E-03	1.82E-04	1.02E-03	1.22E-03
2:Del:R:1	1.06E-04	1.02E-03	2.62E-04	3.93E-04	2.82E-04
2:Del:R:2	1.40E-03	9.02E-04	7.03E-08	3.44E-04	6.89E-04
2:Del:R:3	1.44E-04	4.91E-04	3.56E-04	2.26E-03	1.60E-07
2:Del:R:4	4.73E-08	4.64E-05	4.14E-08	4.01E-08	3.12E-08
2:Del:R:5	4.45E-08	1.01E-04	5.64E-08	1.15E-04	5.56E-08
3:Del:R:0	1.25E-04	8.98E-04	2.79E-04	0.00E+00	3.17E-04
3:Del:R:1	2.47E-04	3.26E-04	4.27E-04	9.01E-05	5.40E-04
3:Del:R:2	0.00E+00	1.48E-04	1.73E-04	1.44E-04	3.56E-04
3:Del:R:3	4.08E-05	1.33E-04	2.74E-09	1.67E-04	1.62E-04
3:Del:R:4	2.90E-09	1.12E-08	5.42E-09	6.39E-09	1.09E-08
3:Del:R:5	2.90E-09	1.12E-08	5.42E-09	6.39E-09	1.09E-08
4:Del:R:0	1.46E-08	3.92E-04	1.73E-04	8.32E-09	2.73E-04
4:Del:R:1	1.52E-04	1.86E-04	2.65E-04	1.23E-04	3.32E-04
4:Del:R:2	2.22E-08	2.42E-04	2.14E-08	4.20E-46	2.37E-04
4:Del:R:3	2.90E-09	1.12E-08	5.42E-09	6.39E-09	1.09E-08
4:Del:R:4	4.54E-08	3.01E-05	3.41E-05	4.76E-08	6.92E-08
4:Del:R:5	2.90E-09	1.12E-08	5.42E-09	6.39E-09	1.09E-08
5:Del:R:0	1.83E-03	1.69E-02	4.42E-04	1.06E-03	3.68E-07
5:Del:R:1	1.76E-04	7.94E-05	1.85E-04	8.57E-05	4.99E-04
5:Del:R:2	8.66E-05	4.62E-05	1.72E-04	5.24E-05	2.85E-04
5:Del:R:3	4.08E-08	3.28E-08	6.22E-08	4.27E-08	7.47E-05
5:Del:R:4	2.90E-09	1.12E-08	5.42E-09	6.39E-09	1.09E-08
5:Del:R:5	3.59E-03	1.04E-07	5.51E-08	3.05E-07	6.75E-04
2:Ins:R:0	4.01E-09	9.62E-05	1.29E-04	3.34E-05	1.28E-04
2:Ins:R:1	3.23E-09	1.81E-04	2.78E-04	3.25E-04	2.20E-04
2:Ins:R:2	1.10E-08	2.47E-04	2.92E-07	6.50E-05	1.76E-04
2:Ins:R:3	1.72E-07	8.89E-05	2.70E-04	3.00E-04	1.67E-04
2:Ins:R:4	2.04E-08	2.51E-08	3.11E-04	1.18E-04	2.25E-04
2:Ins:R:5	7.42E-04	2.25E-04	1.09E-03	6.97E-04	1.16E-03
3:Ins:R:0	3.18E-08	5.87E-05	1.64E-04	1.10E-04	1.38E-05
3:Ins:R:1	7.64E-05	7.24E-05	9.18E-05	1.16E-04	1.90E-04
3:Ins:R:2	2.90E-09	1.12E-08	5.42E-09	6.39E-09	1.09E-08
3:Ins:R:3	3.80E-08	5.57E-05	4.80E-08	4.79E-08	5.92E-05
3:Ins:R:4	2.91E-05	7.14E-05	4.91E-05	3.58E-05	4.28E-05
3:Ins:R:5	8.67E-05	9.33E-05	1.93E-04	0.00E+00	1.69E-04
4:Ins:R:0	8.64E-09	8.99E-05	1.74E-07	2.28E-09	4.71E-08
4:Ins:R:1	1.36E-04	3.36E-04	1.18E-04	1.83E-04	2.17E-04
4:Ins:R:2	3.40E-05	2.75E-08	1.03E-04	3.60E-04	2.34E-08
4:Ins:R:3	5.59E-05	1.15E-08	5.26E-05	1.26E-08	4.48E-05
4:Ins:R:4	2.90E-05	1.46E-04	1.71E-04	9.68E-05	4.77E-05
4:Ins:R:5	4.04E-05	2.86E-04	2.04E-04	0.00E+00	7.04E-04
5:Ins:R:0	2.27E-06	1.53E-06	7.00E-04	4.10E-03	8.99E-07
5:Ins:R:1	2.46E-04	8.56E-04	2.48E-04	4.08E-09	0.00E+00
5:Ins:R:2	2.90E-08	5.42E-05	4.45E-08	2.65E-08	6.00E-05
5:Ins:R:3	1.71E-08	2.65E-04	3.94E-04	2.49E-03	5.56E-08
5:Ins:R:4	2.90E-09	1.12E-08	5.42E-09	6.39E-09	1.09E-08
5:Ins:R:5	3.65E-08	4.26E-05	4.78E-08	4.22E-08	4.76E-05
2:Del:M:1	5.76E-04	7.82E-04	7.28E-05	7.30E-04	3.69E-04
3:Del:M:1	1.16E-07	8.94E-04	1.33E-04	8.90E-08	1.52E-04
3:Del:M:2	8.46E-05	2.95E-04	1.12E-04	2.17E-04	2.59E-04
4:Del:M:1	1.26E-05	5.41E-04	1.00E-04	2.25E-04	1.66E-04
4:Del:M:2	5.81E-09	2.13E-04	3.29E-08	1.12E-09	2.97E-04
4:Del:M:3	4.97E-09	2.17E-04	5.60E-05	1.38E-04	4.09E-04
