Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
V1	133	138	8	0	31	0	14	0	0	0	16	14	0	0	7	0	13	12
V2	190	0	50	4	14	0	0	0	27	7	2	7	0	0	25	0	0	7
V3	0	1	7	17	17	0	114	0	4	0	11	8	0	0	0	1	0	0
V4	7	1	0	8	0	10	0	0	0	3	0	0	0	0	0	3	0	0
V5	222	17	1	52	0	0	0	0	0	5	0	0	0	0	21	22	0	0
V6	197	68	48	160	29	8	0	0	31	10	33	23	0	20	11	5	7	12
V7	14	59	0	54	15	49	23	0	0	39	10	9	0	0	0	3	0	0
V8	11	1	376	26	3	2	35	11	116	18	0	0	0	0	7	0	0	0
V9	98	13	10	100	0	16	6	3	4	0	9	0	0	0	0	0	16	0
V10	7	38	39	0	33	0	17	0	0	0	21	10	16	0	6	0	0	20
V11	0	20	1	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0
V12	107	1	8	2	19	0	0	2	7	0	5	0	0	18	5	9	0	1
V13	0	49	0	80	0	0	19	3	4	3	0	0	0	6	0	0	2	3
V14	409	246	0	90	36	0	0	0	0	0	3	9	1	19	0	20	22	0
V15	35	19	57	0	0	54	0	6	12	20	1	8	26	20	4	3	4	0
V16	3	10	1	6	24	0	0	3	3	0	10	0	0	0	2	0	0	0
V17	101	0	9	82	0	1	63	0	5	26	1	0	0	14	14	0	13	0
V18	48	33	0	69	3	0	30	1	4	2	0	11	0	10	1	0	3	0
V19	29	6	53	0	8	34	0	34	2	8	0	3	19	7	0	4	0	1
V20	286	0	20	82	2	0	49	0	0	0	9	0	0	20	0	29	22	9
V21	165	12	33	2	2	0	0	0	3	0	3	10	0	0	0	7	8	0
V22	0	0	0	0	8	0	108	0	0	0	0	0	37	0	0	0	3	3
V23	13	0	54	0	28	5	6	0	10	0	37	7	15	0	4	1	0	0
V24	7	0	11	0	0	0	90	0	6	0	0	8	5	0	3	0	0	2
V25	368	3	1	21	28	1	0	1	0	2	3	3	0	0	62	25	23	1
V26	1	170	52	83	0	239	0	62	4	33	0	0	47	0	0	8	0	10
V27	84	4	3	32	1	0	0	36	7	22	0	0	5	0	27	7	0	0
V28	20	10	61	0	7	37	48	47	17	47	12	7	14	0	0	0	0	5
V29	113	31	28	14	0	0	0	2	3	0	1	0	0	21	0	8	11	9
V30	281	0	0	0	7	0	1	0	0	1	1	0	0	0	10	37	0	0
V31	1	127	79	14	4	32	0	16	14	0	0	0	0	0	0	0	0	0
V32	92	18	2	3	41	54	0	35	4	0	27	0	48	0	4	5	0	4
V33	46	21	29	0	18	15	0	0	3	4	0	2	0	0	27	0	0	0
V34	106	2	0	38	4	2	16	10	0	10	0	5	0	28	18	11	0	0
V35	135	51	42	60	41	0	101	2	7	0	5	10	0	0	4	10	0	13
V36	43	3	0	16	5	0	0	0	0	0	0	0	0	0	0	6	14	0
V37	20	30	0	6	10	17	0	22	2	7	0	0	0	0	0	0	0	0
V38	12	123	19	1	8	8	0	0	6	15	34	18	0	0	0	4	0	0
V39	131	0	24	61	12	0	0	19	4	39	16	0	1	0	0	11	13	0
V40	103	46	3	0	16	4	0	0	0	0	2	0	0	0	16	6	0	0
