Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	70	7	42	40	40	1	22	0	0	0
V2	82	14	37	0	47	0	16	0	0	0
V3	0	12	0	51	0	62	23	30	6	0
V4	527	5	68	0	19	38	3	0	0	137
V5	32	18	6	26	10	71	0	0	41	0
V6	16	47	29	79	31	19	26	0	0	1
V7	0	17	0	32	29	0	5	14	17	2
V8	0	18	2	74	132	0	6	0	188	0
V9	19	12	151	17	2	0	8	4	4	0
V10	116	23	4	21	31	2	29	12	32	7
V11	40	50	2	133	30	17	11	10	22	33
V12	0	77	10	28	13	33	2	220	19	0
V13	12	2	142	69	120	0	78	24	0	68
V14	157	1	0	4	0	14	19	55	2	0
V15	19	19	53	15	10	0	21	17	28	0
V16	1	0	100	1	42	30	0	45	0	0
V17	44	25	3	26	23	2	4	5	35	0
V18	5	0	1	129	43	3	14	29	155	77
V19	17	75	5	4	9	178	0	10	0	21
V20	1	45	37	34	25	9	63	1	0	0
V21	45	18	1	74	20	4	39	7	50	0
V22	78	7	37	29	17	2	0	4	0	0
V23	81	19	5	7	0	28	1	45	8	0
V24	23	0	35	8	60	44	24	53	0	5
V25	0	3	21	13	11	28	18	25	13	0
V26	51	13	39	33	40	46	45	34	0	0
V27	262	0	254	18	256	55	3	14	0	41
V28	0	373	14	3	9	7	7	8	0	61
V29	77	2	5	8	0	51	0	0	3	0
V30	22	2	100	12	30	4	5	0	0	0
V31	9	0	4	35	1	7	60	0	1	0
V32	49	53	0	194	13	8	188	30	13	0
V33	8	27	24	28	42	8	0	0	14	0
V34	22	15	25	2	18	0	4	0	0	0
V35	4	78	0	0	0	2	0	2	4	32
V36	47	8	51	15	57	0	11	0	0	0
V37	87	23	37	102	41	36	42	22	0	5
V38	43	36	0	0	0	2	1	17	0	43
V39	123	162	21	32	22	8	3	25	0	39
V40	9	164	29	45	28	51	51	105	4	0
V41	188	67	57	0	36	1	2	8	0	0
V42	0	0	0	32	19	169	36	0	33	0
V43	164	124	117	39	32	5	54	0	0	0
V44	3	0	18	4	10	0	5	2	0	0
V45	46	31	195	2	37	1	2	12	6	13
V46	9	0	0	4	3	72	2	16	0	17
V47	0	98	43	18	23	56	13	2	0	16
V48	0	132	16	37	29	16	9	0	19	0
V49	119	0	13	12	15	27	26	0	12	0
V50	85	32	1	55	0	85	83	122	0	0
V51	0	0	37	2	38	102	14	20	47	1
V52	1	0	119	0	137	1	32	63	0	0
V53	0	25	1	3	0	11	0	0	0	9
V54	22	31	0	15	0	0	35	0	14	0
V55	131	0	1	40	0	0	41	0	6	10
V56	1	21	4	5	2	31	13	10	17	0
V57	279	19	3	13	15	8	0	0	13	106
V58	2	13	48	0	0	5	0	0	0	0
V59	2	8	2	45	38	89	14	32	36	24
V60	246	37	16	10	15	6	2	38	0	0
V61	49	8	53	9	6	0	12	0	0	42
V62	55	1	0	66	18	0	4	25	111	9
V63	115	81	53	0	39	10	0	15	5	0
V64	85	179	1	14	5	49	0	36	10	0
V65	29	0	0	25	19	15	107	0	82	0
V66	0	238	0	156	26	13	80	46	46	0
V67	88	51	12	64	0	1	52	0	0	0
V68	0	14	1	18	26	2	0	2	21	0
V69	52	14	2	6	7	38	24	30	0	23
V70	0	2	8	91	3	0	67	0	0	0
V71	13	0	21	20	18	0	5	4	8	12
V72	26	16	65	186	16	0	119	1	0	0
V73	11	5	3	71	27	22	0	17	82	0
V74	213	100	161	21	181	157	25	2	70	0
V75	71	1	0	60	0	37	34	74	3	0
V76	39	0	47	3	67	105	0	6	0	0
V77	7	20	0	0	0	1	1	2	1	37
V78	0	20	47	20	41	5	86	21	11	0
V79	16	29	6	122	79	2	0	1	58	0
V80	0	25	0	60	11	0	0	11	114	11
V81	92	80	47	1	35	0	11	27	0	6
V82	256	29	4	65	80	55	6	32	119	39
V83	0	11	6	2	3	2	65	11	46	0
V84	5	141	223	34	76	0	23	18	14	0
V85	22	171	1	46	3	40	20	42	9	71
V86	9	0	4	17	10	42	21	5	1	0
V87	7	82	18	45	0	34	142	54	0	14
V88	0	198	45	5	47	2	2	9	0	26
V89	82	5	9	38	0	8	10	19	0	0
V90	0	5	24	21	31	12	6	1	40	0
V91	7	2	2	55	15	6	0	0	30	0
V92	6	0	126	8	42	127	2	93	0	60
V93	26	17	50	63	35	68	36	89	0	0
V94	0	87	1	0	6	5	26	0	0	10
V95	335	86	165	0	51	15	13	10	0	0
V96	43	31	85	0	26	110	3	0	0	14
V97	39	7	31	5	52	9	0	11	0	7
V98	59	3	16	22	14	4	0	34	2	12
V99	35	155	80	22	12	14	65	10	0	0
V100	1	0	22	6	18	0	11	0	0	0
