MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
1:Del:C:0	1.57E-04	3.92E-04	1.05E-03	8.77E-04	4.38E-02	6.88E-03	5.41E-03	3.01E-03	9.95E-30	4.61E-02	5.54E-02	3.26E-02	8.33E-06	5.62E-02	1.04E-02	3.71E-03	1.15E-03
1:Del:C:1	9.81E-03	1.19E-02	4.65E-04	1.37E-07	1.78E-02	9.17E-08	3.79E-03	4.02E-03	3.92E-07	1.37E-02	2.15E-02	7.16E-02	1.94E-02	3.23E-02	7.72E-03	2.82E-03	8.72E-03
1:Del:C:2	2.30E-04	2.19E-08	1.85E-07	6.11E-08	1.55E-03	1.29E-03	1.06E-03	1.66E-03	1.10E-03	2.43E-04	1.53E-04	1.54E-03	1.26E-03	2.30E-03	3.53E-03	5.76E-05	6.96E-04
1:Del:C:3	4.09E-08	2.38E-03	7.37E-04	3.00E-08	2.74E-03	6.91E-04	3.93E-04	1.74E-03	3.29E-03	6.96E-03	6.34E-03	8.85E-03	1.12E-03	1.44E-02	2.00E-02	2.74E-03	2.96E-03
1:Del:C:4	5.28E-08	5.20E-03	5.47E-04	2.00E-08	6.84E-03	4.50E-08	8.26E-08	1.47E-03	2.55E-02	1.68E-02	4.57E-03	9.24E-08	1.06E-03	8.73E-04	1.24E-02	2.07E-03	1.04E-03
1:Del:C:5	9.09E-04	4.43E-03	3.55E-03	1.44E-07	0.00E+00	4.41E-03	9.71E-04	5.98E-08	2.36E-02	1.60E-03	0.00E+00	1.13E-03	4.86E-03	1.40E-46	2.80E-46	1.21E-02	9.52E-04
1:Del:T:0	4.51E-04	4.94E-03	2.20E-03	0.00E+00	1.98E-02	1.49E-03	1.00E-02	1.65E-02	1.41E-02	2.69E-02	3.58E-02	2.72E-02	1.92E-02	2.16E-02	7.05E-02	4.87E-03	1.24E-03
1:Del:T:1	3.01E-04	2.84E-02	1.52E-04	0.00E+00	8.70E-03	1.21E-01	2.75E-03	1.10E-03	2.21E-02	5.11E-03	4.97E-07	2.02E-02	3.96E-03	1.35E-02	7.26E-03	1.59E-03	6.51E-03
1:Del:T:2	2.31E-03	7.06E-02	7.31E-03	1.44E-08	2.60E-03	1.09E-01	6.52E-08	2.94E-03	1.88E-02	9.32E-03	2.30E-02	1.06E-02	2.11E-02	3.92E-06	2.27E-02	3.59E-03	6.49E-03
1:Del:T:3	3.05E-04	3.45E-02	3.35E-03	0.00E+00	1.81E-02	8.08E-04	9.28E-04	7.13E-03	7.33E-03	4.84E-02	2.80E-02	2.68E-02	3.17E-04	1.71E-02	4.49E-02	1.30E-02	3.80E-03
1:Del:T:4	1.07E-03	1.21E-06	4.61E-03	1.87E-46	2.44E-02	1.72E-07	2.86E-03	4.34E-07	2.97E-02	1.69E-02	6.50E-02	2.14E-02	5.73E-03	5.44E-03	2.48E-03	1.63E-02	2.87E-03
1:Del:T:5	2.89E-07	6.54E-03	2.44E-02	1.39E-07	3.10E-46	2.27E-03	7.83E-07	2.25E-06	1.33E-05	2.14E-02	7.07E-46	1.63E-22	8.80E-02	1.79E-06	7.66E-07	6.56E-02	1.77E-03
1:Ins:C:0	4.14E-08	0.00E+00	8.00E-05	1.27E-07	5.52E-08	1.75E-08	5.39E-04	2.96E-03	3.38E-04	2.19E-07	1.31E-04	4.49E-07	1.79E-03	1.94E-03	3.45E-03	1.31E-04	1.33E-03
1:Ins:C:1	2.67E-05	1.24E-06	1.42E-07	4.67E-08	5.83E-04	2.94E-08	1.42E-03	1.07E-04	2.14E-03	2.77E-07	2.71E-07	2.22E-07	1.41E-03	2.27E-03	1.35E-07	2.83E-06	4.99E-04
1:Ins:C:2	4.32E-05	1.26E-03	0.00E+00	5.27E-08	9.19E-05	4.28E-04	5.25E-04	2.49E-04	7.33E-04	4.14E-04	3.30E-08	9.35E-04	1.11E-04	8.37E-04	1.41E-03	2.50E-08	9.88E-05
1:Ins:C:3	1.04E-04	1.65E-07	1.12E-04	7.74E-08	2.61E-08	2.64E-07	2.65E-08	5.76E-08	9.10E-08	4.85E-04	2.40E-07	4.02E-07	7.97E-04	5.22E-04	2.56E-07	1.21E-08	4.28E-04
1:Ins:C:4	7.11E-04	1.78E-08	3.46E-04	2.97E-08	2.96E-07	2.34E-08	5.75E-05	1.17E-07	1.40E-46	8.35E-04	5.03E-04	2.32E-03	5.51E-08	5.29E-04	9.50E-04	9.71E-04	4.68E-03
1:Ins:C:5	4.86E-03	0.00E+00	3.14E-03	0.00E+00	0.00E+00	5.84E-05	0.00E+00	1.58E-03	7.49E-03	2.79E-03	9.90E-03	0.00E+00	2.26E-03	4.12E-02	9.57E-04	2.39E-02	1.71E-02
1:Ins:T:0	3.61E-03	2.36E-03	0.00E+00	1.69E-04	3.74E-03	1.26E-04	6.59E-04	0.00E+00	4.61E-03	5.74E-04	8.81E-03	1.61E-03	2.07E-03	1.99E-03	4.07E-02	3.36E-03	4.00E-03
1:Ins:T:1	5.85E-05	1.83E-03	5.88E-08	1.11E-04	2.38E-03	2.36E-05	3.28E-04	5.23E-08	1.83E-03	9.84E-03	8.41E-03	1.10E-02	1.01E-03	2.87E-03	3.09E-03	3.68E-06	7.37E-05
1:Ins:T:2	6.30E-04	0.00E+00	2.32E-04	2.58E-09	5.72E-08	8.83E-08	7.60E-04	1.28E-04	7.09E-07	1.51E-03	1.20E-03	1.40E-03	6.25E-04	6.94E-04	4.81E-03	6.42E-04	5.67E-03
1:Ins:T:3	8.08E-04	0.00E+00	4.29E-04	1.33E-04	5.99E-04	2.83E-04	7.10E-04	1.17E-03	3.38E-03	7.71E-04	1.50E-03	1.41E-03	7.01E-04	8.47E-03	3.81E-03	1.33E-03	5.75E-03
1:Ins:T:4	2.38E-03	9.33E-07	1.38E-08	1.43E-04	6.15E-03	2.80E-46	8.63E-08	1.25E-03	9.83E-04	1.22E-03	2.12E-02	1.39E-02	2.36E-03	2.51E-07	1.73E-03	3.56E-03	6.24E-02
1:Ins:T:5	1.36E-02	1.94E-07	1.28E-07	1.70E-03	1.12E-07	6.71E-03	6.64E-03	1.74E-04	1.46E-02	5.62E-02	2.29E-46	2.00E-02	5.02E-03	9.71E-03	6.11E-07	9.05E-03	9.34E-02
2:Del:R:0	5.43E-04	0.00E+00	6.37E-04	5.71E-08	2.11E-03	2.49E-03	1.00E-03	1.35E-03	1.99E-07	1.61E-02	5.96E-03	8.59E-03	1.37E-03	1.11E-02	8.82E-03	2.25E-07	1.28E-03
2:Del:R:1	1.19E-04	4.67E-04	1.94E-03	1.98E-08	2.53E-03	1.29E-06	4.49E-03	5.26E-03	2.01E-07	3.56E-02	9.02E-04	3.09E-07	1.22E-02	8.60E-03	5.82E-03	1.96E-02	4.72E-04
2:Del:R:2	4.05E-08	0.00E+00	6.04E-04	1.38E-03	1.97E-04	4.00E-04	3.79E-04	4.41E-04	3.55E-03	1.37E-03	2.08E-03	3.29E-02	2.41E-03	1.46E-04	1.14E-02	8.10E-04	8.55E-04
2:Del:R:3	9.85E-05	2.42E-08	7.68E-04	1.00E-04	8.57E-08	1.46E-05	1.27E-04	1.81E-04	1.05E-05	8.85E-07	2.62E-03	1.21E-03	2.53E-03	4.26E-03	5.03E-04	7.64E-04	2.30E-04
2:Del:R:4	1.34E-09	6.16E-08	4.83E-07	5.35E-07	3.09E-04	1.21E-04	4.22E-04	4.55E-05	2.34E-03	1.12E-07	6.01E-04	4.01E-04	1.06E-03	0.00E+00	5.78E-08	5.04E-04	1.14E-03
2:Del:R:5	2.26E-07	2.65E-07	2.43E-08	7.34E-08	1.93E-07	7.77E-05	1.55E-03	2.16E-04	5.69E-07	1.12E-07	2.03E-07	1.46E-08	1.25E-03	1.21E-06	1.08E-06	3.76E-08	3.10E-07
3:Del:R:0	5.39E-08	9.40E-04	3.49E-08	4.98E-08	7.00E-04	1.58E-03	3.27E-03	9.54E-03	1.36E-03	1.07E-02	1.53E-03	8.89E-04	1.33E-02	1.93E-02	3.53E-03	6.43E-07	2.42E-07
3:Del:R:1	5.37E-04	0.00E+00	2.24E-03	1.36E-04	1.51E-03	5.36E-04	0.00E+00	1.43E-03	0.00E+00	4.95E-03	3.90E-03	1.84E-02	6.52E-03	1.24E-03	3.22E-03	6.31E-03	5.95E-03
3:Del:R:2	1.01E-07	6.51E-05	1.94E-03	6.83E-08	9.78E-08	1.16E-04	5.23E-04	2.06E-08	2.35E-07	2.33E-03	1.60E-04	1.19E-04	4.45E-03	3.09E-07	4.34E-04	3.64E-03	5.64E-04
3:Del:R:3	1.12E-06	3.00E-04	2.06E-07	5.78E-08	1.88E-03	1.99E-08	5.33E-05	2.41E-04	5.30E-04	9.93E-05	3.29E-04	4.60E-04	6.96E-04	1.55E-03	1.15E-03	7.98E-04	2.84E-04
3:Del:R:4	2.95E-08	3.63E-08	3.33E-08	4.50E-08	7.76E-08	6.24E-08	5.85E-08	6.74E-08	2.53E-07	1.02E-07	1.36E-07	1.24E-07	8.69E-08	8.07E-08	1.46E-07	7.33E-08	1.35E-07
3:Del:R:5	2.95E-08	3.63E-08	3.33E-08	4.50E-08	7.76E-08	6.24E-08	5.85E-08	6.74E-08	2.53E-07	1.02E-07	1.36E-07	1.24E-07	8.69E-08	8.07E-08	1.46E-07	7.33E-08	1.35E-07
4:Del:R:0	1.64E-08	7.60E-03	0.00E+00	9.39E-05	3.25E-03	6.30E-07	5.83E-03	3.54E-03	5.67E-05	1.95E-03	1.74E-03	4.41E-04	8.43E-03	4.29E-04	1.75E-02	5.32E-08	1.12E-05
4:Del:R:1	5.37E-04	4.37E-21	4.18E-04	0.00E+00	8.99E-04	5.95E-04	6.22E-04	6.64E-04	1.09E-03	3.72E-03	5.45E-04	2.63E-03	5.13E-03	1.34E-03	2.75E-03	3.91E-04	8.71E-04
4:Del:R:2	1.31E-07	3.23E-05	2.99E-04	8.02E-09	6.46E-04	4.23E-07	2.44E-06	1.12E-04	3.92E-07	1.91E-03	3.08E-03	2.81E-03	2.30E-04	7.09E-07	1.22E-03	8.91E-08	2.29E-08
4:Del:R:3	2.95E-08	3.63E-08	3.33E-08	4.50E-08	7.76E-08	6.24E-08	5.85E-08	6.74E-08	2.53E-07	1.02E-07	1.36E-07	1.24E-07	8.69E-08	8.07E-08	1.46E-07	7.33E-08	1.35E-07
4:Del:R:4	2.95E-08	3.63E-08	3.33E-08	4.50E-08	7.76E-08	6.24E-08	5.85E-08	6.74E-08	2.53E-07	1.02E-07	1.36E-07	1.24E-07	8.69E-08	8.07E-08	1.46E-07	7.33E-08	1.35E-07
4:Del:R:5	1.80E-04	2.41E-08	1.69E-04	1.05E-04	6.14E-08	7.56E-09	2.16E-07	9.54E-08	5.87E-04	5.73E-08	1.35E-07	6.83E-08	2.48E-04	4.72E-05	1.54E-07	2.19E-04	2.69E-04
5:Del:R:0	2.49E-07	2.31E-02	1.08E-07	0.00E+00	1.40E-46	2.91E-02	1.22E-02	1.35E-02	2.83E-02	8.59E-03	5.39E-04	3.90E-02	2.69E-02	1.07E-02	4.43E-03	6.78E-07	1.09E-02
5:Del:R:1	9.73E-05	1.07E-04	7.91E-04	1.17E-07	3.70E-08	5.70E-04	9.17E-04	9.13E-04	0.00E+00	7.20E-03	0.00E+00	1.57E-06	6.89E-03	8.44E-04	1.33E-03	6.92E-04	8.52E-05
5:Del:R:2	5.04E-08	4.50E-05	3.93E-09	6.62E-08	1.29E-04	6.41E-05	4.36E-04	3.31E-07	1.08E-07	3.49E-08	5.38E-04	2.44E-04	1.45E-03	1.05E-03	4.18E-04	4.85E-08	1.78E-04
5:Del:R:3	4.28E-08	1.13E-06	8.94E-05	1.53E-07	8.83E-08	7.80E-05	5.26E-08	2.12E-07	3.55E-04	1.55E-07	2.56E-07	2.09E-07	9.83E-08	2.27E-08	1.73E-07	1.36E-04	1.53E-07
5:Del:R:4	1.31E-07	7.28E-08	2.55E-05	4.06E-08	2.14E-04	1.13E-07	7.72E-08	8.20E-08	7.12E-07	8.69E-08	3.44E-04	1.80E-07	9.50E-08	8.43E-08	1.68E-07	5.18E-04	5.68E-04
5:Del:R:5	9.56E-05	6.12E-08	4.78E-08	3.52E-08	8.36E-08	7.33E-08	5.70E-08	5.30E-05	1.51E-07	1.16E-07	4.26E-07	1.21E-07	2.52E-04	8.05E-08	1.78E-07	1.81E-07	1.21E-04
