NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	251.409	80.114	96.252	63.057	0.539	0.769	40000.0
2	251.501	80.473	98.303	64.227	0.532	0.753	30000.0
3	251.116	80.222	97.85	63.533	0.54	0.755	20000.0
4	252.183	80.285	97.629	64.012	0.535	0.762	30000.0
5	233.544	75.459	88.252	60.2	0.546	0.77	20000.0
6	250.186	80.412	96.433	63.704	0.541	0.756	20000.0
7	248.319	79.986	95.376	63.082	0.546	0.76	40000.0
8	259.481	83.078	100.759	65.049	0.548	0.751	30000.0
9	258.075	83.472	102.024	66.942	0.557	0.741	20000.0
10	253.313	80.956	97.119	64.187	0.538	0.763	30000.0
