NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	48.766	17.434	11.376	10.054	0.089	0.993	40000.0
2	44.552	16.457	10.486	9.843	0.093	0.993	50000.0
3	49.077	17.455	11.916	10.546	0.089	0.992	40000.0
4	45.663	16.549	10.364	9.566	0.09	0.993	60000.0
5	48.652	17.658	11.265	10.169	0.09	0.992	50000.0
6	48.542	17.508	11.401	10.219	0.088	0.993	30000.0
7	45.635	16.862	10.9	10.03	0.089	0.991	60000.0
8	44.005	16.178	10.156	9.404	0.088	0.992	60000.0
9	44.403	15.847	10.634	9.531	0.088	0.993	60000.0
10	44.075	16.063	10.375	9.412	0.089	0.993	70000.0
