NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	65.426	23.372	16.362	13.945	0.143	0.985	40000.0
2	65.866	23.88	16.361	14.239	0.144	0.985	20000.0
3	66.456	24.311	16.57	14.595	0.15	0.983	30000.0
4	65.995	24.082	16.109	14.471	0.15	0.982	40000.0
5	71.178	25.704	18.144	15.717	0.155	0.982	30000.0
6	65.769	23.58	16.453	14.239	0.145	0.984	40000.0
7	69.457	24.965	17.701	15.288	0.151	0.983	20000.0
8	68.44	24.681	17.053	14.752	0.149	0.985	30000.0
9	68.069	24.577	17.104	14.847	0.148	0.983	40000.0
10	68.847	24.869	16.99	14.792	0.149	0.984	30000.0
