NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	58.179	18.919	13.326	9.967	0.11	0.993	40000.0
2	57.176	18.49	12.899	9.648	0.109	0.993	70000.0
3	55.76	17.948	12.554	9.29	0.105	0.994	20000.0
4	56.73	18.755	12.679	9.658	0.114	0.993	40000.0
5	55.447	18.077	12.373	9.311	0.109	0.993	40000.0
6	55.924	18.155	12.284	9.271	0.108	0.994	40000.0
7	57.296	18.649	12.635	9.564	0.111	0.994	70000.0
8	57.678	18.674	12.826	9.512	0.111	0.994	50000.0
9	55.661	18.247	12.546	9.603	0.113	0.993	80000.0
10	54.766	17.801	11.957	8.966	0.107	0.994	50000.0
