Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
V1	10	16	97	5	31	42	18	25	7	29	0	9
V2	98	3	46	15	0	0	4	15	0	0	0	6
V3	0	165	44	33	2	0	12	22	0	0	0	4
V4	0	5	15	121	1	2	77	15	0	0	0	0
V5	98	36	92	59	0	7	19	10	0	1	5	5
V6	7	2	71	40	83	13	27	7	88	0	29	0
V7	0	75	0	38	4	8	58	0	12	0	1	0
V8	192	9	4	22	31	40	9	5	0	4	2	0
V9	46	2	21	22	0	31	32	97	0	26	38	8
V10	8	64	46	232	0	12	151	71	9	17	6	0
V11	0	5	0	6	14	11	4	0	30	0	0	0
V12	0	29	33	4	3	14	8	14	0	43	0	1
V13	1	34	116	49	0	26	38	44	0	9	1	0
V14	65	1	11	4	2	6	3	0	3	0	3	0
V15	23	19	0	2	28	126	0	0	83	15	0	5
V16	41	81	0	232	129	0	101	0	41	0	2	0
V17	5	0	11	0	121	51	0	12	79	0	0	0
V18	47	6	102	4	248	15	1	67	49	27	40	3
V19	90	55	11	0	101	10	0	12	8	7	14	28
V20	4	158	67	0	0	40	1	36	62	24	56	0
V21	155	33	0	62	9	1	0	0	9	0	1	77
V22	34	6	14	4	12	86	3	13	5	74	3	0
V23	0	69	0	26	0	32	36	0	3	35	12	0
V24	0	47	8	96	30	2	26	2	15	8	0	0
V25	1	66	14	3	172	33	5	13	9	26	6	3
V26	2	126	2	3	0	0	12	32	18	2	0	6
V27	16	62	99	1	75	29	5	49	0	23	5	0
V28	1	1	3	14	33	4	38	10	6	2	0	3
V29	3	16	31	4	0	0	7	11	16	0	0	0
V30	44	0	130	38	4	1	27	75	0	0	0	2
V31	34	12	0	135	66	4	58	0	30	0	0	5
V32	1	5	16	0	30	13	0	2	2	0	1	2
V33	40	175	18	5	0	51	3	13	21	28	8	42
V34	65	460	5	7	0	190	16	2	0	30	0	6
V35	50	5	3	9	102	18	6	0	0	12	1	1
V36	75	9	5	3	0	40	1	0	0	30	0	14
V37	191	9	148	9	37	17	6	34	79	0	3	30
V38	0	0	11	14	5	17	12	0	6	29	0	2
V39	26	10	31	0	16	0	0	43	28	0	11	0
V40	22	49	0	52	3	1	28	0	0	16	0	7
V41	0	57	22	259	11	20	120	0	80	29	5	0
V42	3	11	188	32	19	0	8	27	0	0	5	0
V43	17	1	0	25	0	3	40	0	0	3	3	4
V44	6	21	38	5	112	3	7	9	5	0	15	0
V45	0	0	0	3	10	21	0	0	10	7	1	0
V46	1	8	0	19	4	28	7	0	10	42	4	1
V47	0	18	26	4	0	15	1	14	0	8	19	0
V48	52	33	248	67	34	5	124	123	15	0	0	15
V49	340	28	7	20	5	21	24	2	0	8	7	42
V50	50	70	50	14	15	8	34	19	26	0	0	11
V51	0	2	84	31	28	25	21	44	90	0	0	0
V52	25	7	37	0	0	6	0	2	0	8	7	2
V53	0	169	0	18	39	13	60	0	49	0	6	0
V54	27	39	1	40	105	43	91	0	176	0	0	0
V55	4	2	198	1	60	48	5	113	0	0	67	1
V56	93	181	1	0	22	1	0	2	21	7	4	0
V57	0	77	0	8	7	17	1	0	3	14	3	5
V58	283	0	16	5	0	3	1	5	0	0	16	4
V59	6	0	5	1	2	0	2	12	2	4	3	4
V60	8	0	14	0	0	3	1	12	0	0	6	0
V61	19	0	197	0	13	0	1	35	12	0	33	0
V62	12	52	14	0	21	24	0	2	0	18	0	5
V63	38	68	73	7	0	1	12	43	18	0	2	0
V64	11	6	138	3	7	2	2	114	7	0	0	0
V65	5	0	55	0	0	119	1	13	4	87	11	0
V66	40	14	5	0	68	8	2	0	0	7	0	11
V67	36	35	31	3	21	14	1	21	0	84	0	0
V68	242	2	0	0	24	0	0	0	0	0	3	16
V69	4	7	44	46	2	9	16	22	0	3	0	0
V70	38	43	31	19	11	0	4	35	8	0	0	0
V71	50	1	26	30	0	21	41	0	7	0	0	0
V72	33	0	79	0	5	2	0	5	0	0	0	0
V73	7	22	4	3	0	78	0	0	1	25	2	6
V74	20	56	11	0	4	86	0	33	17	17	5	0
V75	221	49	76	40	3	51	15	12	13	13	0	40
V76	12	14	0	10	0	0	11	0	6	2	0	4
V77	0	8	116	2	5	0	24	59	0	7	31	0
V78	4	165	46	19	13	10	5	0	23	5	11	10
V79	1	107	0	70	45	1	106	9	0	0	0	0
V80	10	124	24	31	9	30	7	2	12	11	0	19
V81	11	31	3	0	5	3	1	5	8	11	1	4
V82	104	31	0	303	176	0	149	0	95	3	0	2
V83	25	17	11	0	0	28	0	0	0	13	0	6
V84	32	86	2	0	0	86	0	10	0	4	1	8
V85	26	3	1	5	10	12	6	5	4	4	5	0
V86	12	6	10	1	0	4	1	5	0	0	0	11
V87	64	59	1	17	41	104	15	5	26	41	5	0
V88	13	0	2	0	4	71	0	0	18	25	2	0
V89	26	2	0	62	0	0	25	0	2	0	0	0
V90	13	0	52	52	47	0	39	76	0	0	39	0
V91	0	16	0	29	6	15	41	0	0	9	0	0
V92	50	111	73	5	0	0	19	32	2	6	28	4
V93	15	3	1	25	0	147	10	5	0	96	0	0
V94	130	34	199	0	15	0	0	71	2	0	20	10
V95	46	13	1	2	3	3	0	0	0	6	0	14
V96	100	0	0	6	0	0	17	5	0	2	0	0
V97	5	1	4	1	1	48	3	0	12	22	0	2
V98	61	12	202	0	86	72	0	141	28	33	26	0
V99	163	28	20	14	15	78	20	7	0	15	12	38
V100	112	5	0	118	175	0	63	1	160	0	0	6
