NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	71.375	28.236	18.581	18.374	0.165	0.976	20000.0
2	62.83	24.697	15.04	14.765	0.154	0.986	40000.0
3	73.075	29.05	18.497	18.633	0.17	0.976	80000.0
4	64.494	25.687	15.944	16.027	0.157	0.981	50000.0
5	68.963	27.314	17.288	17.514	0.156	0.978	20000.0
6	67.641	26.827	16.795	16.648	0.159	0.982	40000.0
7	66.788	26.448	16.906	16.777	0.159	0.981	50000.0
8	67.511	26.686	16.821	16.696	0.156	0.982	50000.0
9	64.972	25.428	15.313	15.274	0.16	0.985	20000.0
10	66.736	26.201	16.33	16.341	0.158	0.982	40000.0
