MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	5.32E-04	8.59E-04	1.02E-02	1.99E-05	4.50E-26	6.12E-03	2.92E-03	5.78E-02	5.39E-02
1:Del:C:1	7.99E-04	3.78E-04	5.75E-03	5.81E-04	1.98E-04	3.55E-03	7.94E-03	2.05E-02	1.04E-02
1:Del:C:2	3.20E-04	1.28E-08	1.86E-04	3.91E-27	1.62E-07	1.16E-04	5.00E-05	1.62E-03	5.63E-03
1:Del:C:3	1.99E-03	3.98E-04	7.54E-04	3.68E-04	4.59E-04	7.51E-04	3.65E-03	1.74E-03	1.68E-03
1:Del:C:4	3.71E-04	1.43E-05	1.05E-03	0.00E+00	8.36E-04	3.24E-04	1.35E-02	1.18E-03	9.51E-08
1:Del:C:5	1.00E-04	3.50E-04	2.69E-04	3.22E-04	1.10E-03	8.56E-05	2.87E-03	1.05E-03	1.39E-03
1:Del:T:0	3.10E-04	3.72E-04	3.88E-03	0.00E+00	2.03E-03	4.02E-03	8.12E-03	1.16E-02	1.84E-02
1:Del:T:1	8.90E-04	2.00E-04	2.54E-03	1.64E-04	9.75E-04	9.55E-04	5.65E-03	3.46E-03	8.21E-03
1:Del:T:2	1.62E-04	8.63E-05	2.67E-03	2.48E-04	1.38E-03	1.68E-03	2.60E-03	2.08E-02	1.04E-02
1:Del:T:3	1.48E-03	9.39E-04	2.64E-03	1.85E-03	3.14E-03	0.00E+00	4.72E-03	1.81E-02	1.41E-02
1:Del:T:4	1.38E-05	0.00E+00	3.58E-03	7.97E-04	5.56E-03	0.00E+00	7.04E-03	1.57E-02	1.30E-02
1:Del:T:5	9.17E-08	2.31E-04	5.60E-08	3.18E-08	7.46E-03	1.29E-07	7.97E-02	6.30E-02	8.00E-04
1:Ins:C:0	1.00E-04	1.53E-04	1.04E-08	2.03E-08	5.94E-08	3.20E-04	2.54E-03	1.18E-05	9.79E-04
1:Ins:C:1	5.01E-04	1.12E-08	8.78E-05	0.00E+00	3.88E-04	1.94E-04	6.47E-04	5.18E-04	5.43E-04
1:Ins:C:2	0.00E+00	5.85E-04	2.13E-04	2.04E-04	9.54E-09	1.99E-04	7.05E-04	5.14E-04	3.42E-04
1:Ins:C:3	2.07E-03	1.51E-08	3.67E-05	1.64E-04	2.99E-04	0.00E+00	2.56E-03	2.23E-02	5.82E-03
1:Ins:C:4	5.11E-05	0.00E+00	3.28E-07	2.36E-04	6.17E-04	3.99E-04	1.45E-03	1.72E-03	1.19E-03
1:Ins:C:5	1.83E-02	4.32E-04	8.04E-08	2.59E-03	1.86E-03	5.46E-04	2.45E-02	3.53E-02	1.34E-02
