Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	4.07E+00	2.77E+00	1.95E+00	1.71E+00	2.19E+00	8.14E-01
V2	7.19E-01	3.67E-01	8.57E-01	0.00E+00	2.46E+00	1.37E+00
V3	0.00E+00	2.13E-01	3.58E+00	1.86E+00	6.18E-01	3.47E+00
V4	0.00E+00	3.35E-01	0.00E+00	4.52E-01	7.06E-01	0.00E+00
V5	4.94E+00	2.83E+00	2.53E+00	2.27E+00	2.09E+00	1.25E+00
V6	2.01E+00	1.87E+00	1.73E+00	1.54E+00	0.00E+00	2.50E+00
V7	4.94E-01	2.45E+00	1.37E+00	3.92E+00	1.40E+00	3.08E+00
V8	2.00E-01	2.47E+00	1.89E+00	1.28E+00	2.45E+00	1.18E+00
V9	1.54E+00	1.48E+00	2.01E+00	5.59E-01	7.15E-01	4.99E-01
V10	1.41E+00	3.78E+00	2.32E+00	2.10E+00	6.33E-01	2.11E+00
V11	4.91E+00	2.94E+00	4.47E+00	1.67E+00	4.59E+00	4.56E+00
V12	0.00E+00	6.40E-01	1.02E+00	9.00E-01	0.00E+00	0.00E+00
V13	2.85E+00	1.93E+00	0.00E+00	1.05E+00	1.23E+00	9.24E-01
V14	3.21E+00	1.55E+00	7.92E-01	3.12E+00	1.15E+00	1.15E+00
V15	0.00E+00	2.79E+00	2.13E+00	2.26E+00	1.59E+00	2.58E-01
V16	5.40E+00	4.22E+00	4.77E-01	1.47E+00	1.07E+00	9.80E-01
V17	1.10E+00	2.25E+00	7.90E-01	1.68E+00	6.67E-01	0.00E+00
V18	0.00E+00	3.24E+00	0.00E+00	3.48E-01	0.00E+00	3.16E+00
V19	1.87E+00	7.61E-01	2.11E+00	1.27E+00	4.99E-01	2.09E+00
V20	3.98E+00	1.46E+00	7.61E-01	1.26E+00	1.01E+00	3.76E+00
V21	2.26E+00	3.10E+00	9.60E-01	1.05E+00	1.09E+00	7.06E-01
V22	3.08E+00	2.33E+00	0.00E+00	2.07E+00	2.42E+00	4.71E-01
V23	0.00E+00	9.19E-01	0.00E+00	6.96E-01	3.27E-01	1.06E+00
V24	0.00E+00	2.13E+00	4.77E-01	2.31E+00	6.63E-01	3.04E+00
V25	8.06E-01	1.71E+00	1.04E+00	1.22E+00	3.59E-01	2.58E+00
V26	4.48E-01	6.18E-01	0.00E+00	1.59E+00	1.12E+00	0.00E+00
V27	2.10E+00	2.84E+00	8.47E-01	5.21E-01	8.92E-01	1.22E+00
V28	8.19E-01	1.55E+00	1.42E+00	2.06E+00	1.73E+00	1.68E+00
V29	9.68E-01	7.06E-01	1.22E+00	4.67E-01	0.00E+00	0.00E+00
V30	3.34E+00	0.00E+00	1.55E+00	4.39E+00	3.16E+00	1.91E+00
V31	2.83E+00	2.68E+00	8.00E-01	0.00E+00	1.42E+00	1.00E+00
V32	2.55E+00	1.59E+00	3.18E+00	2.11E+00	2.32E+00	1.71E+00
V33	3.90E+00	4.77E+00	1.60E+00	7.52E-01	1.64E+00	5.21E-01
V34	3.73E+00	2.38E+00	2.27E+00	1.83E+00	8.62E-01	1.59E+00
V35	1.08E+00	2.80E+00	2.43E+00	1.04E+00	1.98E+00	1.10E+00
V36	1.53E+00	0.00E+00	1.65E+00	1.25E+00	1.63E-01	1.32E+00
V37	0.00E+00	9.80E-01	1.06E+00	2.77E-01	6.53E-01	4.58E-01
V38	2.48E+00	1.38E+00	1.37E+00	0.00E+00	1.94E+00	5.73E-01
V39	7.95E-01	1.90E+00	6.71E-01	2.16E+00	1.92E+00	0.00E+00
V40	9.00E-01	7.27E-01	1.42E+00	4.22E-01	2.05E+00	1.32E+00
V41	1.64E+00	1.58E+00	1.35E+00	3.71E-01	1.25E+00	0.00E+00
V42	2.96E+00	2.43E+00	2.60E+00	1.83E+00	1.65E+00	1.44E+00
V43	1.13E+00	5.81E-01	6.33E-01	3.96E-01	7.12E-01	3.35E-01
V44	0.00E+00	2.87E+00	1.13E+00	2.15E+00	3.95E+00	0.00E+00
V45	1.83E+00	5.33E-01	3.17E+00	4.76E-01	2.17E+00	0.00E+00
V46	4.23E-01	0.00E+00	1.44E+00	0.00E+00	1.55E+00	1.93E+00
V47	5.42E-01	2.56E+00	2.35E+00	0.00E+00	7.27E-01	3.59E-01
V48	7.87E+00	4.06E+00	3.24E+00	7.81E-01	1.29E+00	3.23E+00
V49	0.00E+00	1.51E+00	0.00E+00	2.73E+00	3.48E+00	7.67E-01
V50	2.57E+00	2.05E+00	4.16E+00	0.00E+00	2.44E+00	3.15E+00
V51	4.41E+00	7.64E-01	3.94E+00	0.00E+00	1.35E+00	1.52E+00
V52	2.44E+00	1.14E+00	1.68E+00	2.98E-01	8.59E-01	4.42E-01
V53	1.42E+00	1.61E+00	6.23E-01	1.79E+00	7.12E-01	2.67E-01
V54	3.50E+00	2.37E+00	4.54E+00	1.49E+00	4.70E+00	9.07E-01
V55	3.23E+00	3.44E+00	1.25E+00	2.11E+00	1.69E+00	4.22E-01
V56	6.57E-01	1.32E+00	2.71E+00	2.28E+00	0.00E+00	1.83E+00
V57	4.26E+00	3.69E+00	1.13E+00	3.45E+00	1.90E+00	1.37E+00
V58	3.18E+00	1.24E+00	2.28E+00	3.25E+00	2.27E+00	4.58E-01
V59	3.41E+00	2.81E+00	5.17E-01	0.00E+00	1.99E+00	1.28E+00
V60	7.64E-01	1.03E+00	0.00E+00	3.94E-01	4.28E-01	0.00E+00
V61	1.87E+00	9.45E-01	2.30E+00	0.00E+00	2.09E+00	2.13E-01
V62	3.97E+00	2.53E+00	1.41E+00	0.00E+00	7.63E-01	1.65E+00
