Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
V1	33	0	0	9	25	16	9	40	0	0	5	0	87	0	0	0
V2	43	0	4	49	82	78	14	0	2	36	0	0	8	0	1	0
V3	77	0	92	0	0	1	2	1	129	0	1	22	0	0	0	19
V4	15	0	0	30	31	73	41	32	0	38	0	5	0	0	0	6
V5	5	18	35	21	0	0	8	51	0	0	0	54	0	0	0	4
V6	211	69	0	0	76	69	202	14	0	111	25	0	0	0	0	18
V7	20	26	58	3	29	13	21	17	24	48	33	18	0	0	0	10
V8	0	101	14	0	27	25	74	0	0	32	2	0	9	0	6	0
V9	2	64	0	44	27	13	24	0	0	21	45	0	0	0	10	14
V10	96	104	120	43	1	0	0	42	30	0	38	16	0	6	0	14
V11	112	59	124	57	17	28	1	10	118	8	0	8	0	0	0	3
V12	0	8	13	0	0	1	120	0	2	45	0	0	0	0	6	0
V13	67	0	10	0	376	229	0	0	0	2	0	0	0	0	0	0
V14	41	0	0	78	34	43	0	0	31	5	4	0	37	0	0	0
V15	106	80	311	7	26	11	5	6	1	0	31	92	0	2	0	22
V16	82	63	45	25	101	115	44	0	9	47	0	0	41	0	0	0
V17	139	0	1	21	5	3	8	35	23	5	6	1	34	0	0	0
V18	31	83	4	0	6	0	3	0	12	0	2	0	0	19	0	13
V19	8	3	4	12	10	0	0	0	5	6	0	4	0	0	0	0
V20	8	11	0	0	0	2	1	13	0	3	9	0	0	0	0	0
V21	4	11	99	78	22	8	0	159	2	0	23	99	0	0	0	9
V22	104	131	171	0	3	1	8	0	126	3	7	0	47	55	0	8
V23	40	0	101	5	57	59	0	0	0	4	0	0	32	0	0	0
V24	107	20	62	54	29	21	1	7	66	0	25	21	0	50	0	6
V25	38	33	413	33	0	0	29	44	92	11	68	36	0	0	0	0
V26	51	29	2	0	0	0	38	0	0	21	10	8	0	0	4	13
V27	192	0	18	0	1	2	20	5	0	15	11	13	34	0	19	0
V28	1	75	0	45	0	7	25	0	0	44	14	0	0	0	0	0
V29	134	0	22	7	23	71	11	0	0	9	0	0	8	0	0	2
V30	12	0	4	0	222	188	49	0	5	51	0	0	0	0	0	0
V31	101	0	49	36	5	3	0	11	12	5	44	31	0	0	0	10
V32	11	12	41	133	1	0	5	151	33	0	25	103	0	0	0	0
V33	10	0	18	29	122	116	0	0	0	0	7	0	97	33	0	0
V34	18	67	0	59	5	0	0	77	6	0	30	0	0	22	0	0
V35	7	30	168	54	33	45	34	19	44	21	0	50	0	0	0	0
V36	31	14	22	2	29	3	14	0	34	3	0	19	0	0	0	0
V37	16	19	11	0	0	0	5	0	22	0	2	6	30	0	28	3
V38	5	152	115	35	13	24	3	23	17	2	54	0	0	64	0	0
