NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	216.565	75.499	70.896	60.779	0.483	0.774	20000.0
2	206.619	73.472	71.716	61.054	0.479	0.761	20000.0
3	206.686	73.187	71.241	60.485	0.477	0.764	30000.0
4	219.484	76.558	71.594	61.824	0.485	0.768	20000.0
5	209.131	74.184	68.759	60.162	0.464	0.771	40000.0
6	210.531	74.452	70.658	61.478	0.469	0.764	20000.0
7	209.121	74.282	70.721	61.547	0.47	0.764	30000.0
8	208.635	73.583	70.064	61.048	0.466	0.766	20000.0
9	207.74	73.188	70.122	61.094	0.463	0.769	40000.0
10	211.08	74.269	72.227	61.22	0.475	0.763	30000.0
