Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
V1	75	21	98	21	55	45	44	0	17	0	0	0	0	20	36	0	0	0
V2	46	65	35	115	0	0	8	0	0	0	34	8	0	20	0	0	3	0
V3	2	0	91	0	69	62	0	0	1	48	0	0	53	0	0	6	0	0
V4	34	0	0	70	30	120	0	0	9	99	0	0	4	0	0	0	4	0
V5	116	6	0	30	0	39	0	0	29	3	0	0	36	0	0	0	0	19
V6	56	16	203	132	40	335	0	0	60	120	0	23	75	2	0	0	2	55
V7	3	5	12	0	0	0	6	34	0	0	0	15	13	4	0	0	0	0
V8	40	5	35	104	0	0	30	0	0	24	141	6	6	0	0	0	10	0
V9	112	0	47	18	6	15	0	0	6	3	0	0	0	0	0	0	0	0
V10	0	0	32	0	14	42	44	11	0	0	7	21	11	62	0	4	0	0
V11	33	1	25	59	3	0	0	1	0	9	4	0	0	1	0	5	1	0
V12	11	63	1	170	0	73	25	24	42	38	0	6	0	68	0	0	0	0
V13	74	20	176	2	241	57	0	2	3	0	0	37	19	0	1	2	0	0
V14	185	0	100	30	42	0	0	12	0	0	0	3	0	6	0	2	4	0
V15	90	16	2	10	0	12	1	59	8	44	26	0	17	13	0	1	8	0
V16	163	0	62	0	143	0	0	7	0	0	0	4	0	0	0	18	0	0
V17	0	55	90	10	0	0	73	23	8	0	0	0	20	0	0	5	11	1
V18	79	227	14	46	0	5	101	0	0	22	0	13	10	0	0	2	0	0
V19	227	71	0	49	0	0	0	0	0	3	29	40	0	0	0	0	7	0
V20	234	3	116	2	70	17	3	0	15	8	2	6	1	17	0	0	0	0
V21	25	94	15	1	0	26	0	0	0	25	0	0	0	11	0	0	4	0
V22	0	24	8	0	0	116	0	0	38	0	0	0	0	0	0	0	0	0
V23	32	30	38	10	101	0	0	0	0	0	0	12	0	0	0	5	0	0
V24	3	16	111	37	26	117	4	5	57	40	0	22	0	0	0	14	1	0
V25	0	135	0	23	30	54	0	16	25	17	48	30	0	25	0	5	0	0
V26	15	337	3	41	0	18	0	0	0	0	0	41	0	0	0	0	0	0
V27	198	29	0	22	0	0	0	27	0	0	41	0	0	0	0	0	0	0
V28	22	9	21	0	0	4	0	28	0	12	0	2	0	0	0	2	0	0
V29	63	0	132	2	56	0	12	0	0	0	0	0	5	5	0	2	0	0
V30	125	38	105	33	93	0	0	13	0	0	0	1	0	0	0	23	0	25
V31	94	17	28	4	0	0	2	23	0	1	0	10	0	0	31	6	7	0
V32	262	49	53	2	0	39	0	0	3	10	0	5	0	0	0	8	22	0
V33	36	67	12	0	0	17	13	1	0	5	0	9	5	0	24	0	0	8
V34	1	0	1	8	0	23	0	0	0	2	28	2	1	3	0	0	4	5
V35	17	47	147	19	4	0	0	35	0	0	0	7	0	0	0	0	0	0
V36	1	121	0	8	11	0	137	9	23	0	0	13	12	0	4	1	0	0
V37	3	39	1	3	0	0	6	6	9	0	0	5	12	0	0	2	0	0
V38	12	85	120	216	24	40	34	63	15	0	0	30	29	0	36	1	0	3
V39	1	45	0	84	0	0	0	18	0	0	0	0	6	0	15	0	0	0
V40	3	91	76	0	77	112	26	22	52	34	0	0	0	0	46	14	0	0
V41	18	9	0	182	5	29	5	0	0	0	0	8	20	1	0	2	8	0
V42	0	29	0	22	4	4	6	0	2	8	0	0	0	4	0	0	0	0
V43	51	125	25	80	34	0	75	1	4	9	0	0	15	24	0	0	0	32
V44	16	95	0	0	0	7	0	0	10	5	0	26	38	1	0	0	0	0
V45	256	60	0	16	94	0	84	0	25	0	0	3	57	29	0	0	3	0
V46	64	19	0	94	0	0	16	0	22	6	67	0	9	2	0	0	1	0
V47	241	0	33	34	2	0	7	0	0	8	0	10	0	0	0	10	3	0
V48	54	36	8	11	0	27	119	37	0	13	0	0	0	0	0	0	1	0
V49	6	169	92	0	17	17	0	0	29	0	0	0	0	8	0	0	0	4
V50	12	38	26	161	25	5	14	15	0	0	33	0	20	3	0	13	0	0
V51	161	0	8	0	0	14	1	0	14	0	0	1	5	0	10	0	0	0
V52	28	57	0	1	0	0	0	0	0	20	0	0	0	9	0	0	0	0
V53	235	7	0	20	4	131	0	0	8	2	0	0	0	31	0	0	1	0
V54	0	0	1	13	0	23	0	0	18	0	6	3	4	0	0	3	1	0
V55	31	34	45	42	0	80	0	29	48	0	0	3	30	84	0	0	0	0
V56	9	27	0	132	0	2	1	0	1	9	38	0	0	0	0	0	1	0
V57	133	62	33	0	4	0	0	0	0	1	17	9	0	8	0	0	2	0
V58	2	32	4	121	0	60	162	33	7	44	13	23	22	0	0	0	9	0
V59	31	64	69	83	182	0	71	20	0	8	33	0	0	0	10	1	0	2
V60	7	147	7	2	0	0	21	71	17	30	0	2	15	4	0	3	1	0
V61	0	31	178	0	186	0	0	0	0	0	0	0	0	0	0	7	0	0
V62	0	45	4	37	0	50	0	17	2	0	0	16	33	0	0	0	0	16
V63	18	60	138	34	67	0	35	215	10	0	0	0	12	0	0	16	0	0
V64	4	257	168	5	140	0	76	16	3	0	0	51	0	3	0	0	12	0
V65	0	20	106	55	29	4	0	0	0	0	0	4	4	0	0	11	0	0
V66	195	59	3	3	0	1	0	5	21	0	0	22	6	6	0	4	0	0
V67	4	15	10	36	0	0	0	1	0	1	34	11	0	0	0	0	17	0
V68	110	1	7	124	77	4	22	119	0	0	116	22	18	14	3	0	0	25
V69	0	35	0	107	33	0	0	4	0	0	0	0	8	7	0	0	7	0
V70	70	50	58	99	0	0	0	0	0	13	2	14	4	32	0	0	16	0
V71	0	77	25	0	0	126	82	0	27	38	0	0	0	10	0	1	0	0
V72	71	14	47	1	27	0	0	0	0	0	0	0	0	0	0	0	0	0
V73	22	0	48	0	1	0	5	0	0	18	0	1	14	0	0	0	0	0
V74	16	47	21	0	70	152	0	18	55	0	0	42	25	65	44	0	9	0
V75	1	18	30	0	8	0	0	0	0	1	0	19	1	0	0	0	0	0
V76	43	231	0	168	0	37	0	30	36	60	142	78	0	0	0	4	7	0
V77	163	0	2	11	0	0	0	0	15	0	0	18	7	0	0	1	0	9
V78	49	26	0	0	31	6	28	74	26	0	0	0	7	14	16	2	0	0
V79	15	49	66	0	22	26	0	0	36	0	0	22	13	0	0	0	2	0
V80	72	32	106	19	164	20	27	0	22	0	1	0	10	0	0	22	0	0
V81	43	32	100	0	32	7	0	0	10	0	0	12	0	0	0	11	0	0
V82	0	12	0	0	0	7	0	0	0	8	73	23	0	7	0	4	3	0
V83	56	7	7	0	35	39	0	25	23	0	0	0	15	36	0	0	0	0
V84	0	350	0	30	0	2	0	8	6	1	0	32	0	0	0	0	0	0
V85	24	116	2	83	0	16	104	10	30	0	0	18	0	44	0	1	0	0
V86	46	25	33	5	13	81	18	0	42	0	0	0	4	18	0	2	0	0
V87	92	30	121	38	9	0	49	173	15	0	0	0	22	0	27	3	0	5
V88	1	0	88	0	16	6	0	22	11	3	1	10	0	0	6	0	0	0
V89	71	7	52	46	27	30	23	1	9	2	0	0	0	0	76	0	6	0
V90	211	26	170	18	33	14	80	59	21	1	0	0	0	0	16	4	0	0
V91	4	73	0	44	7	19	2	60	0	0	5	0	4	8	19	0	0	0
V92	231	0	20	15	16	0	1	1	0	0	0	0	0	0	0	9	0	0
V93	99	0	26	0	31	34	0	0	0	0	0	5	14	0	0	2	0	4
V94	4	80	242	42	20	19	0	17	16	14	0	7	0	0	43	13	12	0
V95	28	97	9	65	0	15	7	6	14	14	0	1	0	0	8	0	13	0
V96	1	44	39	0	58	11	79	43	15	0	6	7	15	0	0	0	5	3
V97	200	98	42	25	144	7	0	0	0	0	3	0	1	0	0	0	2	0
V98	55	0	81	13	122	11	0	0	25	28	0	0	0	0	0	4	0	0
V99	153	11	0	1	0	0	4	0	47	0	0	0	27	9	0	0	0	0
V100	8	15	139	0	154	42	0	0	73	35	0	22	2	2	0	9	0	0
