De novo extracted, Global NMF Signatures, L1 Error %, L2 Error %, KL Divergence, Cosine Similarity, Correlation
Signature 83-A, Signature ID1 (100.00%), 4.97,  0.95, 0.091, 1.00, 1.00
Signature 83-B, Signature 83-B, 0, 0, 0, 1, 1
Signature 83-C, Signature 83-C, 0, 0, 0, 1, 1
Signature 83-D, Signature ID8 (100.00%), 14.24,  6.62, 0.045, 1.00, 1.00
Signature 83-E, Signature ID9 (100.00%), 7.76,  3.68, 0.160, 1.00, 1.00
Signature 83-F, Signature ID2 (100.00%), 7.54,  1.62, 0.140, 1.00, 1.00
