MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	1.78E-02	1.80E-03	1.13E-02	2.49E-02
1:Del:C:1	3.19E-03	8.00E-04	2.31E-03	5.66E-03
1:Del:C:2	2.63E-04	1.08E-04	1.99E-04	2.93E-04
1:Del:C:3	6.41E-04	2.48E-04	4.25E-04	1.18E-03
1:Del:C:4	2.10E-06	5.92E-04	2.90E-02	5.04E-02
1:Del:C:5	3.28E-02	2.24E-02	5.72E-04	2.15E-03
1:Del:T:0	6.39E-03	1.06E-03	3.70E-03	9.10E-03
1:Del:T:1	2.24E-03	3.70E-04	1.56E-03	3.55E-03
1:Del:T:2	2.69E-03	3.76E-04	2.24E-03	3.80E-03
1:Del:T:3	3.73E-03	6.90E-04	3.91E-03	6.73E-03
1:Del:T:4	5.16E-03	6.56E-04	3.54E-03	6.36E-03
1:Del:T:5	6.97E-03	6.84E-03	5.73E-02	1.68E-03
1:Ins:C:0	2.88E-04	1.24E-04	1.20E-04	3.94E-04
1:Ins:C:1	2.03E-04	5.41E-05	9.63E-05	2.26E-04
1:Ins:C:2	4.92E-05	8.83E-05	1.28E-05	1.87E-05
1:Ins:C:3	3.59E-05	1.42E-04	1.23E-04	1.80E-04
1:Ins:C:4	1.30E-04	2.75E-04	2.30E-04	3.00E-04
1:Ins:C:5	2.41E-05	1.38E-03	8.06E-04	1.11E-04
1:Ins:T:0	7.61E-04	3.78E-04	5.26E-04	1.05E-03
1:Ins:T:1	6.51E-04	2.28E-04	3.29E-04	7.51E-04
1:Ins:T:2	1.34E-04	7.03E-05	1.60E-04	8.79E-05
1:Ins:T:3	2.66E-04	2.85E-04	1.31E-04	3.32E-04
1:Ins:T:4	1.42E-04	8.23E-04	3.63E-04	4.46E-04
1:Ins:T:5	4.09E-08	4.81E-02	2.75E-03	6.65E-08
2:Del:R:0	1.01E-03	3.12E-04	5.27E-04	1.25E-03
2:Del:R:1	5.67E-04	1.75E-04	5.76E-04	8.93E-04
2:Del:R:2	1.18E-04	7.05E-05	1.60E-04	1.41E-04
2:Del:R:3	5.16E-08	4.67E-08	1.89E-07	4.24E-05
2:Del:R:4	2.98E-05	3.66E-05	1.51E-04	4.04E-05
2:Del:R:5	4.66E-05	4.76E-05	1.11E-04	1.11E-08
3:Del:R:0	7.20E-04	8.21E-05	3.71E-04	8.23E-04
3:Del:R:1	4.61E-04	5.57E-04	3.42E-04	5.46E-04
3:Del:R:2	1.11E-04	1.82E-04	3.61E-04	2.77E-04
3:Del:R:3	1.25E-04	7.64E-05	2.04E-08	1.28E-04
3:Del:R:4	4.42E-09	3.61E-09	6.73E-09	1.30E-08
3:Del:R:5	4.42E-09	3.61E-09	6.73E-09	1.30E-08
4:Del:R:0	1.60E-03	0.00E+00	2.33E-02	4.18E-02
4:Del:R:1	1.62E-04	3.07E-04	1.98E-04	5.30E-04
4:Del:R:2	2.80E-09	6.96E-05	1.28E-04	1.53E-04
4:Del:R:3	4.42E-09	3.61E-09	6.73E-09	1.30E-08
4:Del:R:4	4.89E-08	2.39E-08	4.36E-05	2.92E-05
4:Del:R:5	4.42E-09	3.61E-09	6.73E-09	1.30E-08
5:Del:R:0	1.35E-02	1.75E-03	5.86E-03	1.68E-02
5:Del:R:1	7.38E-05	1.37E-04	4.69E-04	1.18E-04
5:Del:R:2	9.40E-05	1.07E-08	5.42E-05	6.53E-05
5:Del:R:3	2.66E-05	4.57E-08	1.81E-05	6.81E-05
5:Del:R:4	4.42E-09	3.61E-09	6.73E-09	1.30E-08
5:Del:R:5	4.42E-09	3.61E-09	6.73E-09	1.30E-08
2:Ins:R:0	1.40E-04	8.11E-06	1.74E-04	2.25E-04
2:Ins:R:1	5.83E-05	1.56E-04	1.43E-04	9.53E-05
2:Ins:R:2	3.21E-04	5.67E-07	1.67E-02	2.85E-02
2:Ins:R:3	6.61E-05	3.85E-05	1.32E-04	1.75E-04
2:Ins:R:4	1.02E-04	2.25E-04	2.62E-04	1.10E-04
2:Ins:R:5	1.43E-04	1.21E-03	1.18E-03	1.73E-04
3:Ins:R:0	9.97E-05	4.22E-07	5.53E-05	9.23E-05
3:Ins:R:1	9.00E-05	9.52E-09	2.41E-04	1.86E-04
3:Ins:R:2	1.92E-05	1.06E-04	5.55E-05	6.17E-09
3:Ins:R:3	4.42E-09	3.61E-09	6.73E-09	1.30E-08
3:Ins:R:4	1.71E-05	9.11E-06	6.83E-04	1.08E-03
3:Ins:R:5	1.41E-04	1.99E-04	1.78E-04	1.36E-04
4:Ins:R:0	7.03E-05	2.46E-05	2.45E-05	7.96E-05
4:Ins:R:1	1.87E-04	2.44E-04	2.13E-04	2.80E-04
4:Ins:R:2	1.72E-03	1.36E-03	3.99E-05	3.38E-04
4:Ins:R:3	4.78E-08	4.09E-08	7.36E-05	5.15E-08
4:Ins:R:4	4.42E-09	3.61E-09	6.73E-09	1.30E-08
4:Ins:R:5	1.13E-04	1.63E-04	1.99E-04	1.39E-04
5:Ins:R:0	2.59E-05	6.12E-05	1.60E-05	3.14E-05
5:Ins:R:1	5.32E-04	2.16E-04	3.05E-04	8.09E-04
5:Ins:R:2	3.85E-05	3.30E-08	9.90E-05	7.96E-05
5:Ins:R:3	5.78E-09	6.94E-05	3.58E-09	8.69E-09
5:Ins:R:4	3.93E-08	9.15E-05	4.09E-08	5.34E-08
5:Ins:R:5	4.74E-05	4.30E-08	4.26E-08	3.09E-05
2:Del:M:1	5.39E-04	6.03E-08	2.62E-04	6.86E-04
3:Del:M:1	8.94E-04	1.09E-04	4.18E-04	1.11E-03
3:Del:M:2	5.40E-04	1.63E-04	3.78E-04	6.81E-04
4:Del:M:1	2.48E-04	2.55E-04	8.83E-05	3.86E-04
4:Del:M:2	1.64E-04	1.44E-04	9.87E-05	2.12E-04
4:Del:M:3	2.49E-04	1.56E-04	2.19E-04	2.85E-04
5:Del:M:1	1.48E-02	2.34E-03	7.20E-03	1.95E-02
5:Del:M:2	5.92E-03	1.23E-03	2.47E-03	7.83E-03
5:Del:M:3	4.46E-02	3.35E-02	1.85E-03	3.01E-03
5:Del:M:4	1.19E-03	1.81E-04	6.49E-04	1.52E-03
5:Del:M:5	6.74E-04	2.16E-04	4.73E-04	1.16E-03
