NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	62.095	25.603	15.426	15.96	0.147	0.982	20000.0
2	61.247	25.371	15.06	16.032	0.151	0.982	40000.0
3	62.834	25.528	15.439	15.852	0.147	0.983	30000.0
4	64.474	25.884	16.423	16.752	0.151	0.979	40000.0
5	67.47	26.716	17.422	16.947	0.146	0.982	30000.0
6	60.03	24.578	14.969	15.574	0.148	0.983	30000.0
7	58.66	23.792	14.534	14.699	0.144	0.985	20000.0
8	60.301	24.345	14.805	15.007	0.146	0.985	40000.0
9	61.051	25.441	14.86	15.855	0.15	0.982	20000.0
10	62.971	25.735	15.842	16.291	0.145	0.982	40000.0
