MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
1:Del:C:0	1.69E-04	0.00E+00	3.60E-03	2.30E-07	3.30E-02	3.77E-03	4.60E-03	3.46E-02	1.77E-03	2.81E-03	1.78E-03	2.89E-02	1.78E-02	2.05E-02	1.86E-02	1.28E-02	2.14E-46	9.85E-03
1:Del:C:1	2.09E-07	0.00E+00	1.40E-46	6.42E-04	1.33E-02	9.01E-04	3.61E-04	1.48E-02	2.95E-03	2.03E-07	3.58E-07	6.21E-02	5.37E-03	2.26E-02	1.39E-02	4.25E-02	3.47E-02	7.73E-03
1:Del:C:2	6.49E-04	1.78E-04	1.01E-07	4.71E-04	4.39E-04	4.51E-04	1.83E-03	1.79E-03	1.30E-03	7.50E-04	0.00E+00	2.06E-03	2.28E-03	1.35E-04	1.25E-03	2.10E-03	0.00E+00	1.66E-03
1:Del:C:3	1.00E-04	2.33E-04	7.10E-04	1.47E-03	1.05E-03	1.13E-03	3.26E-03	6.99E-04	2.30E-03	3.67E-04	7.43E-04	6.11E-03	7.67E-03	1.09E-03	5.52E-03	6.64E-03	5.13E-03	5.21E-03
1:Del:C:4	0.00E+00	3.40E-05	9.73E-05	0.00E+00	9.83E-04	0.00E+00	1.80E-03	9.60E-03	0.00E+00	1.02E-03	4.94E-04	4.47E-03	0.00E+00	4.36E-03	6.95E-03	1.96E-02	1.31E-02	3.16E-03
1:Del:C:5	1.52E-03	1.88E-04	1.69E-04	1.24E-07	8.70E-08	2.66E-05	8.06E-04	5.68E-03	0.00E+00	3.61E-05	4.46E-04	3.15E-03	5.01E-02	0.00E+00	1.72E-03	5.14E-02	1.70E-02	1.00E-02
1:Del:T:0	1.37E-03	4.54E-03	1.07E-07	3.01E-08	1.15E-06	4.38E-03	1.92E-07	1.85E-02	6.44E-03	1.24E-03	2.65E-03	1.25E-02	1.99E-03	6.86E-02	2.14E-46	1.47E-02	6.48E-08	1.39E-02
1:Del:T:1	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.04E-03	2.35E-03	5.11E-04	1.02E-02	6.16E-04	0.00E+00	0.00E+00	1.62E-02	8.11E-03	1.52E-02	3.63E-03	5.57E-03	2.42E-07	1.41E-03
1:Del:T:2	3.20E-04	9.26E-04	0.00E+00	3.53E-03	1.55E-02	4.28E-04	2.26E-03	2.95E-02	1.25E-03	5.26E-04	7.43E-07	6.38E-02	8.49E-03	2.38E-02	0.00E+00	2.90E-03	2.22E-03	3.59E-03
1:Del:T:3	4.23E-04	9.02E-05	4.08E-04	0.00E+00	1.42E-02	7.26E-03	6.07E-03	3.82E-02	6.86E-04	1.61E-03	3.98E-03	3.90E-02	4.44E-03	2.08E-02	2.49E-02	7.77E-02	2.16E-02	2.38E-02
1:Del:T:4	2.63E-03	1.01E-03	8.65E-03	3.70E-07	8.54E-03	0.00E+00	6.59E-03	3.85E-02	1.56E-03	2.28E-02	1.63E-02	3.70E-02	3.29E-03	4.26E-03	8.50E-02	4.71E-05	1.30E-02	1.86E-02
1:Del:T:5	1.09E-02	2.92E-03	9.75E-46	3.41E-02	9.51E-07	5.66E-08	5.89E-02	1.07E-01	2.00E-02	2.75E-03	4.24E-02	1.38E-02	7.26E-25	5.11E-07	1.93E-02	2.44E-02	1.00E-02	1.18E-02
1:Ins:C:0	1.75E-04	2.91E-08	4.34E-08	3.07E-05	2.91E-08	3.73E-04	2.88E-04	3.87E-07	8.16E-04	6.73E-08	0.00E+00	6.42E-07	2.76E-07	3.53E-08	6.69E-07	7.06E-07	8.69E-04	9.21E-04
1:Ins:C:1	0.00E+00	3.68E-04	1.01E-08	1.70E-07	4.40E-04	5.22E-04	3.13E-08	1.81E-08	3.06E-04	1.39E-05	1.06E-03	1.25E-03	4.46E-04	2.45E-04	3.45E-08	6.19E-04	1.92E-03	2.28E-03
1:Ins:C:2	6.39E-05	2.77E-08	1.61E-04	2.86E-04	1.06E-07	2.04E-04	2.18E-08	7.10E-09	2.23E-04	0.00E+00	0.00E+00	4.57E-04	3.76E-04	2.37E-08	0.00E+00	2.53E-04	3.36E-04	4.76E-04
1:Ins:C:3	2.43E-08	3.87E-04	1.33E-07	2.65E-04	6.38E-08	1.22E-08	3.21E-04	5.77E-04	0.00E+00	0.00E+00	5.39E-08	1.20E-03	7.91E-07	1.21E-07	5.32E-04	2.22E-06	2.92E-04	8.38E-04
1:Ins:C:4	0.00E+00	4.56E-04	3.20E-05	0.00E+00	8.14E-07	1.83E-04	1.56E-03	4.33E-03	3.35E-04	0.00E+00	4.34E-04	1.14E-03	1.38E-04	0.00E+00	2.79E-03	1.66E-03	5.15E-03	6.60E-03
1:Ins:C:5	4.12E-04	3.16E-03	8.50E-04	0.00E+00	3.02E-08	0.00E+00	4.01E-03	8.07E-03	5.02E-04	0.00E+00	3.17E-04	1.29E-07	1.54E-02	0.00E+00	7.41E-03	3.78E-02	6.61E-02	2.99E-03
1:Ins:T:0	5.59E-04	7.39E-04	0.00E+00	2.20E-04	4.39E-03	5.05E-04	1.60E-03	4.73E-03	4.78E-05	1.36E-03	1.83E-04	8.12E-03	1.26E-03	2.36E-03	4.51E-03	4.92E-03	4.56E-03	6.41E-03
1:Ins:T:1	6.56E-04	0.00E+00	2.48E-04	1.07E-07	2.60E-03	8.85E-04	0.00E+00	4.51E-07	8.73E-04	0.00E+00	2.72E-04	1.10E-03	2.71E-03	7.56E-03	6.49E-04	1.09E-02	4.20E-46	1.06E-03
1:Ins:T:2	3.99E-04	5.66E-04	2.19E-04	8.57E-05	3.43E-08	0.00E+00	1.69E-04	2.88E-04	0.00E+00	1.92E-04	1.18E-04	1.57E-04	1.60E-07	3.35E-03	0.00E+00	2.85E-03	1.52E-03	2.64E-03
1:Ins:T:3	2.90E-04	4.79E-04	7.89E-08	4.19E-08	3.40E-08	2.28E-08	2.47E-03	1.06E-03	4.06E-04	6.51E-08	6.14E-04	7.76E-04	1.05E-02	1.29E-03	1.42E-03	4.87E-03	3.46E-04	1.41E-02
