MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
1:Del:C:0	0.00016949810087680818	0.0	0.003600817250844557	2.3040740870783338e-07	0.7585026621818542	0.003981298745411658	0.009820388373191236	0.048538714744779554	0.003007462993582077	0.0060488641494885085	0.0018036712397588417	0.05762201670034606	0.032650616015163794	0.03049350529909134	0.02637287387624383	0.01743658354312174	4.203895392974451e-46	0.014137530699372292
1:Del:C:1	2.085294227072154e-07	0.0	1.4012984643248171e-46	0.0006417700089514256	0.04650887388406773	0.0009081287236767821	0.000365035398863256	0.014930151251610369	0.006218458572402596	2.3410208314089686e-07	3.5830144042847676e-07	0.1519095331430435	0.009232617358793504	0.11176816538882121	0.020613285899162292	0.05135910734534264	0.047905522150313115	0.011861952539766208
1:Del:C:2	0.000865913528832607	0.00021352620387915522	1.0107953585247742e-07	0.0005805444438010454	0.001142240350600332	0.00045062541030347345	0.002469022921286523	0.003067026473581791	0.0031558442919049413	0.0018173169897636398	0.0	0.003632360335905105	0.00418009243439883	0.00013541720109060406	0.0016931964550167323	0.0021007537841796877	0.0	0.0031898833811283113
1:Del:C:3	0.00010009865509346128	0.0003483625827357173	0.0011928900261409582	0.003508812334985123	0.0033201262122020125	0.0027578654466196896	0.004284651018679142	0.0012479664525017141	0.01710863970220089	0.00036731373984366655	0.0007433226332068443	0.010946300812065601	0.007673710584640503	0.0015289223287254573	0.010969730280339717	0.01184570100158453	0.007493285089731216	0.008017812488833442
1:Del:C:4	0.0	3.408107181712694e-05	9.745250293065055e-05	0.0	0.0009848525164670718	0.0	0.0021588361208728203	0.013025813333108972	0.0	0.0014781448907911	0.0004998987184080761	0.006083421013318002	0.0	0.007108982473479131	0.010675349342659502	0.04783233385533094	0.023338577219101354	0.005011190713611313
1:Del:C:5	0.001815120864500841	0.00018880636191624943	0.00016944858855652	1.2442251318134367e-07	8.70378812578565e-08	2.6667351195897027e-05	0.0012121727662133708	0.011254530732094281	0.0	3.8635867872471864e-05	0.0004465446633503234	0.003149611130356789	0.05007985830307007	0.0	0.002585886085563516	0.15132964607328175	0.020921661454858055	0.010002225745893156
1:Del:T:0	0.0017896106788096735	0.005028888317596625	1.5423314869700278e-07	3.010423199611978e-08	1.84187954346271e-06	0.005421774065871432	2.6754903643677607e-07	0.022897249588277192	0.013884492225179202	0.0014810598222538829	0.002648758392581385	0.025487047311162313	0.001990003479841107	0.542438542842865	4.203895392974451e-46	0.02166333868494803	6.477750389421998e-08	0.02302099944076872
1:Del:T:1	0.0	0.0	0.0	0.0	0.032860994711518286	0.01062163426540792	0.0005128143918227579	0.015394526906311512	0.000616344716399908	0.0	0.0	0.04588106976734707	0.014504601083831403	0.05714444339448619	0.003631802813538343	0.00737226390192518	2.41650150201167e-07	0.001409896914105957
1:Del:T:2	0.00032039277721196413	0.0009256999701906299	0.0	0.0035350325208412412	0.02749412168977926	0.00045434867640778973	0.002263938740364324	0.045183215476572516	0.0020220939613864175	0.000658044449994577	7.431294307025382e-07	0.28546427339315417	0.008486877293125871	0.03404694574928726	0.0	0.002903081939984986	0.0022204489413866213	0.00359610842526763
1:Del:T:3	0.0007071375322993845	9.021818405017257e-05	0.00040785511955618856	0.0	0.05330855995416641	0.03039161008709925	0.010651060007512569	0.08262762501835823	0.0006864319555461406	0.002398010098841041	0.004948569554835558	0.08950657323002816	0.004569216549862176	0.07891682349145412	0.07182584435213357	0.2121394693851471	0.050056674086954446	0.04652803614735603
1:Del:T:4	0.0027329115953762364	0.0010065117850899697	0.01487916037474633	3.701472223838209e-07	0.0154438336262956	0.0	0.009909249027259648	0.07535545071586966	0.001555559691041708	0.0821077428758217	0.06984592913649976	0.07091700732707977	0.005771681014448404	0.006338654957289691	0.6082449540495872	4.707877524197101e-05	0.02592349648475647	0.03796805497258902
1:Del:T:5	0.9659257173538208	0.0029239814344748536	2.5223372357846708e-45	0.12865719271251158	1.5204098190224623e-06	5.661582918037311e-08	0.6379414886236191	0.4954791277649657	0.030565029031168933	0.002754846401512624	0.051478722510228184	0.013815698884718586	7.255918151534805e-25	5.114227860758547e-07	0.019273949233875702	0.036535439749332	0.010000958560817707	0.011805375443180785
1:Ins:C:0	0.00017522465346289095	5.952539652298583e-08	9.317431732824844e-08	3.324361074987792e-05	2.912425998147228e-08	0.0006633071377407873	0.00041664852269605033	5.521654671269971e-07	0.0044613669975660745	8.526987045343049e-08	0.0	1.1199925602056738e-06	3.276978532085195e-07	3.530015817432286e-08	1.208125650009606e-06	9.058272773643239e-07	0.0008696595562582843	0.0009234910326540557
1:Ins:C:1	0.0	0.0003681031457706041	1.4305075524134735e-08	2.840309150542453e-07	0.0009602984471712261	0.0009998882660227082	3.130271579721011e-08	1.8121737355158983e-08	0.0006117194425314665	1.3877160411013278e-05	0.0014876289173960445	0.001961967709939927	0.00044567803852260115	0.0003481270839756689	3.445950369496131e-08	0.0006189487122824743	0.0027204314479604363	0.0031606855167410687
1:Ins:C:2	6.395183043395036e-05	6.89996639380297e-08	0.0003647927242440119	0.0006279078813918205	1.6601435319785197e-07	0.0003980671837950922	2.1840246233750803e-08	7.095629683817606e-09	0.00030241945241442635	0.0	0.0	0.0006147904670797289	0.00037568986881524323	2.3704239993094235e-08	0.0	0.00035141718753948223	0.00039909754206064464	0.0008989536436274648
1:Ins:C:3	2.9885620378422575e-08	0.0003880206968148059	2.856546899465684e-07	0.0007497772338325604	6.379741535056382e-08	1.2205269683818187e-08	0.00032103040721267464	0.00092332853237167	0.0	0.0	5.934697107079501e-08	0.0014449202141491924	8.303170147883066e-07	2.7467899599287193e-07	0.0009393265800184736	2.5164279804812397e-06	0.00039991419261156127	0.0009325539025553554
1:Ins:C:4	0.0	0.0011364537109557205	3.228232912420026e-05	0.0	8.699394072664291e-07	0.0003534908581059426	0.0015616033226251603	0.007546559135812458	0.0005020139932298661	0.0	0.00043388521298766137	0.0017040353060792767	0.00013754647225141525	0.0	0.003068089655141648	0.003156058223976288	0.005921529280021787	0.007442963402718305
1:Ins:C:5	0.0006149371058199904	0.01016681119799614	0.0018346621982573198	0.0	3.021976908712532e-08	0.0	0.006747949915006757	0.00809009593257315	0.0007484104503703293	0.0	0.0003172867465764284	1.3472516755541619e-07	0.016918945033103226	0.0	0.007412736117839813	0.05573497253358255	0.15018798261880875	0.002988985749971107
1:Ins:T:0	0.0006273397128097713	0.0010545048807330203	0.0	0.00022029271349310875	0.017836156766861677	0.0007898695534095168	0.001926116901449859	0.00899893194437027	4.7770439414307476e-05	0.0040970639092847705	0.00018262778175994753	0.011305779798749426	0.0012559118680655957	0.008006185537669807	0.008586086332798004	0.011031072666401086	0.0067961773369461295	0.011124692205339671
1:Ins:T:1	0.0006556617096066475	0.0	0.0002478992005649161	1.4557344059085152e-07	0.009202760594780557	0.0008942919703258667	0.0	4.5138631321606226e-07	0.0032950224122032523	0.0	0.00040089190006256106	0.0011002093553543091	0.006237428984604776	0.026359342597424985	0.0006490716245025396	0.017812043882440776	4.203895392974451e-46	0.0010551569983363151
1:Ins:T:2	0.0004756431095302105	0.0009334417724133459	0.000327035952922472	8.575065076854571e-05	3.433485460391239e-08	0.0	0.00023144226187525873	0.00043039156589657067	0.0	0.00019337133608132717	0.00011813193559646606	0.0001570697408169508	1.6035025964811212e-07	0.011021511336849699	0.0	0.004266100349923363	0.002703339366928503	0.0034220501336676536
1:Ins:T:3	0.00043416833954097457	0.0012243708602568404	7.889794915172387e-08	4.187920978893089e-08	3.399821650873491e-08	2.284431133148246e-08	0.005194010864943266	0.0011097138689365239	0.0008461740206740842	6.514835604320979e-08	0.000614433843088591	0.000777123807654334	0.012251253635622562	0.0021798097994178535	0.002114045899361372	0.004873581603169442	0.00045062791323289273	0.026885975897312165
1:Ins:T:4	9.564949432387948e-05	0.004405221893966882	0.0056367571388420855	0.0011636923998594284	0.0	0.0017425031866878272	0.009816896729171276	0.0024710783967748285	1.4012984643248171e-46	0.07197060653027165	0.07086009883787484	0.00924090847278194	0.004815503302961588	0.0	0.005254084459699016	0.13593789935112	0.032637729030102494	0.04289764296263456
1:Ins:T:5	0.00875550266359054	0.9445486068725586	3.6555381939251673e-07	3.8527086871908977e-07	1.4012984643248171e-46	0.006068343158676726	0.02934960004496361	0.034503956683693104	0.0046646781490608195	5.336664344213204e-07	1.058290195032896e-06	0.004191656783223152	9.662553020461928e-06	1.2611686178923354e-45	0.026721582418622346	2.50039957056722e-06	0.4253613278269768	0.11644577234983444
