MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
1:Del:C:0	0.00E+00	1.88E-03	6.96E-04	1.40E-46	8.23E-03	5.45E-02	6.46E-02	1.05E-02	1.01E-03	1.36E-02	6.81E-03	1.72E-02	4.75E-02	3.88E-02	2.48E-02	1.02E-02	2.14E-02	1.49E-06	3.83E-03	1.70E-02
1:Del:C:1	2.83E-04	5.55E-04	1.63E-03	0.00E+00	3.65E-03	2.05E-02	3.98E-02	1.98E-02	1.30E-03	4.42E-03	0.00E+00	2.15E-02	1.27E-02	1.50E-02	1.25E-02	5.60E-02	7.16E-03	4.96E-03	3.63E-03	4.20E-03
1:Del:C:2	3.67E-08	5.37E-04	0.00E+00	1.78E-04	1.28E-03	4.30E-04	2.38E-03	5.38E-07	4.00E-03	2.06E-03	1.80E-03	9.41E-04	4.85E-04	8.43E-03	3.67E-03	2.41E-03	2.50E-03	1.69E-03	1.36E-03	1.54E-03
1:Del:C:3	4.51E-08	4.77E-08	7.34E-05	9.78E-05	6.70E-04	8.70E-04	5.17E-03	3.82E-03	5.53E-07	3.16E-03	3.12E-04	2.01E-02	1.40E-02	2.80E-03	5.86E-04	3.32E-07	3.99E-03	5.57E-02	1.29E-06	5.56E-02
1:Del:C:4	0.00E+00	3.05E-04	5.88E-04	1.23E-03	0.00E+00	4.58E-03	1.20E-02	6.29E-03	4.54E-07	6.06E-03	2.42E-03	1.80E-06	4.76E-03	4.54E-04	7.37E-03	1.30E-02	6.65E-03	1.37E-02	3.17E-03	0.00E+00
1:Del:C:5	3.16E-03	0.00E+00	1.49E-04	1.56E-03	4.78E-04	8.04E-05	0.00E+00	3.89E-07	1.37E-03	4.84E-04	7.51E-03	4.55E-03	3.07E-04	5.83E-05	1.08E-03	9.07E-03	1.14E-07	1.39E-02	8.20E-03	2.53E-03
1:Del:T:0	4.82E-08	0.00E+00	2.58E-06	5.03E-04	8.53E-03	1.15E-02	2.19E-02	7.43E-02	1.74E-02	6.94E-03	7.03E-03	3.09E-02	3.34E-02	1.89E-02	7.30E-03	3.41E-02	1.56E-02	3.38E-02	6.52E-03	3.70E-04
1:Del:T:1	7.53E-05	8.57E-04	2.07E-04	0.00E+00	3.94E-03	1.06E-02	5.68E-04	4.02E-02	3.51E-03	3.90E-03	5.76E-03	4.55E-03	1.88E-02	6.76E-03	6.55E-03	5.33E-02	4.62E-03	2.76E-02	4.85E-04	9.26E-03
1:Del:T:2	1.97E-04	2.94E-08	2.43E-05	4.87E-04	1.60E-03	1.89E-02	1.88E-02	2.95E-02	1.88E-03	3.28E-04	2.41E-03	3.24E-02	1.24E-02	9.40E-03	1.12E-02	1.74E-02	6.32E-03	8.24E-03	2.80E-46	2.39E-03
1:Del:T:3	7.70E-04	2.88E-04	1.26E-03	3.77E-03	4.48E-04	2.65E-02	2.74E-02	2.22E-02	2.78E-03	6.17E-04	6.69E-03	5.49E-02	1.25E-02	1.92E-02	8.92E-03	3.25E-02	3.86E-03	6.34E-03	1.53E-02	0.00E+00
1:Del:T:4	7.74E-04	1.42E-03	1.14E-04	5.55E-03	7.91E-04	2.09E-02	1.51E-02	1.12E-02	6.39E-03	0.00E+00	1.11E-02	2.44E-02	1.32E-02	2.90E-02	1.07E-02	1.15E-02	1.87E-03	9.61E-02	4.75E-03	6.38E-03
1:Del:T:5	3.30E-07	1.40E-46	1.01E-07	9.25E-03	5.61E-03	5.00E-03	1.32E-03	5.20E-07	4.38E-07	7.30E-03	5.74E-02	2.13E-07	5.09E-03	9.10E-04	2.01E-06	9.20E-02	4.34E-03	2.16E-06	2.66E-07	8.99E-03
1:Ins:C:0	1.95E-08	1.40E-46	4.06E-03	5.46E-05	0.00E+00	1.23E-03	2.36E-07	8.21E-03	6.49E-05	1.80E-08	6.89E-04	3.94E-06	4.53E-03	1.05E-03	5.55E-02	1.61E-07	2.49E-03	4.95E-02	4.72E-07	2.53E-03
1:Ins:C:1	1.98E-08	5.53E-04	1.29E-04	8.66E-08	1.19E-03	3.24E-08	1.56E-07	2.57E-04	9.31E-04	1.03E-05	2.50E-04	5.11E-04	2.22E-04	4.96E-08	4.22E-03	6.36E-04	5.71E-03	1.90E-07	8.25E-07	1.71E-07
1:Ins:C:2	3.91E-08	2.51E-04	6.08E-08	1.28E-08	3.18E-04	1.03E-03	3.27E-07	1.22E-03	6.30E-05	1.18E-03	6.59E-08	3.37E-07	1.12E-03	2.31E-04	1.03E-03	1.24E-07	1.28E-03	2.53E-07	5.40E-07	1.80E-06
