Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
V1	16	29	35	25	17	0	22	9	16	5	29	0	6	0	1	2	0	1
V2	65	0	30	129	112	0	0	0	0	0	0	0	0	0	0	0	6	0
V3	46	5	3	3	10	22	14	0	15	0	14	10	0	0	0	0	2	4
V4	67	25	3	1	13	22	0	22	29	18	0	0	2	0	0	0	0	4
V5	5	2	22	2	4	5	16	5	31	1	24	5	14	0	0	0	0	2
V6	56	11	0	68	45	0	0	0	0	1	5	0	0	0	0	0	0	0
V7	9	10	58	0	0	7	8	14	10	1	1	0	14	0	3	5	1	0
V8	14	14	7	2	0	63	0	38	6	10	0	0	3	0	0	20	0	0
V9	3	1	6	34	49	0	22	0	0	0	5	0	3	0	0	0	0	0
V10	14	1	46	8	2	0	1	0	0	0	7	0	4	28	0	0	0	0
V11	10	18	1	5	3	49	34	9	13	0	39	0	8	0	0	0	0	2
V12	323	67	0	40	36	0	6	0	0	10	0	6	0	0	0	0	4	0
V13	3	31	4	3	1	60	10	94	35	4	14	15	2	3	0	31	5	0
V14	0	46	1	5	16	52	48	0	0	13	28	12	0	0	9	0	0	15
V15	0	9	28	5	3	24	18	37	4	8	0	10	14	3	0	0	0	2
V16	99	2	14	46	18	0	0	11	0	1	0	0	3	16	4	6	15	0
V17	9	453	0	92	92	0	0	6	23	113	6	0	0	0	0	0	0	0
V18	7	55	23	34	37	0	4	0	6	36	0	0	0	0	0	0	0	0
V19	1	0	38	39	51	0	66	0	0	2	2	16	0	4	0	0	4	0
V20	77	20	1	35	34	0	13	0	0	2	0	4	0	0	0	0	1	0
V21	10	1	36	0	2	78	4	53	11	0	6	0	4	0	0	37	0	3
V22	1	48	4	60	31	0	0	0	13	15	0	3	1	0	0	0	0	0
V23	1	39	197	0	0	3	3	8	4	5	1	0	24	5	0	0	13	0
V24	20	77	0	13	16	0	0	4	2	23	17	0	0	0	0	0	0	0
V25	2	1	38	30	14	0	0	7	15	1	5	23	1	2	3	0	0	0
V26	1	21	26	53	37	103	0	50	75	0	0	0	17	0	0	0	2	0
V27	0	49	44	1	2	43	0	58	0	20	0	0	4	0	0	1	0	4
V28	40	0	5	0	0	0	0	11	4	0	1	0	10	0	24	0	0	0
V29	143	160	15	24	3	19	77	0	38	31	75	71	2	0	57	0	0	12
V30	163	25	50	0	0	0	47	64	29	14	68	41	16	29	36	0	2	0
V31	0	5	61	0	0	6	44	10	3	4	16	0	8	0	8	0	0	0
V32	18	33	24	0	1	8	16	0	3	21	16	11	2	0	0	0	0	0
V33	31	54	75	4	7	0	11	0	2	16	13	16	0	7	0	0	1	4
V34	55	12	0	18	31	9	21	9	36	6	35	10	21	0	0	0	3	0
V35	6	0	6	25	44	64	0	39	33	0	0	0	8	0	0	0	3	0
V36	26	75	19	48	38	0	10	0	0	19	0	3	0	0	0	0	0	12
V37	20	20	0	4	2	47	27	1	0	6	29	26	0	0	3	3	0	0
V38	105	0	0	8	13	2	0	0	0	0	4	0	18	0	14	7	0	4
V39	0	38	0	0	0	13	0	9	31	4	0	0	3	0	11	10	0	0
V40	3	116	81	11	13	0	0	35	14	63	0	0	6	0	0	2	8	1
V41	3	38	15	26	25	0	0	0	0	12	0	0	5	3	0	0	0	0
V42	0	139	0	0	0	80	0	0	20	24	0	0	30	0	0	0	0	1
V43	2	0	3	5	6	14	0	13	10	0	25	0	8	0	0	0	0	0
V44	0	4	10	0	0	11	30	3	0	0	7	10	0	7	0	8	0	2
V45	51	9	60	44	43	0	5	0	0	1	15	3	0	0	0	0	13	0
V46	75	15	26	24	25	4	0	2	14	1	0	0	12	0	0	3	2	0
V47	134	1	0	12	9	0	54	17	0	0	57	6	7	0	0	16	7	2
