NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	50.007	20.33	11.976	13.002	0.101	0.989	50000.0
2	52.389	21.415	12.712	14.232	0.097	0.986	40000.0
3	50.126	20.557	12.204	13.982	0.094	0.986	110000.0
4	50.144	20.575	11.662	13.185	0.1	0.988	20000.0
5	49.453	20.176	11.769	13.369	0.103	0.988	60000.0
6	51.957	21.298	12.333	14.264	0.101	0.986	40000.0
7	51.124	20.927	12.306	13.672	0.101	0.987	70000.0
8	50.776	21.13	12.136	14.001	0.101	0.986	50000.0
9	53.48	22.122	13.121	14.61	0.106	0.985	30000.0
10	51.626	21.161	12.248	13.817	0.104	0.987	30000.0
