NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	187.919	66.109	64.527	54.664	0.407	0.807	20000.0
2	182.214	64.597	66.611	55.259	0.38	0.807	50000.0
3	185.167	63.798	66.44	54.844	0.384	0.812	20000.0
4	184.399	65.35	66.291	54.914	0.398	0.806	30000.0
5	188.288	65.924	65.498	54.344	0.396	0.815	20000.0
6	184.671	63.375	65.69	54.444	0.381	0.816	50000.0
7	182.696	64.565	66.238	55.382	0.386	0.808	20000.0
8	186.491	66.109	67.567	55.755	0.399	0.804	50000.0
9	191.66	67.333	66.358	55.223	0.405	0.808	20000.0
10	184.388	65.467	67.33	55.765	0.397	0.804	40000.0
