Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
V1	0	0	0	0	8	82	0	0	49	0	3	0	11	1	12	0	0
V2	13	20	16	0	17	14	111	35	24	13	0	0	0	0	22	12	27
V3	41	1	1	7	10	40	14	33	2	0	71	5	7	0	0	0	0
V4	33	57	12	38	136	0	21	2	0	32	0	20	0	18	0	0	0
V5	0	131	109	130	15	0	2	5	0	26	0	6	0	20	2	0	0
V6	5	0	0	36	3	75	0	0	28	0	82	5	0	0	21	0	0
V7	78	5	7	29	2	0	0	4	0	0	0	1	29	29	0	0	0
V8	5	6	0	0	33	45	28	61	21	0	0	10	0	0	25	25	0
V9	4	30	37	2	25	16	21	0	27	8	23	8	0	0	0	14	0
V10	0	19	7	19	1	16	26	53	57	0	0	0	23	11	0	0	0
V11	0	9	26	17	147	0	0	0	0	17	0	33	15	6	0	0	5
V12	27	2	10	0	54	0	46	71	13	0	17	14	0	0	0	1	2
V13	33	23	113	66	75	0	164	38	0	11	0	37	18	0	16	61	0
V14	20	0	0	97	1	13	22	12	33	0	0	1	9	4	9	0	0
V15	6	0	4	0	4	0	66	35	0	0	0	0	0	0	21	5	0
V16	0	6	0	0	43	0	3	0	5	10	10	20	0	0	0	4	0
V17	0	0	3	55	16	0	14	0	17	0	8	0	0	0	16	0	0
V18	20	1	0	4	43	57	0	3	0	28	77	12	0	0	13	0	0
V19	7	5	2	40	1	0	0	0	0	0	0	1	8	0	2	0	0
V20	117	26	47	4	0	0	14	17	0	14	0	0	0	0	1	0	0
V21	20	14	29	0	10	0	37	71	1	2	0	5	0	0	8	4	11
V22	2	312	285	5	0	0	8	6	0	37	0	0	0	0	0	0	0
V23	0	97	114	4	105	0	0	0	0	79	2	19	0	0	0	0	0
V24	3	0	24	0	0	0	10	9	6	2	0	0	0	0	3	0	0
V25	7	0	0	2	18	59	7	63	10	0	29	2	0	0	0	0	0
V26	6	218	194	1	30	0	33	0	0	3	0	14	0	0	0	0	0
V27	11	0	0	17	0	20	55	47	3	0	5	0	0	7	13	13	3
V28	69	41	47	7	29	7	0	0	0	0	13	6	6	36	15	0	0
V29	83	30	53	17	0	10	0	0	6	14	2	2	7	17	6	0	0
V30	81	11	0	7	0	0	28	76	28	0	0	0	31	0	4	73	20
V31	4	1	0	0	0	0	2	44	0	0	0	0	0	0	9	7	3
V32	69	2	2	51	0	91	67	48	122	0	0	0	0	6	7	19	0
V33	23	17	25	3	1	0	21	0	0	19	0	0	0	1	8	0	3
V34	416	1	0	0	43	0	4	0	0	0	28	9	0	9	0	0	4
V35	2	22	7	31	10	0	1	0	7	14	1	12	0	0	0	0	0
V36	57	16	16	5	20	50	0	25	0	5	20	8	0	0	0	27	1
V37	1	17	0	0	5	5	6	0	0	0	0	10	0	0	3	0	0
V38	5	5	18	22	8	0	4	2	0	0	0	4	12	4	0	0	0
V39	5	37	7	8	60	0	133	4	12	0	0	12	0	0	1	0	4
V40	6	10	10	82	42	0	28	33	0	0	7	7	0	0	0	0	0
V41	12	2	0	15	6	0	10	0	0	0	0	0	17	0	0	3	0
V42	2	3	5	86	27	15	0	0	0	0	6	8	0	0	0	0	0
V43	145	44	41	184	18	19	8	0	0	95	0	14	9	34	9	9	0
V44	0	31	13	29	8	227	0	4	164	50	25	6	3	0	0	1	0
V45	47	10	2	0	0	0	76	27	0	0	9	0	22	0	1	1	5
V46	0	11	0	3	33	2	0	23	0	0	0	5	0	0	0	0	3
V47	24	0	0	26	6	81	21	18	38	0	0	4	0	14	34	0	0
V48	82	0	0	21	65	8	0	0	0	0	0	37	2	0	23	0	0
V49	46	102	74	4	41	11	47	14	2	78	45	6	0	0	2	0	0
V50	1	25	30	6	45	0	0	0	0	0	0	10	4	0	0	0	0
V51	19	0	0	5	20	151	67	60	156	0	55	0	20	0	12	0	0
V52	8	30	5	24	0	165	0	33	131	0	80	0	7	0	15	12	0
V53	53	69	33	5	81	129	45	0	105	8	77	11	0	0	9	0	0
V54	2	16	0	109	16	0	24	15	4	38	0	10	0	0	0	0	27
V55	29	16	0	41	207	90	29	0	82	13	67	69	0	0	0	0	0
V56	33	0	0	10	4	8	0	0	5	0	11	0	0	19	1	0	6
V57	25	7	47	8	13	0	30	35	0	0	0	2	8	0	15	31	0
V58	50	39	36	6	37	4	9	31	9	24	1	10	18	0	0	0	0
V59	177	50	44	8	0	0	0	6	0	115	2	10	7	45	0	9	0
V60	110	0	0	4	0	0	0	0	3	0	9	0	2	0	12	0	0
V61	0	0	6	50	61	2	1	0	22	0	15	2	0	9	16	0	0
V62	29	46	83	151	0	2	12	6	0	37	0	2	16	0	0	0	1
V63	18	0	0	3	56	2	87	0	0	4	0	9	0	2	6	3	2
V64	0	4	0	0	59	10	17	13	4	1	11	2	0	0	0	0	0
V65	56	16	25	0	9	0	6	15	1	0	0	0	17	0	0	0	1
V66	54	40	19	169	2	0	0	0	0	31	0	0	0	60	6	0	0
V67	136	15	11	19	0	0	17	13	1	13	31	0	15	0	13	0	7
V68	0	2	0	28	11	0	0	0	0	0	5	0	0	0	3	0	0
V69	45	6	10	85	0	0	10	0	1	0	4	3	0	7	0	16	12
V70	2	7	0	57	170	57	0	0	17	21	25	40	22	0	0	0	0
V71	34	50	48	2	18	86	0	0	35	93	2	30	36	11	7	0	0
V72	106	111	106	1	0	2	3	0	0	6	0	0	15	0	0	0	15
V73	7	16	8	0	1	66	117	90	69	0	0	2	55	0	5	32	0
V74	7	1	0	0	0	52	9	0	2	0	7	0	0	0	10	1	0
V75	38	1	6	0	0	0	0	0	3	10	0	1	5	0	0	0	0
V76	3	8	0	49	0	20	142	162	62	0	22	0	0	0	0	26	0
V77	164	59	48	6	154	0	0	47	0	73	1	30	0	0	0	2	5
V78	168	114	198	0	0	63	0	0	10	20	7	0	11	0	0	0	0
V79	68	68	53	8	25	2	53	44	14	31	14	8	0	0	0	0	0
V80	366	143	93	14	1	0	47	0	0	31	0	1	9	19	0	0	0
V81	69	31	6	23	16	46	23	86	52	12	0	9	1	0	1	0	22
V82	5	92	106	18	0	3	10	3	0	8	11	0	0	0	2	0	0
V83	5	24	45	0	2	4	11	45	0	37	0	2	0	0	6	0	0
V84	4	0	0	8	64	9	0	0	8	0	15	51	0	0	0	0	1
V85	41	20	17	0	0	29	14	1	53	1	82	1	13	11	0	0	0
V86	5	57	66	6	0	27	48	53	6	84	14	8	0	0	8	8	0
V87	110	237	208	46	0	6	1	46	0	48	0	2	0	18	0	0	9
V88	7	29	31	48	10	0	0	14	1	0	10	0	0	17	0	3	0
V89	71	0	3	24	48	0	22	0	0	0	0	26	0	8	0	0	0
V90	30	90	112	84	22	16	3	0	0	25	0	10	0	0	4	0	8
V91	33	16	4	8	14	3	19	31	0	56	0	9	0	0	3	0	0
V92	55	24	44	9	151	42	18	0	20	38	0	47	0	0	0	10	0
V93	69	1	0	10	39	0	0	0	7	4	0	1	6	0	6	0	8
V94	24	0	0	6	94	31	0	7	11	0	32	24	0	0	0	0	0
V95	135	0	8	0	0	103	0	0	86	0	39	0	26	0	17	0	0
V96	0	80	42	1	23	15	0	1	7	8	7	5	22	10	0	0	0
V97	8	4	0	158	2	5	0	0	0	0	8	1	18	31	0	0	0
V98	0	17	9	161	0	14	0	6	0	5	15	0	2	0	0	0	0
V99	52	56	61	14	5	6	0	4	4	11	20	0	1	0	4	6	0
V100	0	79	55	337	0	47	2	0	10	18	15	0	0	71	20	0	2
