Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
V1	16	7	14	86	42	84	0	68	0	0	0	10	9	0	13	0	0	0
V2	78	9	12	0	0	47	0	9	4	7	2	0	52	0	10	0	17	8
V3	32	17	7	85	76	0	35	3	8	7	0	17	7	0	3	0	0	4
V4	104	0	39	9	8	96	10	24	1	3	0	3	35	2	44	8	0	0
V5	43	0	58	3	0	5	29	14	2	0	11	0	3	17	0	9	0	1
V6	243	78	3	0	0	19	0	2	0	3	39	9	19	8	2	14	16	0
V7	544	132	0	34	80	5	0	23	16	0	39	35	0	57	10	73	21	0
V8	37	33	52	0	0	60	5	22	3	8	11	4	0	0	38	0	0	0
V9	3	36	11	0	0	68	43	18	0	0	0	0	70	9	0	0	17	11
V10	0	18	175	10	42	4	67	13	5	1	0	0	0	0	0	0	0	0
V11	91	11	16	58	32	16	0	4	0	0	20	0	4	0	0	10	0	0
V12	0	7	21	156	103	0	1	10	10	0	0	15	0	0	21	0	0	0
V13	0	30	131	2	18	21	27	30	3	3	0	4	13	0	6	0	0	0
V14	26	44	91	1	13	2	67	9	0	0	0	9	2	21	0	2	0	0
V15	7	25	16	33	22	12	23	22	28	11	29	10	0	24	19	0	0	0
V16	0	38	6	18	19	54	0	64	0	0	110	12	7	0	36	0	0	0
V17	5	32	56	1	0	4	0	1	25	0	0	1	2	7	0	0	0	0
V18	7	45	14	14	11	25	0	9	0	0	0	26	0	0	0	0	0	0
V19	126	11	4	9	1	16	0	22	5	2	9	12	19	0	7	0	13	0
V20	5	34	3	20	25	44	17	35	27	26	0	7	0	0	13	0	0	0
V21	131	6	29	14	7	122	0	38	21	21	0	7	15	0	0	0	21	0
V22	89	60	59	28	13	32	34	5	4	0	5	7	6	4	0	0	0	0
V23	9	225	0	19	0	0	3	9	10	30	0	2	0	9	0	0	15	1
V24	0	10	22	18	22	13	29	0	0	2	10	7	0	8	0	0	0	0
V25	113	109	123	5	36	4	29	0	13	0	40	10	0	0	2	0	0	0
V26	0	8	209	9	16	0	79	0	8	5	0	0	0	6	0	0	0	6
V27	30	9	134	16	28	6	72	0	16	3	0	8	0	0	0	0	0	0
V28	0	41	230	6	13	17	80	5	26	14	27	5	33	5	0	0	0	16
V29	88	0	4	93	131	0	0	4	2	0	0	11	0	0	0	0	0	3
V30	10	0	10	123	56	105	0	54	0	0	4	40	10	6	15	16	0	0
V31	0	9	33	34	11	0	45	0	0	10	0	16	0	11	5	0	0	0
V32	51	14	19	2	18	27	0	2	23	23	0	0	27	0	2	0	10	0
V33	30	46	14	0	0	82	0	48	95	104	7	2	41	0	16	14	4	0
V34	10	9	3	12	0	2	0	20	10	9	9	7	6	0	12	4	0	0
V35	5	15	71	16	12	1	0	0	0	3	7	0	0	0	0	0	0	0
V36	0	22	4	0	0	29	4	17	2	4	6	0	2	15	2	0	1	0
V37	31	53	0	5	2	0	84	17	51	19	0	4	4	0	5	0	12	9
V38	51	20	32	128	121	4	58	1	4	5	31	5	0	0	0	0	0	0
V39	0	16	0	183	173	44	0	20	10	0	9	32	0	0	18	0	0	0
V40	4	119	6	0	3	98	0	42	1	18	0	13	37	11	18	0	22	0
V41	25	0	7	6	3	0	11	4	0	0	5	3	4	0	19	0	3	0
V42	154	40	26	25	20	60	0	19	0	0	0	5	32	20	33	0	0	0
V43	1	44	0	0	2	21	0	7	11	12	0	0	29	4	0	0	0	6
V44	15	7	81	68	53	4	118	15	0	0	5	6	5	0	13	0	16	0
V45	0	0	230	5	11	10	59	16	9	13	21	0	0	0	0	0	0	0
V46	77	0	24	26	0	0	0	0	3	5	0	8	2	0	0	0	1	20
V47	1	23	15	4	8	53	0	21	36	49	0	0	22	10	14	0	0	14
V48	1	19	5	0	0	9	0	11	4	9	0	1	0	0	3	0	28	0
V49	55	15	36	0	0	34	26	16	4	4	0	4	0	1	13	9	0	8
V50	117	0	7	16	6	3	0	0	0	8	5	5	0	0	6	15	11	0
V51	120	38	2	11	53	0	0	32	96	68	29	5	0	3	18	0	0	40
V52	216	43	35	17	1	0	0	2	19	19	0	3	0	18	8	1	0	0
V53	80	84	58	4	0	13	34	0	14	10	0	1	56	17	0	0	0	2
V54	62	88	7	0	0	1	0	0	0	11	12	8	0	22	0	0	5	0
V55	1	49	0	10	15	48	0	25	61	15	0	11	0	0	12	0	6	6
V56	3	0	27	14	23	0	16	3	0	0	3	0	0	0	15	0	1	0
V57	61	0	5	0	0	91	73	56	0	0	0	0	0	5	38	0	0	0
V58	15	0	7	19	2	2	0	1	1	8	0	7	0	0	0	0	0	0
V59	6	17	39	0	3	9	0	4	3	3	0	3	0	0	0	0	1	11
V60	20	12	0	63	25	1	0	0	13	13	25	17	0	0	0	0	0	0
V61	0	0	27	43	11	3	57	7	2	0	33	10	0	0	5	0	0	0
V62	78	52	8	7	1	72	0	63	5	15	25	0	7	43	0	20	0	0
V63	36	2	0	228	148	52	0	1	28	27	16	51	13	0	24	0	0	0
V64	18	76	18	0	0	7	0	54	14	2	0	3	33	25	12	0	0	0
V65	13	0	0	0	0	0	3	0	6	1	0	0	0	0	5	0	0	3
V66	13	4	12	103	110	5	0	17	25	51	0	31	0	0	5	0	7	0
V67	15	53	2	16	16	0	0	0	0	5	3	6	0	3	0	0	0	7
V68	17	0	42	17	0	65	0	18	0	1	0	0	0	0	0	10	4	0
V69	0	20	84	116	66	0	39	0	4	0	2	23	0	2	0	0	0	0
V70	142	125	12	32	18	2	20	0	0	0	13	18	0	7	3	41	0	0
V71	0	260	204	6	0	0	67	61	0	20	0	0	0	89	0	0	33	0
V72	0	207	124	4	8	0	34	0	0	0	0	12	0	22	0	0	0	1
V73	88	6	15	15	10	155	0	74	3	3	27	11	0	0	4	0	0	0
V74	166	48	4	37	22	0	0	16	21	16	22	19	0	3	7	53	0	19
V75	1	23	48	134	125	28	0	0	2	7	19	11	10	0	0	0	0	0
V76	17	73	160	10	18	16	0	13	18	0	0	0	25	5	27	0	0	0
V77	57	32	1	64	28	12	0	5	24	58	0	1	0	36	0	0	0	0
V78	0	48	5	19	42	9	0	10	14	12	0	4	0	20	5	0	0	0
V79	0	5	88	2	21	0	113	6	3	7	0	3	0	6	0	0	0	16
V80	100	36	0	308	179	0	1	0	0	0	2	72	0	0	19	0	0	0
V81	71	212	0	20	16	0	31	1	0	7	0	7	0	65	0	14	0	0
V82	0	120	0	18	11	22	4	6	22	34	15	0	0	0	7	20	7	1
V83	0	49	0	18	10	108	0	32	0	0	58	17	30	0	0	0	0	0
V84	1	74	51	0	0	12	0	46	0	0	0	1	0	47	24	20	0	0
V85	8	28	52	3	0	50	0	27	2	0	0	0	0	4	7	0	0	9
V86	0	2	107	3	0	16	97	4	0	4	0	0	5	0	2	0	0	0
V87	0	110	26	3	2	47	105	1	121	59	0	5	0	0	0	0	9	0
V88	4	28	85	12	3	0	34	10	0	2	2	2	0	1	0	0	0	9
V89	6	10	37	5	5	0	0	10	65	14	0	0	0	6	0	0	10	2
V90	228	8	2	107	77	0	0	2	20	8	93	26	0	10	0	25	0	0
V91	104	47	0	65	93	26	0	5	11	7	18	19	3	14	0	0	0	0
V92	146	168	141	127	83	0	64	13	0	0	0	32	0	24	0	0	24	0
V93	80	0	0	2	0	0	10	0	2	0	4	4	0	13	2	10	0	0
V94	98	75	0	7	16	10	0	0	0	0	17	4	27	0	0	2	0	0
V95	25	0	23	51	18	0	41	3	0	2	0	8	0	0	0	0	0	0
V96	0	32	2	59	43	22	0	13	14	0	0	16	7	0	5	0	2	0
V97	3	2	16	36	7	35	14	32	24	36	14	3	81	4	0	0	0	0
V98	0	104	124	19	8	39	26	23	0	0	0	9	0	0	10	0	10	7
V99	0	44	77	0	0	3	30	7	0	0	0	3	0	17	0	0	0	4
V100	1	31	0	20	29	1	9	52	22	23	23	2	18	0	18	15	5	0
