MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
1:Del:C:0	0.00E+00	1.31E-03	1.52E-03	7.17E-03	3.48E-04	2.41E-02	3.95E-03	3.19E-02	2.38E-02	4.00E-02	1.69E-02	1.35E-03	2.60E-02
1:Del:C:1	4.84E-04	1.86E-03	4.80E-04	4.94E-08	2.21E-05	1.49E-02	5.10E-03	1.61E-02	7.21E-03	1.98E-03	1.41E-02	7.89E-03	2.55E-02
1:Del:C:2	1.85E-08	6.57E-05	0.00E+00	3.38E-04	5.03E-08	7.97E-04	1.07E-03	4.61E-04	1.48E-03	4.98E-07	3.17E-08	1.19E-04	3.52E-03
1:Del:C:3	1.96E-04	8.21E-04	1.08E-04	3.46E-03	6.20E-04	6.66E-04	1.41E-03	4.60E-03	8.02E-03	2.89E-03	1.03E-02	5.50E-03	1.08E-02
1:Del:C:4	2.67E-04	3.20E-05	4.40E-04	7.51E-04	4.37E-04	2.02E-03	7.29E-04	2.97E-03	3.79E-03	3.18E-03	1.20E-03	1.53E-03	5.47E-03
1:Del:C:5	4.83E-04	0.00E+00	3.53E-04	1.40E-46	3.11E-03	6.76E-05	1.92E-03	4.36E-08	5.65E-08	6.97E-04	6.79E-04	2.33E-02	7.06E-04
1:Del:T:0	5.48E-04	1.32E-03	1.23E-02	4.93E-03	4.12E-04	1.42E-02	6.83E-03	2.84E-02	2.63E-02	6.82E-02	1.25E-02	1.41E-02	1.07E-02
1:Del:T:1	1.58E-04	4.44E-04	4.42E-04	1.07E-03	4.60E-04	5.78E-03	9.99E-04	9.94E-03	9.76E-03	8.44E-03	8.85E-03	7.29E-03	4.15E-02
1:Del:T:2	5.03E-04	3.91E-07	3.70E-04	1.12E-03	6.72E-04	1.33E-02	1.28E-03	1.17E-02	7.85E-03	1.45E-02	8.25E-03	1.42E-02	2.24E-02
1:Del:T:3	1.25E-03	1.10E-03	9.37E-07	2.43E-03	1.15E-03	1.77E-02	3.51E-03	2.88E-02	1.27E-02	2.38E-02	9.91E-03	1.40E-02	1.47E-02
1:Del:T:4	1.46E-03	1.81E-03	1.26E-03	4.25E-03	2.77E-03	9.32E-03	1.09E-03	1.65E-02	2.66E-03	2.54E-02	1.32E-02	1.50E-02	2.08E-02
1:Del:T:5	1.07E-07	5.78E-07	9.71E-08	9.95E-08	7.44E-03	4.46E-07	1.60E-06	9.53E-08	2.83E-07	7.92E-02	1.67E-07	9.98E-02	4.22E-07
1:Ins:C:0	1.59E-08	1.52E-04	0.00E+00	1.82E-05	3.13E-04	1.25E-04	3.91E-04	3.05E-05	1.03E-03	5.67E-04	1.26E-03	4.82E-04	1.11E-03
1:Ins:C:1	7.71E-05	4.45E-11	3.98E-08	2.75E-04	6.47E-05	1.06E-07	2.60E-04	2.70E-04	5.21E-04	2.00E-06	1.57E-03	1.21E-03	4.55E-04
1:Ins:C:2	1.49E-08	0.00E+00	2.28E-04	6.61E-08	1.47E-08	0.00E+00	1.32E-04	2.29E-03	9.07E-04	3.31E-04	2.60E-03	1.42E-04	1.03E-03
1:Ins:C:3	4.88E-08	4.45E-05	6.90E-08	1.22E-04	6.27E-08	1.18E-07	3.90E-08	2.30E-06	7.04E-04	1.10E-04	3.56E-04	7.41E-08	4.96E-04
1:Ins:C:4	1.98E-04	4.05E-05	1.82E-04	3.06E-08	1.03E-03	2.43E-04	4.56E-04	0.00E+00	0.00E+00	1.06E-03	1.53E-07	3.27E-03	2.33E-03
1:Ins:C:5	2.58E-03	8.50E-04	2.05E-04	3.18E-03	1.42E-03	2.60E-04	6.46E-05	0.00E+00	1.02E-03	2.80E-46	7.96E-03	8.40E-03	7.43E-03
1:Ins:T:0	3.87E-04	0.00E+00	0.00E+00	6.28E-04	4.11E-04	3.19E-03	1.28E-03	4.48E-03	7.31E-03	3.27E-03	7.38E-03	2.99E-04	9.93E-03
1:Ins:T:1	3.49E-08	1.56E-04	3.34E-08	1.43E-03	2.30E-08	3.56E-03	6.84E-04	3.32E-03	1.23E-03	9.05E-04	8.28E-03	4.49E-03	2.83E-07
1:Ins:T:2	7.05E-07	2.35E-04	4.59E-08	5.48E-04	2.12E-04	1.75E-03	5.83E-04	1.64E-03	1.51E-03	2.14E-04	3.35E-04	1.59E-03	2.18E-03
1:Ins:T:3	1.46E-03	9.91E-05	0.00E+00	0.00E+00	1.27E-07	3.63E-04	7.24E-04	6.51E-03	3.03E-03	1.11E-04	2.28E-03	1.35E-02	3.58E-03
1:Ins:T:4	1.85E-03	0.00E+00	6.41E-05	3.89E-03	1.85E-03	2.54E-04	3.30E-05	3.75E-04	1.51E-03	1.67E-02	2.18E-02	2.07E-03	3.66E-03
1:Ins:T:5	4.49E-03	1.72E-03	1.85E-07	2.50E-02	1.15E-07	2.68E-03	3.16E-03	2.37E-03	1.26E-02	5.29E-03	9.48E-02	6.55E-02	5.20E-02
2:Del:R:0	2.15E-04	2.91E-04	1.37E-04	3.65E-03	4.41E-04	4.16E-03	6.95E-04	5.49E-03	1.15E-02	5.06E-03	1.45E-02	1.05E-03	4.46E-03
2:Del:R:1	7.02E-05	2.29E-04	1.20E-04	5.54E-03	1.22E-03	6.76E-04	4.72E-03	2.20E-03	3.50E-03	3.35E-03	5.83E-03	6.15E-03	0.00E+00
2:Del:R:2	7.51E-05	9.97E-05	6.64E-05	7.04E-07	1.05E-04	1.45E-04	1.28E-04	1.14E-04	1.49E-03	5.15E-04	1.17E-03	6.90E-05	7.32E-05
2:Del:R:3	8.83E-08	7.91E-07	1.78E-07	1.38E-07	2.67E-05	1.99E-04	3.78E-05	2.98E-04	7.73E-04	1.25E-06	8.50E-04	9.50E-04	2.38E-04
2:Del:R:4	6.09E-08	1.02E-09	9.65E-05	2.83E-04	5.34E-05	5.97E-08	2.41E-07	4.90E-08	4.50E-04	2.79E-04	2.12E-04	1.28E-03	5.02E-07
2:Del:R:5	3.94E-08	2.31E-08	4.98E-08	4.52E-08	8.04E-08	6.28E-05	2.48E-04	4.73E-05	9.36E-04	1.77E-04	1.99E-04	7.16E-08	1.34E-07
3:Del:R:0	3.07E-04	1.73E-04	3.04E-04	0.00E+00	2.82E-04	7.23E-04	1.31E-03	1.04E-03	5.31E-03	3.36E-03	1.71E-03	4.20E-03	6.75E-09
3:Del:R:1	7.20E-04	8.37E-04	2.08E-04	5.66E-04	7.97E-04	6.99E-04	4.01E-05	1.15E-03	8.23E-04	7.92E-03	3.50E-03	5.11E-03	3.13E-02
