MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
1:Del:C:0	3.94E-08	1.81E-07	1.78E-03	1.08E-04	4.15E-02	1.07E-05	3.91E-03	4.26E-02	4.39E-03	2.62E-02	4.55E-43	3.49E-03	2.07E-02	4.31E-46	6.21E-03	1.97E-02	3.34E-03	2.96E-02	1.30E-02
1:Del:C:1	1.40E-46	1.53E-07	0.00E+00	7.75E-08	9.62E-03	3.02E-03	4.38E-03	5.46E-02	2.26E-03	1.35E-02	4.60E-07	2.64E-08	1.57E-02	1.08E-02	9.47E-03	1.16E-03	9.55E-04	3.85E-03	3.11E-03
1:Del:C:2	2.46E-08	0.00E+00	2.82E-04	0.00E+00	8.76E-04	1.83E-03	1.40E-03	1.47E-03	5.16E-04	2.66E-03	1.19E-03	9.79E-04	4.50E-04	1.15E-03	4.14E-04	0.00E+00	0.00E+00	1.85E-03	3.26E-04
1:Del:C:3	4.11E-04	2.90E-08	7.10E-04	8.75E-04	3.83E-03	1.40E-46	1.63E-03	7.36E-03	1.07E-02	7.76E-03	1.62E-03	1.02E-02	2.64E-03	4.54E-03	2.15E-03	2.05E-02	7.52E-03	2.27E-03	8.34E-03
1:Del:C:4	1.32E-07	5.31E-04	8.96E-04	4.05E-04	5.36E-04	5.73E-04	3.42E-04	4.84E-03	3.65E-04	3.09E-03	2.16E-02	1.53E-03	7.00E-03	1.07E-04	0.00E+00	1.09E-02	1.49E-03	1.91E-02	2.99E-02
1:Del:C:5	2.40E-08	3.79E-05	2.53E-03	8.13E-04	1.40E-46	0.00E+00	4.61E-04	0.00E+00	0.00E+00	1.17E-07	4.06E-07	1.02E-02	2.56E-03	5.91E-03	1.21E-03	3.67E-03	6.27E-03	1.03E-02	1.86E-02
1:Del:T:0	2.60E-04	2.18E-08	0.00E+00	0.00E+00	2.31E-02	1.51E-05	1.99E-02	2.40E-02	1.30E-04	5.05E-02	2.33E-02	1.78E-02	9.97E-03	2.21E-03	5.91E-03	8.68E-02	1.68E-02	2.76E-03	1.09E-06
1:Del:T:1	0.00E+00	9.63E-08	0.00E+00	2.91E-08	3.32E-03	1.73E-03	7.12E-04	1.69E-02	9.45E-07	1.11E-02	1.72E-02	8.91E-03	1.38E-02	2.88E-03	2.63E-03	4.24E-02	5.31E-03	1.89E-02	2.34E-02
1:Del:T:2	3.12E-07	1.20E-08	7.53E-04	5.59E-08	2.38E-02	2.00E-03	2.47E-03	2.23E-02	0.00E+00	5.39E-03	1.34E-02	1.31E-06	3.69E-02	1.27E-03	7.62E-04	9.25E-03	1.49E-04	5.56E-03	1.10E-02
1:Del:T:3	6.91E-04	9.61E-08	1.93E-03	0.00E+00	1.25E-02	0.00E+00	0.00E+00	1.31E-02	2.33E-03	5.30E-03	2.80E-02	3.17E-03	4.22E-02	3.08E-07	6.04E-03	2.75E-03	3.80E-04	9.43E-03	4.38E-03
