Sample Names	MutationType	ID1	ID2	ID8	ID9	ID83C	ID83D
V1	1:Del:C:0	1.0	0.0	0.0	0.0	0.0	0.0
V1	1:Del:C:1	0.6356073711994152	0.0	0.0	0.0	0.0	0.3643926288005848
V1	1:Del:C:2	4.4208525828035566e-10	0.0	0.0	0.0	0.0	0.9999999995579149
V1	1:Del:C:3	1.0	0.0	0.0	0.0	0.0	0.0
V1	1:Del:C:4	1.0	0.0	0.0	0.0	0.0	0.0
V1	1:Del:C:5	0.7404105841360967	0.0	0.0	0.0	0.0	0.2595894158639034
V1	1:Del:T:0	0.5680444499096651	0.0	0.0	0.0	0.0	0.431955550090335
V1	1:Del:T:1	1.006539850845454e-13	0.0	0.0	0.0	0.0	0.9999999999998993
V1	1:Del:T:2	0.002831014348416926	0.0	0.0	0.0	0.0	0.9971689856515832
V1	1:Del:T:3	0.8534246563973301	0.0	0.0	0.0	0.0	0.14657534360266986
V1	1:Del:T:4	1.0	0.0	0.0	0.0	0.0	0.0
V1	1:Del:T:5	2.973150407566227e-11	0.0	0.0	0.0	0.0	0.9999999999702686
V1	1:Ins:C:0	3.8217654013105725e-14	0.0	0.0	0.0	0.0	0.9999999999999618
V1	1:Ins:C:1	1.2208122174582257e-10	0.0	0.0	0.0	0.0	0.9999999998779188
V1	1:Ins:C:2	3.3038027546229953e-11	0.0	0.0	0.0	0.0	0.999999999966962
V1	1:Ins:C:3	0.9999121401474158	0.0	0.0	0.0	0.0	8.785985258426445e-05
V1	1:Ins:C:4	0.6097359737019593	0.0	0.0	0.0	0.0	0.3902640262980406
V1	1:Ins:C:5	0.9711686070935249	0.0	0.0	0.0	0.0	0.028831392906475024
V1	1:Ins:T:0	0.7033861690536561	0.0	0.0	0.0	0.0	0.29661383094634375
V1	1:Ins:T:1	0.998661058729498	0.0	0.0	0.0	0.0	0.0013389412705020036
V1	1:Ins:T:2	0.4421216807317775	0.0	0.0	0.0	0.0	0.5578783192682225
V1	1:Ins:T:3	0.999991927538604	0.0	0.0	0.0	0.0	8.07246139596694e-06
V1	1:Ins:T:4	0.966357734625277	0.0	0.0	0.0	0.0	0.033642265374723035
V1	1:Ins:T:5	1.0	0.0	0.0	0.0	0.0	0.0
V1	2:Del:R:0	0.6752097290083054	0.0	0.0	0.0	0.0	0.32479027099169455
V1	2:Del:R:1	0.7795686478580184	0.0	0.0	0.0	0.0	0.2204313521419816
V1	2:Del:R:2	0.9997459377396472	0.0	0.0	0.0	0.0	0.0002540622603528888
V1	2:Del:R:3	0.4315821641690205	0.0	0.0	0.0	0.0	0.5684178358309795
V1	2:Del:R:4	0.9995207072918887	0.0	0.0	0.0	0.0	0.0004792927081113655
V1	2:Del:R:5	9.443193652949909e-11	0.0	0.0	0.0	0.0	0.9999999999055681
V1	3:Del:R:0	0.5205890864103265	0.0	0.0	0.0	0.0	0.4794109135896736
V1	3:Del:R:1	0.9840631773701618	0.0	0.0	0.0	0.0	0.015936822629838282
V1	3:Del:R:2	0.928433160866632	0.0	0.0	0.0	0.0	0.07156683913336798
V1	3:Del:R:3	0.2968950852768409	0.0	0.0	0.0	0.0	0.7031049147231591
V1	3:Del:R:4	1.091317179428099e-11	0.0	0.0	0.0	0.0	0.9999999999890867
V1	3:Del:R:5	1.091317179428099e-11	0.0	0.0	0.0	0.0	0.9999999999890867
V1	4:Del:R:0	0.6631301792281101	0.0	0.0	0.0	0.0	0.3368698207718899
V1	4:Del:R:1	0.7380086893677854	0.0	0.0	0.0	0.0	0.2619913106322146
V1	4:Del:R:2	0.3020640870268516	0.0	0.0	0.0	0.0	0.6979359129731484
V1	4:Del:R:3	1.6237287036174186e-11	0.0	0.0	0.0	0.0	0.9999999999837628
V1	4:Del:R:4	1.73511380046621e-10	0.0	0.0	0.0	0.0	0.9999999998264886
V1	4:Del:R:5	0.989614078773657	0.0	0.0	0.0	0.0	0.010385921226342947
V1	5:Del:R:0	0.17434812268520097	0.0	0.0	0.0	0.0	0.8256518773147989
V1	5:Del:R:1	0.13779508958317774	0.0	0.0	0.0	0.0	0.8622049104168222
V1	5:Del:R:2	0.8410861119221684	0.0	0.0	0.0	0.0	0.15891388807783158
V1	5:Del:R:3	0.07561092312588763	0.0	0.0	0.0	0.0	0.9243890768741124
V1	5:Del:R:4	0.014510463830863471	0.0	0.0	0.0	0.0	0.9854895361691365
V1	5:Del:R:5	0.9904028004708869	0.0	0.0	0.0	0.0	0.009597199529113037
V1	2:Ins:R:0	0.5268751989446278	0.0	0.0	0.0	0.0	0.47312480105537214
V1	2:Ins:R:1	0.9922710147278773	0.0	0.0	0.0	0.0	0.007728985272122634
V1	2:Ins:R:2	0.5118064106455046	0.0	0.0	0.0	0.0	0.4881935893544953
V1	2:Ins:R:3	1.0	0.0	0.0	0.0	0.0	0.0
V1	2:Ins:R:4	0.9994438595776033	0.0	0.0	0.0	0.0	0.0005561404223967308
V1	2:Ins:R:5	0.9407213818232658	0.0	0.0	0.0	0.0	0.059278618176734285
V1	3:Ins:R:0	0.7912829930142776	0.0	0.0	0.0	0.0	0.20871700698572243
V1	3:Ins:R:1	0.4828812854039358	0.0	0.0	0.0	0.0	0.5171187145960642
