NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	46.82	17.406	11.014	10.231	0.096	0.993	80000.0
2	44.923	16.431	10.591	9.657	0.09	0.994	60000.0
3	46.708	17.524	11.008	10.254	0.094	0.993	50000.0
4	48.506	17.629	11.228	10.011	0.092	0.994	80000.0
5	45.871	17.305	10.805	10.022	0.092	0.994	30000.0
6	45.683	17.058	10.446	9.726	0.095	0.994	40000.0
7	48.855	18.034	11.516	10.56	0.095	0.993	60000.0
8	48.064	17.833	11.348	10.466	0.095	0.993	60000.0
9	47.304	17.775	10.858	10.1	0.096	0.993	40000.0
10	48.995	18.078	11.537	10.578	0.099	0.993	50000.0
