Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	0	32	114	25	190
V2	596	107	138	47	0
V3	176	22	5	40	39
V4	29	43	97	24	18
V5	221	48	15	31	53
V6	30	85	90	6	54
V7	22	494	36	24	11
V8	54	25	34	5	38
V9	19	67	325	8	190
V10	178	286	0	5	0
V11	0	19	102	0	95
V12	175	48	5	308	3
V13	97	155	37	25	21
V14	161	0	69	2	145
V15	1	525	0	71	2
V16	29	99	40	26	7
V17	48	68	6	11	7
V18	0	27	1	25	45
V19	115	5	37	14	27
V20	5	47	87	7	0
V21	83	71	17	9	8
V22	169	5	1	35	38
V23	75	5	206	50	90
V24	0	0	62	188	137
V25	0	49	38	1	11
V26	95	14	163	5	12
V27	4	296	27	101	28
V28	0	5	10	527	0
V29	58	134	144	18	93
V30	4	39	6	6	8
V31	19	0	151	2	125
V32	1	38	87	0	1
V33	52	5	14	1	63
V34	124	1	157	162	50
V35	56	4	21	26	135
V36	14	0	368	22	67
V37	112	19	9	4	0
V38	20	41	74	17	0
V39	32	90	50	2	23
V40	17	27	55	20	82
V41	218	109	10	2	22
V42	23	13	0	40	66
V43	123	359	4	1	15
V44	70	5	96	6	4
V45	0	26	71	0	63
V46	83	73	2	27	142
V47	56	153	6	18	0
V48	33	2	108	4	72
V49	35	518	1	73	6
V50	1	120	64	6	51
V51	127	6	46	20	17
V52	2	28	140	147	9
V53	395	2	168	11	67
V54	0	11	0	101	191
V55	18	61	64	7	7
V56	42	1	24	160	93
V57	10	20	2	62	90
V58	55	283	42	84	52
V59	149	1	143	9	42
V60	199	83	6	71	15
V61	0	16	134	0	221
V62	28	123	52	103	93
V63	21	21	47	22	2
V64	57	68	37	104	4
V65	170	40	73	462	3
V66	62	45	51	88	2
V67	221	9	46	23	0
V68	9	38	15	0	23
V69	130	34	1	22	0
V70	2	3	11	114	6
V71	13	1	2	0	38
V72	48	11	0	14	274
V73	109	0	7	1	156
V74	15	123	44	59	61
V75	14	38	131	8	12
V76	31	17	2	13	11
V77	283	54	0	1	10
V78	73	150	17	43	38
V79	0	7	1	142	112
V80	0	169	179	24	79
V81	77	139	48	2	19
V82	7	5	2	39	19
V83	91	102	0	1	173
V84	4	0	38	23	9
V85	0	9	0	7	102
V86	31	81	30	52	71
V87	75	5	53	639	4
V88	36	17	28	11	17
V89	211	41	1	7	2
V90	89	118	210	103	5
V91	18	44	36	5	10
V92	237	20	22	29	33
V93	21	5	0	326	28
V94	0	20	75	27	174
V95	0	0	15	1	129
V96	173	51	82	208	4
V97	123	8	25	48	27
V98	198	37	18	9	6
V99	131	18	327	18	7
V100	33	3	0	18	3
