Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
V1	5	0	3	2	0	5	2	0	0	0	0	6	0	1	3	0
V2	36	19	118	8	14	37	7	20	0	20	16	3	0	36	25	0
V3	142	0	25	7	0	27	4	5	0	3	27	0	3	4	0	5
V4	0	38	23	10	3	3	2	8	0	10	0	0	0	2	13	3
V5	0	34	16	20	142	0	1	29	5	15	0	52	30	12	45	0
V6	7	7	85	12	8	12	60	7	16	4	90	0	8	9	1	0
V7	6	1	0	151	0	1	0	0	68	0	0	101	14	1	0	1
V8	101	7	30	4	2	25	37	4	6	0	0	2	0	2	5	0
V9	30	0	0	42	26	25	43	1	10	32	20	23	57	17	15	0
V10	16	0	139	90	0	12	9	0	0	1	0	81	4	30	0	0
V11	76	0	51	43	42	3	10	14	0	14	0	7	0	28	0	6
V12	305	17	48	44	5	0	4	1	34	3	0	0	37	16	0	2
V13	38	105	40	10	12	9	21	15	7	21	5	0	2	6	0	7
V14	245	14	17	0	0	8	11	3	0	0	1	0	0	0	17	0
V15	0	0	0	42	5	7	26	13	14	3	9	6	7	8	6	0
V16	13	0	205	0	89	74	127	35	0	49	13	0	0	54	15	0
V17	34	212	66	3	14	17	9	38	0	6	7	11	0	1	33	2
V18	7	1235	41	9	0	31	65	12	0	3	0	0	5	6	0	58
V19	1	6	0	26	6	31	45	12	5	5	6	8	23	3	16	5
V20	10	18	11	63	3	6	88	1	7	0	23	47	2	0	27	0
V21	28	66	7	3	1	0	20	4	0	0	0	1	8	4	0	0
V22	28	18	0	0	20	60	16	34	0	22	17	12	0	2	17	0
V23	0	55	18	49	25	98	10	43	47	13	76	7	48	46	28	0
V24	128	4	2	0	19	0	6	5	0	16	2	0	0	0	3	0
V25	21	20	1	18	0	1	7	0	18	0	2	5	1	5	11	1
V26	71	44	0	6	11	60	0	15	5	9	24	0	0	0	14	0
V27	4	15	8	0	33	59	49	99	0	21	17	5	0	0	0	0
V28	16	1	26	0	6	0	1	23	3	0	0	4	0	0	0	0
V29	7	34	10	41	93	3	1	66	2	28	0	0	5	0	29	0
V30	62	41	33	4	29	0	0	18	14	12	0	2	0	0	0	0
V31	175	27	5	3	63	11	4	33	0	79	8	22	3	0	0	16
V32	26	45	57	10	91	24	25	84	12	8	17	14	0	10	0	2
V33	10	95	3	0	25	2	7	31	2	60	0	10	6	0	12	0
V34	30	7	70	4	3	32	10	11	0	20	3	6	17	2	0	6
V35	44	27	0	125	90	4	1	140	238	13	0	108	14	72	0	0
V36	2	7	48	15	7	7	2	6	0	0	0	3	2	0	1	11
V37	78	2	82	4	7	14	54	22	0	29	13	1	5	0	7	0
V38	212	27	47	2	48	4	8	7	7	12	3	17	5	15	0	0
V39	166	0	74	58	4	149	48	11	6	8	61	16	49	19	12	0
V40	44	42	34	3	54	8	0	22	8	29	6	11	2	0	26	0
V41	14	6	112	0	0	51	22	0	0	3	27	6	12	8	2	0
V42	33	7	17	101	18	1	0	11	53	12	0	28	40	1	9	0
V43	50	88	22	56	1	59	3	0	45	3	17	10	15	0	16	4
V44	40	135	0	2	5	11	15	2	6	0	7	0	7	11	11	25
V45	12	7	131	37	12	92	137	4	23	0	39	0	4	41	0	0
V46	0	37	1	51	1	12	7	5	2	0	1	18	23	5	1	0
V47	8	3	26	114	7	35	17	22	37	0	5	38	13	6	0	0
V48	14	39	120	33	83	0	0	2	28	68	0	0	19	0	5	0
V49	0	16	7	0	2	1	0	2	0	6	0	0	0	0	0	2
V50	38	14	104	5	45	0	2	33	19	32	0	27	28	3	0	0
V51	42	11	0	40	5	3	0	7	5	4	11	6	20	17	0	4
V52	11	6	22	38	26	29	35	10	18	13	27	9	19	0	0	0
V53	8	25	156	39	0	13	4	0	60	0	7	5	22	0	21	0
V54	3	20	12	41	1	77	8	1	0	0	2	10	24	48	0	0
V55	20	42	18	18	109	20	3	107	7	84	0	5	16	0	10	5
V56	242	33	0	27	228	188	73	1	5	97	153	55	1	0	0	0
V57	35	1	23	0	46	127	86	6	2	25	90	0	0	23	20	0
V58	0	0	12	12	26	12	9	34	0	35	0	3	34	2	16	0
V59	46	116	9	17	1	2	5	1	0	2	2	2	6	15	13	0
V60	149	71	15	45	72	0	0	4	16	0	0	12	15	9	0	4
V61	61	18	1	82	36	0	0	35	0	19	1	8	20	4	8	0
V62	49	9	0	20	60	11	50	37	1	24	23	0	0	0	0	0
V63	94	27	0	42	0	0	1	0	7	0	0	15	2	6	5	4
V64	52	89	85	21	2	15	9	4	47	0	0	51	3	21	28	7
V65	26	222	32	0	88	5	10	26	7	3	12	0	0	1	42	0
V66	2	166	0	41	0	79	0	1	39	0	67	35	98	0	0	0
V67	23	2	10	1	0	9	1	0	0	2	0	0	0	4	0	5
V68	3	115	0	0	0	3	3	0	4	0	4	0	0	0	1	0
V69	2	6	15	1	2	9	4	9	0	5	0	7	0	0	0	0
V70	34	2	29	0	0	34	47	0	0	0	46	0	0	14	0	0
V71	0	0	94	125	0	0	0	0	14	0	0	3	4	11	9	0
V72	6	9	0	49	18	3	2	9	10	7	0	14	24	3	6	0
V73	18	0	41	1	4	15	33	7	7	0	11	3	0	10	0	0
V74	21	28	181	18	18	2	0	20	14	8	3	9	17	0	0	17
V75	0	38	8	8	1	3	6	0	6	4	4	0	8	12	0	0
V76	133	62	14	2	0	283	206	0	6	0	59	0	0	0	0	0
V77	61	0	15	19	0	6	0	0	11	0	5	0	1	6	10	0
V78	40	8	77	58	9	0	0	4	45	11	0	46	44	0	0	11
V79	2	18	442	100	28	0	0	11	29	12	0	1	9	12	14	6
V80	24	15	14	5	0	18	18	0	4	0	49	0	0	0	0	0
V81	0	104	0	25	48	2	0	38	19	7	4	3	19	0	0	0
V82	63	102	0	0	2	1	0	0	0	0	0	0	0	2	3	5
V83	32	6	28	0	0	18	3	0	0	0	0	0	4	2	6	0
V84	17	9	53	9	9	3	0	25	24	0	0	8	0	0	2	0
V85	0	0	29	1	9	26	3	11	1	2	15	0	0	5	0	4
V86	328	55	49	3	0	5	2	1	0	1	0	0	0	0	16	2
V87	48	83	2	52	0	0	0	1	22	0	0	1	36	19	0	4
V88	36	21	43	36	133	2	0	60	11	110	8	15	11	3	17	0
V89	10	57	1	115	56	12	0	1	82	29	13	30	27	0	0	0
V90	0	23	0	29	1	13	27	2	10	0	17	31	23	2	0	17
V91	34	53	13	18	0	4	5	2	7	3	0	16	4	15	19	5
V92	2	5	17	5	75	8	11	27	11	47	1	10	3	0	2	0
V93	80	0	68	0	0	1	1	12	0	0	6	0	3	18	0	0
V94	44	15	1	2	0	1	2	2	0	4	4	0	0	0	0	7
V95	9	10	35	0	0	8	12	0	2	0	28	0	9	4	13	0
V96	30	44	21	30	3	14	8	0	13	0	11	31	0	6	20	0
V97	0	31	1	3	14	9	0	1	0	3	0	5	0	0	13	13
V98	20	4	6	6	145	0	1	29	7	17	0	2	7	0	2	11
V99	128	5	41	0	1	0	0	1	1	0	0	5	0	9	1	0
V100	66	15	0	30	23	0	0	38	6	0	2	22	0	10	2	5
