Sample Names	MutationType	ID1	ID2	ID8	ID9	ID83A	ID83E
V1	1:Del:C:0	0.007145382286485886	0.0	0.0	0.0	0.018902319391230115	0.973952298322284
V1	1:Del:C:1	0.5406215582023709	0.0	0.0	0.0	0.4593680561294789	1.038566815033662e-05
V1	1:Del:C:2	2.2695166646776826e-14	0.0	0.0	0.0	0.9999999999999772	0.0
V1	1:Del:C:3	0.5664009477922229	0.0	0.0	0.0	0.021321417020081737	0.4122776351876952
V1	1:Del:C:4	0.5493855706159366	0.0	0.0	0.0	0.45061442938406326	0.0
V1	1:Del:C:5	0.6669058509278301	0.0	0.0	0.0	0.33309414907217005	1.3195037475914325e-35
V1	1:Del:T:0	0.20040527892296905	0.0	0.0	0.0	0.24139976487971565	0.5581949561973154
V1	1:Del:T:1	9.929950819747846e-16	0.0	0.0	0.0	0.3573653754767539	0.6426346245232452
V1	1:Del:T:2	0.003991957993182577	0.0	0.0	0.0	0.9960080420068174	0.0
V1	1:Del:T:3	0.3484675348997267	0.0	0.0	0.0	0.5894961673661828	0.06203629773409046
V1	1:Del:T:4	0.590983535874966	0.0	0.0	0.0	0.40901646412503395	1.719966410697262e-42
V1	1:Del:T:5	8.288056578227679e-15	0.0	0.0	0.0	0.999199939926777	0.000800060073214668
V1	1:Ins:C:0	1.4176690781059418e-14	0.0	0.0	0.0	0.0005205410518534496	0.9994794589481324
V1	1:Ins:C:1	3.5073936513285007e-15	0.0	0.0	0.0	0.23109601789403222	0.7689039821059641
V1	1:Ins:C:2	7.31420690704878e-11	0.0	0.0	0.0	0.21135910998287152	0.7886408899439864
V1	1:Ins:C:3	0.7708072786382523	0.0	0.0	0.0	0.09754208130662088	0.13165064005512686
V1	1:Ins:C:4	0.020521185202198138	0.0	0.0	0.0	0.01344768384935916	0.9660311309484427
V1	1:Ins:C:5	0.9227103840054239	0.0	0.0	0.0	0.07728961599457605	0.0
V1	1:Ins:T:0	0.006990005243056497	0.0	0.0	0.0	0.002179586641100397	0.9908304081158431
V1	1:Ins:T:1	0.0008708557338028063	0.0	0.0	0.0	0.7021243482788266	0.29700479598737056
V1	1:Ins:T:2	0.1401942617971818	0.0	0.0	0.0	0.5437217507380275	0.31608398746479055
V1	1:Ins:T:3	0.33192558001097416	0.0	0.0	0.0	0.05788189921623391	0.610192520772792
V1	1:Ins:T:4	0.9868114596650733	0.0	0.0	0.0	0.013188540334926615	0.0
V1	1:Ins:T:5	0.9748953743156287	0.0	0.0	0.0	6.869311412485254e-32	0.02510462568437141
V1	2:Del:R:0	0.2429028100518122	0.0	0.0	0.0	0.6438416247436416	0.11325556520454622
V1	2:Del:R:1	0.7754308962804053	0.0	0.0	0.0	0.08340538886500912	0.14116371485458565
V1	2:Del:R:2	0.2316809936581412	0.0	0.0	0.0	0.30193822892600475	0.4663807774158541
V1	2:Del:R:3	0.0018206703070518012	0.0	0.0	0.0	0.002544903551550316	0.9956344261413979
V1	2:Del:R:4	0.00017616876325277008	0.0	0.0	0.0	0.9362599592218259	0.06356387201492127
V1	2:Del:R:5	5.0379094343183935e-11	0.0	0.0	0.0	0.36662804999004056	0.6333719499595803
V1	3:Del:R:0	0.40561103278644584	0.0	0.0	0.0	0.5943889672135543	0.0
V1	3:Del:R:1	0.8809706981821253	0.0	0.0	0.0	0.01560923319340573	0.1034200686244691
V1	3:Del:R:2	0.26722769903841703	0.0	0.0	0.0	0.0	0.732772300961583
V1	3:Del:R:3	0.9999813219789834	0.0	0.0	0.0	0.0	1.867802101658595e-05
V1	3:Del:R:4	3.5413940828454844e-18	0.0	0.0	0.0	1.8504921034660395e-07	0.9999998149507896
V1	3:Del:R:5	4.409613998811922e-12	0.0	0.0	0.0	0.2783485140746497	0.7216514859209406
V1	4:Del:R:0	0.09164924144005994	0.0	0.0	0.0	0.07556187457210611	0.832788883987834
V1	4:Del:R:1	0.8076207644032899	0.0	0.0	0.0	0.15462357605886395	0.03775565953784629
V1	4:Del:R:2	0.014115935319247526	0.0	0.0	0.0	0.16715958354564395	0.8187244811351085
V1	4:Del:R:3	4.409613998811922e-12	0.0	0.0	0.0	0.2783485140746497	0.7216514859209406
V1	4:Del:R:4	4.409613998811922e-12	0.0	0.0	0.0	0.2783485140746497	0.7216514859209406
V1	4:Del:R:5	0.9746840950917288	0.0	0.0	0.0	0.007046644513703463	0.018269260394567628
V1	5:Del:R:0	0.0007176089641568481	0.0	0.0	0.0	3.3164981236437355e-07	0.9992820593860309
V1	5:Del:R:1	0.0007503222554214783	0.0	0.0	0.0	0.0010589421119663169	0.9981907356326122
V1	5:Del:R:2	0.49990658926455905	0.0	0.0	0.0	0.49978852612278696	0.0003048846126540311
V1	5:Del:R:3	0.9618010976688425	0.0	0.0	0.0	0.010632607703207229	0.0275662946279502
V1	5:Del:R:4	0.8055674616189228	0.0	0.0	0.0	0.054120008146373834	0.14031253023470353
V1	5:Del:R:5	0.04813229421832233	0.0	0.0	0.0	0.0002211105987625566	0.9516465951829151
V1	2:Ins:R:0	0.38146171270915397	0.0	0.0	0.0	0.5550744655914575	0.06346382169938851
V1	2:Ins:R:1	0.02411240803003144	0.0	0.0	0.0	0.7320546932125347	0.24383289875743377
V1	2:Ins:R:2	0.2197405441296444	0.0	0.0	0.0	0.0	0.7802594558703556
V1	2:Ins:R:3	0.9999937988690273	0.0	0.0	0.0	6.201130972691446e-06	0.0
V1	2:Ins:R:4	0.9709108383425777	0.0	0.0	0.0	0.02908916165742225	0.0
V1	2:Ins:R:5	0.9349141963465677	0.0	0.0	0.0	0.011111650072623075	0.05397415358080924
V1	3:Ins:R:0	0.7312279730483522	0.0	0.0	0.0	0.01156966424261561	0.2572023627090322
V1	3:Ins:R:1	0.0039452648128427475	0.0	0.0	0.0	0.0	0.9960547351871573
V1	3:Ins:R:2	0.26327538368485853	0.0	0.0	0.0	0.7362812195872829	0.00044339672785864497
V1	3:Ins:R:3	0.004517513397428878	0.0	0.0	0.0	0.995431942353789	5.05442487823529e-05
