Samples	ID83A	ID83B
V1	46	33
V2	335	0
V3	91	50
V4	38	83
V5	329	38
V6	438	0
V7	64	93
V8	0	77
V9	190	50
V10	0	322
V11	254	8
V12	0	372
V13	189	59
V14	178	102
V15	112	227
V16	278	24
V17	309	14
V18	134	174
V19	184	26
V20	382	12
V21	646	111
V22	116	5
V23	134	141
V24	326	0
V25	27	135
V26	135	7
V27	247	121
V28	275	0
V29	61	137
V30	141	310
V31	93	150
V32	618	185
V33	139	3
V34	0	563
V35	0	307
V36	191	0
V37	103	200
V38	131	65
V39	209	75
V40	169	4
V41	45	56
V42	219	82
V43	0	61
V44	60	0
V45	80	7
V46	16	182
V47	103	37
V48	58	210
V49	115	17
V50	49	5
V51	0	369
V52	79	25
V53	128	45
V54	161	114
V55	139	25
V56	243	0
V57	32	10
V58	366	8
V59	126	6
V60	124	38
V61	18	41
V62	421	0
V63	0	319
V64	173	83
V65	138	43
V66	220	29
V67	12	10
V68	203	167
V69	156	57
V70	46	34
V71	39	2
V72	234	21
V73	186	1
V74	138	7
V75	60	87
V76	226	95
V77	40	112
V78	175	98
V79	427	51
V80	165	40
V81	89	1
V82	10	134
V83	12	271
V84	0	81
V85	230	3
V86	210	0
V87	112	28
V88	94	15
V89	144	11
V90	135	12
V91	35	336
V92	528	0
V93	104	0
V94	67	120
V95	69	22
V96	155	31
V97	531	0
V98	26	28
V99	175	27
V100	342	33
