De novo extracted, Global NMF Signatures, L1 Error %, L2 Error %, KL Divergence, Cosine Similarity, Correlation
Signature 83-A, Signature ID1 (100.00%), 4.96,  1.15, 0.060, 1.00, 1.00
Signature 83-B, Signature 83-B, 0, 0, 0, 1, 1
Signature 83-C, Signature ID2 (100.00%), 11.50,  2.62, 0.091, 1.00, 1.00
Signature 83-D, Signature 83-D, 0, 0, 0, 1, 1
Signature 83-E, Signature ID9 (100.00%), 19.03,  13.64, 0.177, 0.99, 0.99
Signature 83-F, Signature ID8 (100.00%), 21.54,  12.88, 0.109, 0.99, 0.99
