MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	4.28E-04	3.44E-03	1.75E-02	4.04E-04	3.54E-03	2.46E-03	3.05E-02	7.81E-03	2.94E-02	3.01E-02
1:Del:C:1	3.92E-05	2.36E-04	1.30E-02	9.83E-05	3.76E-03	0.00E+00	2.31E-02	6.32E-04	4.62E-03	1.08E-03
1:Del:C:2	1.91E-08	8.83E-09	4.02E-04	7.35E-08	2.48E-04	6.64E-05	2.84E-04	0.00E+00	2.28E-04	3.61E-03
1:Del:C:3	1.51E-04	3.88E-04	2.63E-03	1.22E-04	5.32E-04	7.53E-04	2.58E-03	6.16E-03	2.04E-03	6.21E-04
1:Del:C:4	6.21E-05	6.26E-04	3.50E-03	0.00E+00	8.64E-05	9.80E-04	4.22E-03	2.38E-04	5.87E-04	1.88E-03
1:Del:C:5	4.22E-07	5.13E-04	1.13E-03	1.77E-04	1.33E-08	1.28E-03	1.38E-03	7.54E-04	1.63E-03	3.79E-03
1:Del:T:0	3.61E-04	5.37E-04	1.36E-02	1.05E-03	3.66E-03	1.91E-03	1.81E-02	3.43E-03	5.06E-03	1.38E-02
1:Del:T:1	9.16E-05	3.73E-04	3.14E-03	0.00E+00	1.18E-03	6.28E-04	7.92E-03	5.41E-03	3.35E-03	7.04E-03
1:Del:T:2	1.45E-04	3.04E-35	3.93E-03	0.00E+00	1.94E-03	2.20E-03	1.05E-02	3.61E-03	6.82E-03	1.82E-02
1:Del:T:3	7.55E-04	9.16E-04	2.98E-03	3.25E-04	6.42E-04	2.78E-03	1.31E-02	2.10E-03	1.12E-02	8.17E-03
1:Del:T:4	5.57E-04	5.18E-04	5.11E-03	6.48E-08	0.00E+00	4.92E-03	1.11E-02	1.99E-03	2.09E-02	2.50E-02
1:Del:T:5	1.43E-07	1.40E-03	3.84E-08	5.05E-07	5.59E-07	2.27E-02	1.86E-02	2.55E-06	7.78E-03	1.08E-01
1:Ins:C:0	5.22E-06	1.35E-04	1.10E-07	1.89E-04	4.73E-04	1.02E-04	1.21E-03	1.13E-03	1.66E-08	8.61E-04
1:Ins:C:1	2.95E-06	8.94E-05	1.05E-08	7.72E-09	2.89E-04	1.03E-04	4.73E-04	2.27E-04	5.46E-04	1.07E-04
1:Ins:C:2	8.14E-09	6.46E-05	2.92E-04	6.54E-05	4.10E-04	1.30E-04	1.64E-04	4.11E-09	5.67E-04	1.95E-03
1:Ins:C:3	1.76E-08	1.23E-04	3.75E-09	9.52E-05	2.38E-05	1.35E-07	3.62E-04	3.89E-04	2.33E-03	1.31E-04
1:Ins:C:4	9.87E-08	5.27E-04	1.31E-04	5.51E-06	3.27E-05	1.74E-04	6.42E-06	2.09E-03	1.08E-03	1.34E-03
1:Ins:C:5	1.80E-04	3.12E-03	2.74E-04	3.56E-04	3.48E-04	1.50E-03	2.74E-03	1.37E-02	9.14E-04	1.57E-03
1:Ins:T:0	0.00E+00	1.07E-03	4.05E-03	0.00E+00	8.61E-04	2.57E-04	1.66E-03	3.82E-03	3.90E-03	5.14E-04
1:Ins:T:1	1.87E-05	2.42E-05	1.24E-03	0.00E+00	7.72E-04	3.27E-04	2.89E-03	2.96E-04	3.22E-03	1.06E-03
1:Ins:T:2	2.89E-06	1.46E-08	2.48E-03	3.73E-08	5.65E-04	4.80E-05	3.56E-03	1.18E-05	2.97E-03	1.41E-03
1:Ins:T:3	1.08E-04	1.17E-03	8.05E-05	7.37E-05	1.04E-04	6.03E-04	2.52E-04	7.06E-03	5.73E-04	1.01E-03
1:Ins:T:4	1.26E-08	2.49E-03	2.12E-04	1.73E-04	3.02E-04	2.46E-04	1.01E-03	1.55E-02	4.02E-03	2.62E-02
1:Ins:T:5	3.62E-08	1.01E-02	1.01E-03	5.33E-08	2.34E-46	2.42E-08	1.57E-02	7.12E-02	8.17E-02	3.46E-02
2:Del:R:0	4.64E-05	1.20E-04	1.06E-02	4.69E-09	1.37E-03	1.32E-03	5.36E-03	4.83E-03	3.27E-03	4.73E-03
2:Del:R:1	2.08E-04	7.39E-04	2.24E-03	1.34E-04	1.09E-03	5.53E-04	5.13E-03	5.57E-04	3.35E-03	2.06E-03
2:Del:R:2	6.94E-05	1.32E-04	2.57E-04	1.39E-04	4.73E-06	3.67E-04	1.18E-03	3.54E-04	3.62E-03	2.02E-03
2:Del:R:3	8.63E-05	1.75E-04	1.79E-08	1.55E-08	8.44E-05	1.68E-04	0.00E+00	9.72E-04	6.15E-04	1.74E-04
2:Del:R:4	2.33E-08	2.12E-08	2.58E-08	3.27E-08	3.94E-08	9.10E-05	3.14E-06	9.51E-08	1.20E-07	3.98E-05
2:Del:R:5	1.40E-02	1.06E-07	1.20E-08	2.89E-04	2.24E-04	1.60E-07	1.47E-04	9.65E-04	4.10E-02	5.67E-03
3:Del:R:0	5.80E-05	0.00E+00	1.65E-03	0.00E+00	1.32E-03	6.55E-04	3.55E-03	0.00E+00	1.91E-03	9.82E-04
3:Del:R:1	0.00E+00	9.35E-04	1.93E-03	1.23E-04	2.44E-04	8.14E-04	1.59E-03	1.07E-02	2.57E-03	2.67E-03
3:Del:R:2	9.16E-05	3.14E-09	5.53E-04	1.09E-04	4.01E-04	2.82E-04	6.75E-04	3.16E-05	2.60E-04	7.67E-04
3:Del:R:3	6.52E-09	1.38E-04	3.09E-05	5.71E-05	2.22E-08	1.00E-04	1.34E-04	1.20E-03	4.14E-04	1.00E-07
3:Del:R:4	2.42E-08	1.60E-08	2.35E-08	5.82E-09	2.05E-08	2.14E-08	6.80E-08	8.09E-08	9.81E-08	1.45E-07
3:Del:R:5	4.25E-08	3.26E-08	4.15E-08	3.15E-08	4.24E-08	4.33E-08	3.07E-05	2.40E-05	6.44E-05	1.40E-04
4:Del:R:0	0.00E+00	8.07E-05	1.77E-03	0.00E+00	5.45E-04	2.29E-04	8.44E-04	4.76E-04	3.80E-03	5.60E-04
4:Del:R:1	2.01E-04	2.02E-04	7.88E-04	3.88E-05	8.04E-05	7.54E-04	8.16E-04	3.90E-04	5.76E-04	2.91E-03
4:Del:R:2	1.02E-07	2.10E-05	2.58E-03	2.82E-03	5.25E-08	5.74E-04	2.57E-03	0.00E+00	6.13E-03	8.48E-04
4:Del:R:3	2.42E-08	1.60E-08	2.35E-08	5.82E-09	2.05E-08	2.14E-08	6.80E-08	8.09E-08	9.81E-08	1.45E-07
4:Del:R:4	3.47E-08	3.30E-05	3.64E-08	1.80E-07	2.14E-05	4.54E-08	1.07E-07	2.74E-04	8.89E-05	1.17E-07
4:Del:R:5	1.38E-02	4.98E-08	4.59E-07	1.25E-07	4.92E-08	1.37E-07	2.23E-07	3.91E-07	9.15E-02	1.34E-02
5:Del:R:0	1.34E-07	1.01E-07	4.72E-03	5.74E-04	5.29E-03	5.04E-03	1.33E-02	3.18E-03	2.87E-02	3.00E-03
5:Del:R:1	0.00E+00	2.46E-05	5.37E-05	3.75E-05	2.25E-04	4.71E-04	1.14E-04	3.42E-04	6.15E-04	2.53E-03
5:Del:R:2	1.70E-06	2.12E-04	1.52E-04	7.12E-05	1.87E-04	2.29E-04	3.54E-04	5.81E-04	4.72E-04	8.57E-04
5:Del:R:3	2.44E-03	7.25E-07	2.02E-08	5.61E-08	2.26E-08	1.73E-04	2.22E-08	3.54E-04	3.87E-03	1.47E-03
5:Del:R:4	2.39E-08	1.97E-08	1.24E-04	5.15E-08	3.33E-05	5.58E-05	1.41E-04	7.69E-05	2.55E-04	6.04E-05
5:Del:R:5	3.80E-05	1.84E-05	9.21E-08	3.57E-08	4.00E-08	4.45E-08	2.15E-04	6.67E-05	3.15E-04	7.58E-08
2:Ins:R:0	1.46E-04	0.00E+00	8.40E-05	4.32E-05	4.03E-04	2.22E-04	1.56E-03	9.08E-04	3.02E-04	2.06E-03
2:Ins:R:1	1.01E-05	3.11E-08	4.09E-04	0.00E+00	4.07E-04	2.44E-05	1.90E-03	1.57E-04	2.39E-03	3.71E-04
2:Ins:R:2	9.81E-05	2.06E-04	1.38E-04	1.31E-08	0.00E+00	1.73E-04	1.99E-04	1.98E-03	2.41E-04	3.22E-04
2:Ins:R:3	7.00E-05	1.32E-04	8.09E-08	8.54E-05	3.37E-05	0.00E+00	2.34E-04	1.27E-04	1.47E-04	4.52E-08
2:Ins:R:4	2.52E-08	1.21E-03	2.32E-06	6.26E-03	2.16E-07	1.92E-07	5.28E-02	1.23E-02	1.34E-02	6.39E-02
2:Ins:R:5	9.65E-09	3.16E-03	4.47E-04	2.27E-08	8.06E-05	1.28E-03	4.98E-03	2.15E-02	7.70E-03	4.53E-03
3:Ins:R:0	4.18E-05	1.48E-08	1.47E-04	5.26E-08	1.20E-04	2.76E-08	2.04E-04	4.41E-08	7.74E-04	2.46E-04
3:Ins:R:1	6.36E-09	1.80E-04	5.83E-04	8.60E-05	1.35E-04	3.82E-07	1.52E-04	4.52E-04	1.92E-03	1.36E-03
3:Ins:R:2	2.19E-08	1.46E-08	4.91E-04	4.94E-07	5.11E-05	1.71E-04	8.98E-05	5.53E-08	1.07E-07	1.95E-04
3:Ins:R:3	2.70E-07	1.02E-07	6.33E-05	6.15E-08	1.87E-08	2.50E-08	2.07E-04	1.89E-04	7.29E-08	1.79E-04
3:Ins:R:4	3.38E-05	2.54E-05	2.11E-08	3.29E-08	6.13E-05	7.64E-05	5.51E-08	1.29E-04	4.44E-05	2.87E-04
3:Ins:R:5	1.24E-04	1.74E-04	9.30E-09	2.96E-04	7.27E-05	4.09E-04	3.74E-04	2.58E-04	3.29E-03	1.04E-03
4:Ins:R:0	3.01E-05	1.76E-08	4.18E-08	2.09E-07	7.60E-05	1.50E-08	1.24E-04	4.53E-08	4.26E-04	4.69E-08
4:Ins:R:1	8.45E-04	3.73E-04	3.33E-04	2.19E-03	0.00E+00	7.74E-05	1.48E-04	3.15E-03	3.67E-03	1.16E-02
4:Ins:R:2	6.05E-05	2.04E-05	2.12E-08	2.77E-08	1.60E-08	2.03E-05	5.02E-08	1.19E-04	1.01E-04	9.59E-05
4:Ins:R:3	3.39E-03	7.66E-05	6.12E-08	4.37E-08	9.91E-08	9.75E-07	9.66E-05	4.74E-04	6.94E-03	7.50E-04
4:Ins:R:4	1.36E-04	2.34E-08	1.65E-03	2.77E-03	1.78E-07	1.30E-04	4.63E-03	3.53E-03	5.66E-03	1.56E-02
4:Ins:R:5	6.35E-09	6.41E-04	4.61E-09	4.98E-08	2.42E-04	3.03E-04	8.41E-04	7.79E-04	3.32E-04	4.46E-04
5:Ins:R:0	1.71E-08	2.11E-08	1.11E-08	2.20E-07	7.39E-05	2.01E-08	2.51E-04	6.68E-08	1.92E-04	2.67E-04
5:Ins:R:1	1.62E-04	1.45E-04	1.70E-03	2.58E-04	8.65E-04	1.76E-04	3.06E-03	3.37E-05	1.11E-03	1.30E-03
5:Ins:R:2	3.03E-08	3.05E-05	3.39E-08	5.12E-08	6.51E-08	4.63E-08	6.64E-08	3.93E-05	4.49E-08	1.13E-07
5:Ins:R:3	9.99E-09	8.81E-05	1.76E-05	2.15E-08	1.36E-04	1.23E-08	1.26E-04	1.62E-04	7.63E-09	9.00E-05
5:Ins:R:4	1.46E-05	1.51E-05	2.95E-05	1.74E-08	8.33E-05	1.76E-08	5.53E-08	4.10E-04	2.12E-04	6.76E-04
5:Ins:R:5	2.39E-08	1.68E-07	1.05E-07	3.28E-08	3.31E-08	1.14E-07	4.75E-04	3.09E-07	4.00E-04	9.59E-08
2:Del:M:1	2.65E-05	1.96E-04	5.34E-04	0.00E+00	8.39E-04	3.94E-04	4.08E-03	1.67E-03	1.32E-03	6.32E-04
3:Del:M:1	2.10E-04	4.74E-09	3.06E-03	2.33E-08	1.62E-03	1.67E-07	7.28E-03	4.00E-07	1.08E-02	7.39E-04
3:Del:M:2	3.31E-05	1.16E-03	5.51E-04	1.35E-04	7.93E-04	6.47E-04	2.95E-03	1.16E-03	7.54E-04	8.76E-03
4:Del:M:1	0.00E+00	3.06E-08	7.00E-04	2.51E-04	4.86E-04	1.17E-04	2.55E-03	7.01E-08	3.54E-03	9.63E-04
4:Del:M:2	5.90E-05	2.01E-04	7.67E-04	6.35E-05	3.57E-04	0.00E+00	6.03E-04	1.09E-03	3.70E-03	1.56E-03
4:Del:M:3	0.00E+00	9.40E-05	6.74E-04	3.14E-04	1.84E-04	3.64E-04	2.64E-03	5.33E-04	0.00E+00	2.10E-03
5:Del:M:1	2.26E-08	1.32E-07	3.93E-07	1.23E-03	7.58E-03	3.61E-03	6.35E-03	3.60E-03	2.41E-02	2.19E-06
5:Del:M:2	3.33E-07	1.45E-07	5.17E-08	3.62E-07	3.71E-03	1.93E-03	7.23E-03	1.00E-07	1.06E-02	2.36E-07
5:Del:M:3	1.68E-08	4.10E-04	7.89E-04	5.32E-05	1.75E-03	4.55E-04	4.44E-03	2.93E-03	3.07E-03	6.76E-03
