MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	1.54E-03	0.00E+00	3.18E-02	5.68E-03	8.00E-04	2.95E-03	3.61E-03	8.17E-03	7.51E-03
1:Del:C:1	1.04E-04	2.42E-04	6.10E-03	1.98E-03	1.15E-03	1.47E-03	3.93E-03	7.57E-03	2.15E-02
1:Del:C:2	1.20E-04	8.84E-05	4.30E-04	6.06E-04	3.93E-04	3.63E-04	2.77E-04	5.05E-04	2.32E-03
1:Del:C:3	1.99E-04	3.93E-04	7.59E-04	1.44E-03	9.84E-04	3.18E-04	1.95E-03	1.84E-03	2.61E-03
1:Del:C:4	4.11E-04	4.88E-04	1.39E-03	7.31E-04	6.24E-04	1.05E-03	3.26E-03	3.98E-03	6.47E-03
1:Del:C:5	2.09E-03	3.37E-04	3.92E-04	1.40E-46	1.87E-46	6.21E-04	5.44E-03	2.24E-03	1.95E-03
1:Del:T:0	3.09E-03	6.45E-04	1.47E-02	1.69E-03	5.58E-04	1.58E-04	1.44E-03	1.18E-02	5.52E-02
1:Del:T:1	7.77E-08	0.00E+00	3.72E-03	1.72E-03	4.07E-07	0.00E+00	3.00E-04	1.87E-03	7.04E-03
1:Del:T:2	8.47E-04	6.83E-05	3.74E-03	1.92E-03	8.63E-04	0.00E+00	7.11E-03	7.60E-03	1.70E-02
1:Del:T:3	2.39E-03	1.53E-03	1.12E-02	5.36E-03	2.51E-04	2.23E-03	7.96E-03	1.85E-02	2.70E-02
1:Del:T:4	7.27E-03	3.72E-04	9.31E-03	0.00E+00	1.25E-04	7.90E-03	2.67E-02	6.59E-02	6.88E-03
1:Del:T:5	1.61E-02	9.41E-08	2.68E-03	1.02E-03	1.55E-02	5.57E-04	2.07E-02	9.42E-02	2.39E-02
1:Ins:C:0	3.14E-05	5.89E-08	1.88E-08	4.37E-04	5.77E-05	1.83E-08	2.20E-08	3.55E-04	1.04E-03
1:Ins:C:1	1.43E-08	6.91E-05	2.69E-04	4.51E-04	1.06E-05	4.31E-09	3.10E-04	3.65E-04	6.24E-04
1:Ins:C:2	7.89E-08	2.50E-05	6.74E-05	1.87E-04	2.28E-04	2.36E-04	2.31E-07	2.32E-04	8.59E-05
1:Ins:C:3	1.41E-04	5.81E-05	8.52E-08	6.28E-09	1.66E-04	3.82E-05	5.77E-04	4.46E-04	1.81E-07
1:Ins:C:4	4.79E-04	4.28E-04	0.00E+00	2.57E-04	0.00E+00	5.10E-04	1.15E-03	1.23E-03	8.48E-04
1:Ins:C:5	6.17E-04	1.39E-03	1.92E-08	3.44E-04	7.72E-04	1.03E-03	2.44E-03	1.63E-03	1.80E-03
