NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	46.988	19.272	11.44	12.253	0.099	0.989	40000.0
2	46.217	18.729	11.281	11.811	0.09	0.991	90000.0
3	46.488	19.261	11.015	11.933	0.099	0.99	40000.0
4	47.419	19.289	11.584	12.285	0.098	0.99	50000.0
5	46.18	18.918	11.106	12.032	0.096	0.99	30000.0
6	48.464	19.783	11.502	12.04	0.096	0.99	30000.0
7	48.201	20.186	11.677	12.902	0.098	0.988	40000.0
8	49.873	20.542	12.024	12.946	0.102	0.988	60000.0
9	47.541	19.412	11.048	11.802	0.096	0.99	60000.0
10	43.379	17.331	10.302	10.826	0.093	0.991	30000.0
