NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	65.879	23.798	16.923	14.966	0.14	0.984	50000.0
2	68.351	24.769	17.173	15.112	0.142	0.985	50000.0
3	71.983	26.267	18.338	16.252	0.149	0.982	100000.0
4	68.992	25.136	17.097	15.222	0.144	0.985	50000.0
5	66.603	24.116	16.416	14.392	0.139	0.986	30000.0
6	67.881	24.677	17.419	15.337	0.142	0.984	50000.0
7	70.019	25.685	17.63	15.694	0.141	0.983	50000.0
8	66.821	24.197	16.575	14.49	0.142	0.986	60000.0
9	68.602	25.343	17.001	15.377	0.144	0.984	30000.0
10	65.921	24.02	16.502	14.773	0.143	0.985	50000.0
