Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
V1	0	147	85	19	12	0	0	0	4	24	5	9	0	0	0	19	4	0
V2	107	13	6	10	3	4	17	11	18	0	17	0	7	0	1	1	0	0
V3	13	1	57	11	27	22	5	19	21	20	13	0	11	0	22	23	0	0
V4	577	7	3	0	0	0	197	6	0	0	0	33	0	0	0	11	1	36
V5	191	0	209	11	25	0	98	3	2	24	4	35	14	10	0	11	8	0
V6	13	136	0	0	30	0	6	0	0	1	0	25	7	30	0	0	12	0
V7	1	30	63	2	29	0	1	3	0	34	0	9	5	0	44	0	17	0
V8	0	0	50	73	0	42	3	45	71	2	10	0	0	0	0	1	5	0
V9	24	24	10	20	0	53	7	25	3	14	6	12	7	0	4	1	0	0
V10	57	92	0	0	10	5	24	1	0	15	0	14	13	9	0	0	3	0
V11	35	22	0	4	84	0	2	0	0	30	1	121	8	19	0	0	0	0
V12	0	26	0	51	11	0	0	5	56	0	37	7	8	19	0	12	3	0
V13	203	8	72	0	2	0	35	4	0	2	2	12	0	0	0	12	0	0
V14	31	0	15	25	5	21	3	44	19	1	29	5	6	0	0	5	0	4
V15	0	2	2	1	15	0	0	0	5	8	3	6	0	4	0	5	0	0
V16	103	6	0	11	26	0	8	4	16	7	29	8	0	2	0	0	0	0
V17	6	36	0	38	8	80	6	92	15	8	17	4	9	18	0	12	0	0
V18	0	0	0	0	1	7	1	0	0	2	0	0	27	0	0	5	0	0
V19	23	54	0	38	3	18	3	0	5	0	8	3	6	0	7	0	3	0
V20	3	123	39	102	14	19	3	13	29	0	34	0	15	12	0	1	37	0
V21	0	0	115	49	19	119	2	63	31	0	0	5	0	16	0	0	17	25
V22	115	50	49	5	10	0	31	14	3	68	9	30	6	0	0	15	7	0
V23	36	228	2	125	0	82	16	16	24	0	44	0	15	0	0	0	17	0
V24	4	19	17	5	19	0	1	0	4	34	0	0	0	12	6	13	0	0
V25	9	52	41	79	74	33	3	5	42	39	31	9	31	0	0	0	0	0
V26	12	32	22	3	34	42	9	5	8	5	16	12	11	0	21	32	10	0
V27	22	3	93	26	0	0	22	0	24	0	33	15	0	0	0	8	0	0
V28	56	41	0	17	0	0	4	0	1	0	7	0	0	0	6	0	0	0
V29	0	104	3	29	115	115	4	16	25	49	14	15	24	0	0	43	9	41
V30	10	27	12	71	26	22	4	5	240	0	49	0	53	0	6	15	2	0
V31	60	6	12	20	1	0	13	0	4	0	0	0	0	2	0	1	2	0
V32	4	118	0	2	40	0	2	0	0	16	1	7	1	0	0	0	4	0
V33	116	19	22	3	2	40	19	29	12	0	54	15	11	0	0	0	1	0
V34	28	0	108	74	2	2	33	5	45	0	31	0	0	0	20	0	0	0
V35	129	9	34	237	12	83	68	54	27	20	130	3	28	0	8	0	0	0
V36	0	25	0	4	5	0	0	4	1	6	1	2	6	8	0	1	2	0
V37	0	135	231	15	11	39	7	61	0	0	9	13	25	38	35	0	68	0
