Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
V21	0.00E+00	2.23E+00	1.54E+01	9.97E+00	2.18E+00	1.50E+01	6.84E-01	8.81E+00	3.49E+00	2.94E+00	2.00E-01	2.22E+00	4.26E+00	4.62E+01	7.11E+00	1.23E+01	2.34E+00	1.38E+01
V22	2.64E+00	6.32E+00	6.07E+00	1.30E+00	6.49E+00	4.01E-01	2.88E+00	2.53E+00	5.73E-01	7.57E+00	1.43E+00	4.09E+00	1.27E+00	1.66E+00	7.02E+00	4.32E+00	5.17E+00	6.20E+00
V23	4.04E+00	2.28E+01	6.53E-01	1.43E+01	6.70E-01	8.16E+00	1.58E+00	4.81E+00	2.64E+00	6.99E-01	1.63E+01	8.14E-01	3.36E+00	1.21E+00	3.68E+00	1.07E+01	2.37E+01	6.73E+00
V24	8.06E-01	2.54E+00	3.67E+00	8.43E-01	4.77E+00	0.00E+00	3.14E-01	0.00E+00	6.67E-01	5.00E+00	6.00E-01	1.54E+00	0.00E+00	4.84E+00	4.85E+00	2.20E+00	3.31E+00	5.54E-01
V25	1.72E+00	4.79E+00	2.75E+00	9.14E+00	6.86E+00	3.36E+00	5.26E-01	2.62E+00	5.54E+00	5.96E+00	8.51E+00	4.10E+00	4.08E+00	3.39E+00	2.35E+00	2.95E+00	6.90E+00	5.18E+00
V26	1.46E+00	4.75E+00	3.77E+00	1.93E+00	5.03E+00	5.51E+00	9.07E-01	1.76E+00	1.53E+00	1.57E+00	2.00E+00	3.05E+00	2.50E+00	1.74E+00	4.78E+00	8.72E+00	1.27E+00	4.33E+00
V27	2.26E+00	4.52E-01	3.75E+00	5.62E+00	2.24E-01	0.00E+00	1.72E+00	4.82E-01	3.21E+00	0.00E+00	5.92E+00	2.24E+00	0.00E+00	0.00E+00	8.95E-01	1.42E+00	9.45E-01	1.80E+00
V28	5.69E+00	4.21E+00	7.46E-01	2.33E+00	0.00E+00	0.00E+00	9.00E-01	1.53E-01	3.27E-01	5.54E-01	2.33E+00	0.00E+00	0.00E+00	3.42E-01	6.07E+00	0.00E+00	2.21E+00	1.77E+00
V29	1.63E-01	5.41E+00	2.67E-01	3.09E+00	1.08E+01	1.05E+01	4.82E-01	6.04E+00	3.69E+00	7.46E+00	4.62E+00	4.43E+00	7.37E+00	3.30E+00	7.31E-01	1.94E+01	5.56E+00	7.45E+00
V30	1.53E+00	3.26E+00	2.18E+00	1.77E+01	2.57E+00	5.50E+00	5.12E-01	1.65E+00	1.99E+01	1.49E+00	1.45E+01	3.08E+00	5.46E+00	3.57E+00	3.10E+00	8.05E+00	1.90E+00	2.78E+00
V31	1.95E+00	8.79E-01	1.42E+00	2.37E+00	3.35E-01	0.00E+00	1.35E+00	0.00E+00	6.71E-01	2.00E-01	1.88E+00	2.00E-01	0.00E+00	7.00E-01	1.69E+00	7.61E-01	6.37E-01	4.00E-01
V32	6.86E-01	1.21E+01	0.00E+00	6.32E-01	4.97E+00	0.00E+00	2.67E-01	0.00E+00	0.00E+00	4.01E+00	5.58E-01	5.15E+00	0.00E+00	1.10E+00	0.00E+00	7.61E-01	4.48E+00	1.24E+01
V33	4.17E+00	3.44E+00	1.69E+00	3.56E+00	7.27E-01	5.16E+00	3.34E+00	4.30E+00	2.00E+00	8.19E-01	3.92E+00	1.90E+00	4.04E+00	4.10E+00	0.00E+00	2.77E+00	2.04E+00	5.89E+00
V34	1.73E+00	0.00E+00	5.92E+00	5.78E+00	3.59E-01	5.12E-01	2.12E+00	1.98E+00	6.10E+00	6.83E-01	7.84E+00	3.06E-01	0.00E+00	1.79E+00	4.82E+00	5.00E-01	5.60E+00	1.28E+00
V35	3.46E+00	1.54E+00	3.22E+00	3.01E+01	1.90E+00	1.37E+01	4.02E+00	1.75E+01	3.63E+00	2.60E+00	3.08E+01	2.64E+00	4.87E+00	2.49E+00	4.00E+00	1.29E+01	2.30E+00	1.28E+01
V36	0.00E+00	1.10E+00	1.63E-01	9.17E-01	1.13E+00	0.00E+00	0.00E+00	9.17E-01	5.04E-01	7.75E-01	5.97E-01	6.36E-01	2.20E+00	2.42E+00	4.01E-01	1.11E+00	1.46E+00	1.30E+00
V37	0.00E+00	7.10E+00	2.93E+01	2.89E+00	2.56E+00	8.05E+00	1.07E+00	9.93E+00	8.88E-01	4.00E+00	2.91E+00	3.93E+00	4.65E+00	2.45E+01	3.40E+01	5.35E+00	7.65E+00	1.01E+01
V38	3.71E-01	3.00E-01	8.32E+00	1.12E+00	5.04E+00	7.30E-01	0.00E+00	4.00E-01	0.00E+00	5.89E+00	1.16E+00	2.55E+00	1.20E+00	2.28E+00	9.57E+00	1.21E+00	2.13E-01	5.00E-01
V39	4.33E-01	4.70E+00	0.00E+00	3.40E-01	1.55E+00	3.37E+00	0.00E+00	2.41E+00	0.00E+00	9.98E-01	6.71E-01	5.26E-01	3.44E+00	2.10E+00	1.00E-01	4.67E-01	6.16E+00	3.18E+00
V40	9.29E-01	1.74E+00	6.16E+00	0.00E+00	4.15E+00	3.26E+00	3.67E-01	4.00E+00	0.00E+00	3.84E+00	0.00E+00	3.60E+00	4.14E+00	4.00E-01	9.11E+00	1.97E+00	5.96E-01	1.95E+00
V41	1.34E+01	2.45E+00	1.62E+00	3.21E+00	5.78E-01	9.92E-01	2.93E+00	3.42E+00	1.70E+00	3.67E-01	4.71E+00	6.00E-01	1.39E+00	7.00E-01	1.46E+01	1.84E+00	7.12E-01	1.75E+00
V42	8.88E-01	3.22E+00	7.45E-01	0.00E+00	4.86E+00	3.67E-01	7.81E-01	7.90E-01	0.00E+00	4.54E+00	0.00E+00	4.60E+00	7.52E-01	0.00E+00	5.00E-01	4.97E+00	1.03E+00	2.00E+00
V43	1.63E-01	2.22E+00	1.02E+00	4.16E-01	9.20E-01	5.64E+00	3.96E-01	4.89E+00	3.27E-01	1.13E+00	0.00E+00	2.22E+00	1.62E+00	1.72E+00	1.22E+00	4.68E+00	2.67E+00	4.58E+00
V44	1.58E+00	6.59E+00	1.26E+00	3.47E+00	2.89E+00	4.27E+00	1.51E+00	1.21E+00	2.28E+00	2.72E+00	3.30E+00	2.21E+00	1.43E+00	2.36E+00	1.43E+00	2.39E+00	3.62E+00	5.35E+00
V45	7.91E+00	1.24E+00	3.95E+00	2.05E+00	3.58E+00	1.27E+01	1.48E+00	7.20E+00	1.16E+00	2.61E+00	1.30E+00	6.00E-01	4.91E+00	8.43E+00	9.13E+00	1.42E+01	7.61E-01	1.10E+01
V46	1.75E+00	2.18E+00	8.43E-01	2.77E+00	1.04E+00	8.78E+00	1.29E+00	1.01E+01	8.57E-01	0.00E+00	2.33E+00	7.34E-01	6.97E+00	1.99E+00	1.11E+00	1.23E+01	1.50E+00	9.90E+00
V47	3.48E+00	6.18E+00	0.00E+00	0.00E+00	2.92E+00	4.55E+00	3.04E+00	5.26E+00	0.00E+00	2.93E+00	0.00E+00	1.51E+00	6.63E+00	3.47E+00	0.00E+00	4.45E+00	7.91E+00	5.66E+00
V48	5.13E+00	6.75E+00	2.00E-01	5.13E+00	0.00E+00	5.28E+00	2.07E+00	6.73E+00	2.43E+00	5.73E-01	5.11E+00	1.43E+00	4.48E+00	2.27E+00	4.30E+00	5.64E+00	6.20E+00	7.11E+00
V49	2.08E+00	1.26E+01	0.00E+00	1.47E+00	9.09E+00	6.96E-01	8.97E-01	7.18E-01	1.06E+00	1.18E+01	3.14E+00	5.76E+00	1.22E+00	0.00E+00	5.00E-01	6.75E+00	1.22E+01	4.53E+00
V50	6.18E+00	4.11E+00	2.89E+00	2.21E-01	2.74E+00	1.51E+01	1.97E+00	1.08E+01	0.00E+00	6.26E+00	5.62E-01	4.09E+00	5.46E+00	4.03E+00	8.82E+00	1.16E+01	7.25E+00	1.01E+01
V51	0.00E+00	2.70E+00	1.38E+01	1.08E+00	6.32E+00	1.27E+00	2.91E-01	1.39E+00	0.00E+00	1.37E+01	4.58E-01	8.60E+00	2.70E+00	7.99E+00	1.45E+01	4.65E+00	2.87E+00	1.37E+00
V52	2.72E+00	2.64E+00	9.06E+00	4.11E+00	3.03E+00	0.00E+00	1.01E+00	7.77E-01	2.14E+00	5.32E+00	4.72E+00	4.13E+00	0.00E+00	4.63E+00	1.15E+01	3.87E+00	2.96E+00	4.10E+00
V53	9.85E+00	8.54E-01	1.11E+00	2.21E-01	5.12E-01	3.43E+00	2.45E+00	2.00E+00	0.00E+00	7.00E-01	0.00E+00	1.34E+00	1.56E+00	1.81E+00	1.07E+01	2.57E+00	8.03E-01	1.51E+00
V54	1.09E+00	1.72E+00	3.96E-01	2.00E+00	1.30E+00	2.06E+00	2.91E-01	0.00E+00	1.71E+00	1.06E+00	2.40E+00	1.00E-01	9.09E-01	9.00E-01	7.16E-01	1.69E+00	1.45E+00	9.22E-01
V55	1.48E+00	8.09E-01	8.82E+00	3.06E+00	9.98E-01	4.58E-01	1.05E+00	7.67E-01	3.22E+00	5.54E+00	1.98E+00	3.58E+00	5.00E-01	6.40E+00	7.83E+00	4.58E+00	2.50E+00	9.29E-01
V56	2.82E+00	1.94E+00	1.42E+01	3.46E+00	3.38E+00	1.29E+00	2.65E+00	0.00E+00	2.74E+00	7.00E+00	3.70E+00	5.18E+00	0.00E+00	6.63E+00	1.45E+01	3.48E+00	3.10E+00	2.14E+00
V57	1.10E+00	0.00E+00	1.33E+00	5.34E+00	4.16E-01	6.20E+00	8.54E-01	4.30E+00	1.54E+00	3.00E-01	6.55E+00	4.00E-01	1.39E+00	7.37E-01	1.39E+00	4.34E+00	0.00E+00	6.00E+00
V58	1.65E+00	3.78E+00	6.68E+00	2.51E+01	1.51E+00	6.23E-01	1.68E+00	9.60E-01	5.54E+00	2.41E+00	2.71E+01	1.96E+00	6.40E-01	2.50E+00	3.15E+00	1.73E+00	2.09E+00	3.73E+00
V59	9.45E-01	3.20E+00	1.25E+00	2.50E+00	1.62E+00	0.00E+00	3.59E-01	0.00E+00	6.15E-01	2.00E+00	1.56E+00	9.43E-01	0.00E+00	9.45E-01	1.10E+00	1.04E+00	4.19E+00	5.97E-01
V60	4.85E+00	2.23E+00	9.24E+00	2.70E+00	1.53E+01	5.73E-01	1.18E+00	1.21E+00	1.35E+00	1.50E+01	2.84E+00	6.06E+00	0.00E+00	6.72E+00	1.42E+01	6.58E+00	3.10E+00	1.39E+00
V61	7.34E-01	4.02E+00	6.38E+00	1.41E+01	2.34E+00	5.59E-01	0.00E+00	0.00E+00	2.99E+00	2.49E+00	1.60E+01	5.06E+00	0.00E+00	4.79E+00	6.82E+00	3.81E+00	3.95E+00	4.42E+00
V62	2.67E-01	8.14E-01	2.50E+00	2.00E+00	7.78E-01	0.00E+00	5.42E-01	9.43E-01	1.13E+00	8.00E-01	1.97E+00	1.50E+00	8.00E-01	1.42E+00	2.50E+00	1.30E+00	6.90E-01	6.11E-01
V63	5.03E+00	5.21E-01	3.00E+00	1.60E+01	1.06E+01	1.56E+00	4.36E+00	1.43E+00	1.56E+01	9.14E+00	1.76E+01	2.96E+00	1.16E+00	3.22E+00	6.59E+00	2.37E+00	1.68E+01	2.97E+00
V64	5.67E-01	1.77E+00	6.01E+00	5.12E-01	4.11E+00	8.67E+00	6.40E-01	8.68E+00	0.00E+00	5.38E+00	0.00E+00	2.56E+00	2.97E+00	3.31E+00	6.98E+00	2.92E+00	2.21E+00	7.00E+00
V65	5.92E+00	1.56E+00	8.21E+00	4.19E+00	5.95E+00	6.20E+00	3.50E+00	1.03E+01	2.07E+00	5.99E+00	4.46E+00	4.80E+00	8.04E+00	1.48E+01	1.36E+01	9.39E+00	1.47E+00	4.81E+00
V66	0.00E+00	1.20E+01	0.00E+00	2.98E-01	0.00E+00	5.67E-01	0.00E+00	7.89E-01	0.00E+00	1.30E+00	1.00E-01	3.59E-01	0.00E+00	9.43E-01	0.00E+00	1.09E+00	8.76E+00	7.54E+00
V67	4.96E-01	1.25E+00	1.00E+00	0.00E+00	9.37E+00	1.42E+01	1.20E+00	1.17E+01	0.00E+00	8.67E+00	0.00E+00	1.38E+01	6.90E+00	1.56E+00	1.00E-01	8.06E+00	2.10E+00	1.60E+01
V68	3.70E+00	3.61E+00	4.07E-01	6.22E+00	0.00E+00	0.00E+00	9.40E-01	3.35E-01	3.14E+00	1.00E-01	6.52E+00	1.00E-01	0.00E+00	5.97E-01	2.59E+00	0.00E+00	3.68E+00	5.00E-01
V69	9.68E-01	2.24E-01	3.25E+01	1.65E+01	3.27E+00	8.61E+00	5.54E-01	9.52E+00	3.24E+00	4.29E+00	1.46E+01	2.39E+00	3.52E+00	1.45E+01	3.51E+01	1.74E+01	4.42E-01	7.05E+00
V70	2.61E+00	1.00E-01	3.68E+00	1.19E+00	1.09E+00	5.12E-01	1.31E+00	0.00E+00	1.10E+00	1.29E+00	1.29E+00	1.53E+00	7.81E-01	4.44E+00	2.84E+00	1.56E+00	4.01E-01	2.00E-01
V71	1.77E+00	3.67E-01	7.78E-01	2.60E+00	5.33E-01	3.74E+00	8.47E-01	4.39E+00	0.00E+00	5.04E-01	2.18E+00	2.67E-01	1.10E+00	1.50E+00	1.50E+00	2.80E+00	8.00E-01	5.65E+00
V72	1.00E+00	3.96E-01	5.43E-01	1.73E+00	4.25E+00	1.20E+00	7.16E-01	2.04E+00	0.00E+00	6.35E+00	3.89E-01	3.51E+00	1.88E+00	7.78E-01	1.02E+00	2.03E+00	5.37E-01	2.66E+00
V73	4.15E+00	4.79E+00	2.17E+00	1.78E+00	9.01E+00	0.00E+00	1.80E+00	2.04E+00	1.55E+00	7.68E+00	2.06E+00	4.46E+00	0.00E+00	4.28E+00	3.61E+00	6.51E+00	5.23E+00	6.21E+00
V74	3.88E+00	7.92E-01	3.29E+00	1.27E+00	5.22E-01	1.05E+00	3.41E+00	1.70E+00	3.07E-01	8.44E-01	1.62E+00	1.10E+00	6.87E-01	3.42E-01	1.78E+00	1.24E+00	4.00E-01	1.13E+00
V75	2.91E+00	3.35E+00	5.04E+00	3.83E+00	5.97E-01	6.16E-01	1.61E+00	2.05E+00	1.17E+00	7.31E-01	3.78E+00	6.11E-01	9.22E-01	1.02E+00	7.63E+00	9.92E-01	9.17E-01	2.94E+00
V76	3.62E+00	1.84E+00	1.37E+00	0.00E+00	1.15E+00	4.13E+00	2.17E+00	3.19E+00	0.00E+00	3.40E-01	0.00E+00	6.00E-01	2.95E+00	9.52E-01	2.65E+00	1.48E+00	1.40E+00	4.06E+00
V77	4.19E+00	0.00E+00	0.00E+00	2.43E+00	5.77E+00	3.04E+00	4.61E+00	4.02E+00	7.72E-01	6.50E+00	2.38E+00	3.58E+00	3.15E+00	1.00E+00	0.00E+00	3.56E+00	2.00E-01	5.07E+00
V78	1.65E+00	7.87E+00	0.00E+00	1.53E+00	0.00E+00	4.38E+00	2.20E+00	6.13E+00	1.11E+00	2.07E+00	1.82E+00	1.17E+00	1.19E+00	2.00E-01	3.00E-01	3.10E+00	5.38E+00	6.28E+00
V79	4.12E+00	4.07E-01	1.19E+00	5.39E+00	5.54E+00	4.75E+00	4.26E+00	6.40E+00	1.28E+00	4.17E+00	6.23E+00	2.11E+00	2.29E+00	3.86E+00	0.00E+00	5.46E+00	4.00E-01	7.21E+00
V80	5.93E-01	5.33E-01	5.52E+00	6.70E+00	8.54E-01	1.18E+00	2.77E-01	4.23E-01	4.02E+00	6.50E-01	8.71E+00	1.33E-01	7.03E-01	1.66E+00	6.34E+00	1.78E+00	3.04E+00	1.12E+00
V81	4.99E-01	9.58E+00	2.15E+00	1.83E+01	4.54E+00	1.56E+00	0.00E+00	1.47E+00	2.36E+00	6.63E+00	1.75E+01	2.38E+00	1.65E+00	5.97E+00	1.90E+00	4.52E+00	1.12E+01	4.52E+00
V82	0.00E+00	1.02E+01	2.00E-01	1.93E+00	1.96E+00	2.44E+00	4.00E-01	5.72E+00	7.92E-01	3.06E+00	1.14E+00	1.33E+00	5.84E+00	7.77E-01	7.33E-01	5.22E+00	1.10E+00	1.12E+01
V83	8.95E-01	9.12E-01	2.21E-01	1.60E+00	5.93E+00	7.42E-01	0.00E+00	1.20E+00	1.59E+00	6.25E+00	1.40E+00	3.28E+00	0.00E+00	4.71E+00	4.00E-01	2.09E+00	2.05E+00	1.81E+00
V84	0.00E+00	0.00E+00	3.85E+00	1.56E+00	2.42E+00	0.00E+00	0.00E+00	0.00E+00	1.69E+00	3.26E+00	2.19E+00	2.46E+00	8.59E-01	1.58E+00	4.75E+00	1.59E+00	5.00E-01	0.00E+00
V85	5.92E+00	1.17E+00	1.95E+00	1.67E-01	3.38E+00	6.63E-01	9.45E+00	3.72E+00	0.00E+00	4.56E+00	0.00E+00	5.09E+00	1.61E+00	2.76E+00	0.00E+00	4.50E+00	1.14E+00	1.12E+00
V86	0.00E+00	6.67E-01	4.07E-01	7.26E+00	0.00E+00	0.00E+00	2.58E-01	0.00E+00	3.74E+00	1.00E-01	6.53E+00	0.00E+00	0.00E+00	0.00E+00	1.00E-01	2.13E-01	4.00E-01	2.13E-01
V87	3.18E+00	4.82E-01	9.13E+00	0.00E+00	3.07E-01	4.58E-01	8.30E-01	5.33E-01	0.00E+00	7.45E-01	0.00E+00	8.03E-01	0.00E+00	2.17E+00	8.82E+00	4.67E-01	1.26E+00	1.32E+00
V88	8.72E-01	2.02E+00	4.00E-01	6.24E+00	1.27E+00	0.00E+00	1.00E+00	1.00E-01	2.05E+00	1.82E+00	5.82E+00	1.24E+00	0.00E+00	6.36E-01	2.67E-01	8.20E-01	2.07E+00	1.74E+00
V89	7.52E-01	1.66E+01	3.08E+00	2.80E+00	1.46E+00	4.11E+00	2.60E-01	1.76E+00	3.93E+00	1.35E+00	5.37E+00	4.00E-01	1.27E+00	6.12E+00	4.00E-01	4.87E+00	1.24E+01	1.09E+01
V90	1.11E+00	2.42E+00	5.53E+00	0.00E+00	1.32E+01	5.04E-01	5.67E-01	6.53E-01	0.00E+00	1.39E+01	0.00E+00	7.91E+00	1.28E+00	6.87E+00	6.85E+00	6.92E+00	2.14E+00	1.63E+00
V91	1.91E+00	8.15E+00	1.42E+00	2.00E+00	5.22E+00	3.82E+00	6.74E-01	2.50E+00	1.58E+00	4.85E+00	2.31E+00	2.15E+00	3.83E+00	8.56E-01	1.82E+00	3.73E+00	7.81E+00	3.77E+00
V92	3.21E+00	5.44E+00	2.57E+00	9.75E-01	9.40E-01	0.00E+00	3.98E+00	2.95E+00	0.00E+00	1.00E-01	1.10E+00	9.43E-01	7.63E-01	1.28E+00	3.43E+00	1.73E+00	3.49E+00	5.55E+00
V93	3.28E+00	1.19E+00	5.12E-01	6.70E+00	2.73E+00	5.90E+00	4.76E-01	5.57E+00	0.00E+00	1.79E+00	6.15E-01	1.02E+00	3.87E+00	1.50E+00	2.60E+00	3.36E+00	1.49E+00	6.16E+00
V94	3.14E+00	1.61E+00	0.00E+00	0.00E+00	3.07E-01	1.73E+00	2.25E+00	1.23E+00	0.00E+00	2.00E-01	0.00E+00	8.70E-01	7.92E-01	1.00E-01	0.00E+00	8.62E-01	8.30E-01	2.72E+00
V95	6.19E-01	7.00E-01	3.42E-01	1.94E+00	1.75E+00	1.09E+01	7.27E-01	1.21E+01	5.39E-01	7.18E-01	1.29E+00	2.19E+00	5.51E+00	7.46E-01	0.00E+00	1.11E+01	4.01E-01	1.22E+01
V96	3.84E+00	1.34E+01	2.89E+00	4.00E-01	2.21E-01	0.00E+00	1.56E+00	0.00E+00	0.00E+00	3.00E-01	3.35E-01	1.62E+00	0.00E+00	3.59E-01	4.95E+00	7.00E-01	1.10E+01	5.75E+00
V97	7.77E-01	6.84E-01	5.28E+00	1.99E+00	1.61E+01	4.20E+00	8.72E-01	2.42E+00	6.00E-01	1.78E+01	2.01E+00	6.54E+00	5.33E+00	3.35E+00	4.82E+00	1.36E+01	1.04E+00	1.59E+00
V98	1.40E+00	6.95E+00	2.62E+00	0.00E+00	2.15E+00	3.40E-01	5.37E-01	3.33E-01	0.00E+00	1.37E+00	0.00E+00	5.33E-01	0.00E+00	8.88E-01	2.27E+00	1.09E+00	6.16E+00	4.82E+00
V99	1.12E+00	7.64E+00	1.36E+01	1.35E+00	3.50E+00	5.27E+00	5.82E-01	2.33E+00	4.58E-01	4.71E+00	1.11E+00	1.27E+00	2.18E+00	4.00E+00	1.65E+01	1.80E+00	5.87E+00	1.03E+01
V100	0.00E+00	2.95E+00	9.90E+00	8.65E+00	6.16E-01	2.38E+00	0.00E+00	2.62E+00	1.58E+00	0.00E+00	9.15E+00	0.00E+00	1.01E+00	3.96E+00	1.23E+01	2.34E+00	1.00E-01	3.51E+00
