NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	49.989	19.498	12.061	12.443	0.095	0.99	80000.0
2	47.419	18.375	11.163	11.814	0.094	0.99	80000.0
3	48.07	18.439	10.866	11.169	0.094	0.992	70000.0
4	51.352	18.962	12.004	12.004	0.09	0.991	70000.0
5	51.252	19.505	12.311	12.499	0.09	0.99	60000.0
6	47.842	18.375	11.051	11.391	0.089	0.991	70000.0
7	50.862	19.953	12.326	12.842	0.094	0.989	50000.0
8	49.921	19.339	11.818	12.514	0.092	0.989	50000.0
9	49.412	18.743	11.539	11.738	0.09	0.991	50000.0
10	48.861	18.604	11.767	12.059	0.089	0.99	60000.0
