NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	54.491	22.234	12.484	14.188	0.122	0.985	60000.0
2	52.621	21.486	12.662	14.24	0.123	0.985	40000.0
3	54.963	22.012	13.237	14.578	0.118	0.984	110000.0
4	54.262	22.016	12.987	14.518	0.123	0.984	30000.0
5	52.856	21.261	12.813	14.179	0.112	0.984	40000.0
6	55.181	22.863	13.398	15.286	0.126	0.981	50000.0
7	56.163	23.076	13.647	15.363	0.126	0.983	50000.0
8	56.154	22.41	13.57	14.931	0.119	0.984	30000.0
9	55.806	22.558	12.829	14.444	0.119	0.985	50000.0
10	56.588	22.86	13.624	15.158	0.128	0.981	40000.0
