NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	52.378	20.444	12.499	12.53	0.116	0.988	50000.0
2	51.371	19.767	11.796	11.748	0.118	0.991	50000.0
3	50.44	20.045	11.269	11.699	0.12	0.99	60000.0
4	53.544	20.697	12.686	12.271	0.115	0.99	40000.0
5	52.863	20.722	12.236	12.276	0.12	0.989	40000.0
6	48.366	18.763	11.03	10.901	0.113	0.991	30000.0
7	50.742	19.755	11.511	11.642	0.117	0.99	60000.0
8	48.647	18.713	11.174	10.919	0.111	0.992	70000.0
9	53.284	20.549	12.404	11.885	0.121	0.99	30000.0
10	51.449	19.897	11.872	11.602	0.12	0.99	50000.0
