Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
V1	247	0	6	42	0	0	9	2	0	0	1	22	6	20	0	18	17	14
V2	81	691	172	3	45	0	20	15	4	13	70	71	8	37	15	0	0	0
V3	53	16	21	0	42	0	0	38	0	0	0	0	5	4	0	0	0	2
V4	102	25	3	31	22	51	3	55	8	5	0	9	14	10	0	0	1	0
V5	17	39	45	1	2	0	6	4	0	0	11	15	0	20	1	0	1	7
V6	19	0	20	85	21	23	80	18	24	7	26	1	45	9	45	0	33	0
V7	3	3	2	36	0	0	34	0	0	0	22	9	0	0	1	0	8	0
V8	2	61	41	13	21	78	28	27	13	0	28	28	16	1	10	0	50	0
V9	8	2	1	123	2	0	0	0	0	0	0	0	2	0	0	1	1	0
V10	14	9	0	20	1	44	34	0	13	0	13	7	13	10	0	0	0	0
V11	91	41	27	7	7	51	0	3	46	34	4	5	1	0	4	0	0	4
V12	85	0	1	0	7	0	1	16	0	0	0	0	0	1	0	0	0	3
V13	2	53	7	7	36	96	6	28	112	89	64	21	0	0	0	0	0	0
V14	63	8	5	40	3	16	146	0	2	0	92	0	61	36	13	0	0	16
V15	82	33	27	2	24	46	4	45	13	25	20	0	0	4	10	0	0	29
V16	181	26	13	21	9	4	1	6	4	0	0	2	0	6	3	3	13	0
V17	1	99	237	0	5	4	8	0	1	3	6	0	14	0	1	0	0	0
V18	44	9	5	4	34	61	8	56	20	0	13	7	6	0	0	7	0	0
V19	48	0	2	68	0	18	1	0	8	3	0	0	12	0	13	20	2	5
V20	258	0	1	1	0	0	0	0	0	0	0	11	16	3	0	27	0	0
V21	84	61	27	84	7	7	9	3	21	21	1	0	0	2	2	4	0	7
V22	32	55	13	27	8	6	30	1	22	0	17	2	8	9	15	6	0	0
V23	715	212	119	4	29	0	0	38	3	0	0	6	42	40	8	11	28	38
V24	24	183	71	2	9	20	36	12	0	5	1	9	10	9	0	0	0	4
V25	0	39	60	149	46	27	10	59	16	8	4	0	1	1	0	18	9	13
V26	12	14	6	12	4	82	8	9	10	57	4	1	0	0	0	7	0	2
V27	127	11	2	3	22	9	12	10	6	0	26	0	13	28	17	27	0	0
V28	122	12	2	22	16	24	0	4	15	27	0	3	14	22	0	15	0	0
V29	56	12	26	4	2	35	82	4	12	0	14	18	27	12	46	5	3	0
V30	5	25	52	7	226	16	18	159	4	0	39	45	0	5	26	0	0	0
V31	12	19	47	222	7	0	1	2	15	25	0	0	0	0	6	7	5	0
V32	93	6	2	0	50	30	4	24	39	28	11	2	0	0	0	2	10	0
V33	36	40	34	57	80	20	12	121	31	25	3	12	0	2	2	17	0	4
V34	0	2	7	41	8	0	0	3	0	0	0	0	0	0	0	6	0	0
V35	3	45	80	231	54	0	57	30	5	0	21	8	21	5	6	0	0	0
V36	5	137	175	80	0	16	61	0	0	1	64	0	67	19	0	0	7	0
V37	72	38	11	0	15	15	5	12	5	0	0	0	5	1	0	0	0	13
V38	223	6	7	173	0	19	4	3	9	10	0	0	0	12	15	16	0	0
V39	63	4	0	9	137	12	12	46	4	0	12	7	5	14	7	0	0	0
V40	0	0	0	7	4	0	1	2	2	0	4	0	1	0	0	2	0	0
V41	20	2	8	20	9	1	2	3	0	1	5	0	9	16	0	0	3	0
V42	0	33	14	6	2	40	22	2	41	0	9	0	5	3	15	0	0	0
V43	38	139	108	40	5	0	8	2	0	0	1	2	4	6	0	0	3	24
V44	40	0	10	27	2	10	51	2	9	0	49	42	26	7	59	0	16	0
V45	191	3	0	6	1	2	0	2	2	0	0	0	0	12	0	9	9	3
V46	74	21	5	9	37	1	4	28	1	0	0	12	5	1	0	8	0	1
V47	213	115	203	61	39	31	1	12	3	0	0	0	13	7	3	22	0	0
V48	0	93	42	2	76	89	3	77	12	22	12	17	21	7	16	0	0	0
V49	141	72	70	21	152	14	9	61	10	43	1	4	5	13	19	0	0	11
V50	17	1	1	1	25	5	32	7	0	9	21	19	15	0	2	0	0	0
V51	42	0	0	91	22	2	0	17	0	2	4	0	1	0	0	16	0	8
V52	15	42	147	37	22	555	8	36	210	114	36	13	10	0	0	0	3	0
V53	47	36	37	4	14	141	32	7	115	103	2	10	10	2	0	0	0	0
V54	17	60	46	5	3	6	0	0	7	2	1	1	0	0	3	0	0	0
V55	182	58	64	100	9	11	25	5	0	0	35	11	12	24	4	11	0	12
V56	189	31	2	52	0	131	10	0	86	0	0	11	19	2	0	26	13	7
V57	77	0	0	0	40	1	22	73	4	0	11	12	0	6	1	5	23	12
V58	2	51	53	13	48	11	81	30	5	19	0	14	13	12	14	0	0	0
V59	8	32	13	135	28	12	15	37	0	6	0	2	13	0	7	16	3	0
V60	0	11	1	1	2	0	57	0	0	0	47	34	33	6	0	0	0	0
V61	6	102	67	16	83	5	118	54	22	28	19	2	28	11	25	0	0	0
V62	0	89	64	3	3	3	5	0	10	1	14	11	0	3	11	0	0	0
V63	41	34	36	1	234	0	21	44	2	16	12	16	19	10	15	0	0	0
V64	237	1	0	104	9	16	20	19	4	6	18	54	35	11	18	7	0	10
V65	0	40	65	26	10	0	18	28	0	0	5	7	8	0	0	11	0	0
V66	106	32	3	34	11	84	4	5	61	5	0	2	1	5	17	5	34	0
V67	81	62	57	30	9	2	33	4	3	0	27	1	3	31	9	4	0	0
V68	11	14	22	27	60	27	15	37	22	6	1	1	4	4	0	12	0	0
V69	183	31	37	14	3	3	28	9	16	84	20	0	0	8	5	1	3	0
V70	32	6	3	12	50	10	10	33	32	0	8	0	0	3	0	13	0	0
V71	27	9	28	7	36	0	1	19	2	0	0	0	8	25	0	11	7	7
V72	2	84	38	4	2	11	0	3	23	12	9	0	0	0	0	1	0	0
V73	22	13	9	2	12	15	49	0	2	57	12	27	23	0	16	0	4	1
V74	6	130	18	6	0	0	10	0	0	0	3	0	2	4	1	11	0	0
V75	277	38	13	45	3	0	156	8	3	0	35	136	0	118	27	0	33	45
V76	131	86	49	43	0	0	0	1	8	8	5	28	9	9	0	0	0	6
V77	6	163	51	58	14	18	155	20	19	0	42	94	82	21	48	0	13	0
V78	1	131	60	13	70	1	1	60	0	0	0	0	0	0	0	0	0	0
V79	84	49	17	4	6	61	3	12	80	0	0	0	1	6	18	4	0	3
V80	56	21	2	19	13	0	15	20	56	126	26	0	1	17	27	0	0	11
V81	74	55	30	14	71	15	1	21	0	7	0	0	1	3	5	0	0	2
V82	85	18	12	12	5	9	12	3	5	7	0	0	16	7	5	0	27	17
V83	153	33	95	29	7	10	0	7	7	0	11	0	0	19	12	20	1	0
V84	72	41	24	2	44	7	2	16	3	6	6	3	0	0	2	11	0	0
V85	6	6	1	48	4	11	3	20	8	21	7	0	0	0	0	0	5	0
V86	35	20	5	7	1	36	25	12	95	15	16	17	32	8	2	0	0	4
V87	21	73	28	18	2	3	4	5	0	0	3	3	14	4	0	0	19	0
V88	13	33	18	38	14	1	11	34	1	0	3	7	1	6	5	0	0	0
V89	45	3	0	84	149	0	0	57	7	0	0	4	0	4	0	0	1	11
V90	10	9	15	3	0	0	0	0	0	1	0	0	0	0	4	2	0	0
V91	13	108	77	12	2	52	58	0	57	94	82	24	20	48	31	0	0	0
V92	38	7	4	1	19	0	16	20	1	0	2	27	15	2	21	0	0	2
V93	0	3	14	1	18	0	26	19	0	0	19	25	8	6	24	3	3	0
V94	16	17	8	9	8	20	9	7	18	29	10	0	1	0	0	0	0	0
V95	4	1	0	0	51	9	13	39	0	1	0	18	0	0	6	10	8	0
V96	270	69	63	243	2	69	12	0	22	100	15	7	30	16	3	56	0	22
V97	65	0	7	0	23	3	10	20	1	0	10	2	0	4	14	8	1	0
V98	28	51	34	37	8	3	0	3	0	0	0	4	0	9	0	5	0	0
V99	55	97	98	63	8	6	27	7	8	0	0	1	0	10	0	1	0	28
V100	1	24	32	2	0	1	13	0	0	5	8	3	0	2	7	0	0	0
