NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	50.581	18.78	12.247	11.689	0.11	0.99	80000.0
2	43.607	16.551	9.619	9.8	0.111	0.993	50000.0
3	45.127	17.512	10.278	10.713	0.111	0.992	40000.0
4	48.032	18.075	11.292	11.177	0.109	0.991	30000.0
5	44.674	16.999	10.068	10.157	0.107	0.993	30000.0
6	51.028	19.392	12.562	12.467	0.112	0.989	30000.0
7	54.567	20.635	13.402	13.158	0.112	0.988	60000.0
8	48.689	18.498	11.662	11.824	0.112	0.99	60000.0
9	50.721	19.152	11.812	11.864	0.115	0.99	80000.0
10	51.398	19.904	12.49	12.73	0.123	0.987	30000.0
