MutationType	ID83A	ID83B	ID83C
1:Del:C:0	2.28E-02	2.20E-02	2.75E-02
1:Del:C:1	6.79E-03	6.48E-03	7.81E-03
1:Del:C:2	1.55E-04	1.53E-04	1.90E-04
1:Del:C:3	6.30E-04	6.62E-04	7.35E-04
1:Del:C:4	1.05E-03	1.12E-03	1.35E-03
1:Del:C:5	3.56E-04	8.26E-04	2.33E-04
1:Del:T:0	6.43E-03	5.44E-03	7.72E-03
1:Del:T:1	3.08E-03	2.62E-03	3.13E-03
1:Del:T:2	5.40E-03	5.18E-03	6.76E-03
1:Del:T:3	6.73E-03	6.16E-03	8.25E-03
1:Del:T:4	6.49E-03	5.36E-03	7.21E-03
1:Del:T:5	6.63E-08	3.07E-02	1.77E-03
1:Ins:C:0	2.51E-04	9.94E-05	8.78E-05
1:Ins:C:1	1.84E-04	1.42E-04	8.66E-05
1:Ins:C:2	1.19E-04	6.92E-05	4.58E-05
1:Ins:C:3	6.72E-05	1.20E-05	1.01E-04
1:Ins:C:4	1.61E-04	2.85E-04	1.49E-04
1:Ins:C:5	5.25E-02	5.91E-03	5.00E-02
1:Ins:T:0	8.21E-04	8.66E-04	1.04E-03
1:Ins:T:1	7.99E-04	8.21E-04	1.01E-03
1:Ins:T:2	1.60E-04	1.36E-04	1.62E-04
1:Ins:T:3	2.87E-04	1.49E-04	2.35E-04
1:Ins:T:4	7.61E-04	5.38E-04	8.49E-04
1:Ins:T:5	4.24E-02	2.46E-02	3.85E-02
2:Del:R:0	5.90E-04	5.33E-04	9.06E-04
2:Del:R:1	3.82E-04	3.37E-04	4.25E-04
2:Del:R:2	1.17E-04	1.81E-04	1.31E-04
2:Del:R:3	9.05E-06	5.56E-05	1.43E-04
2:Del:R:4	2.39E-08	7.21E-05	3.96E-05
2:Del:R:5	5.96E-08	7.08E-05	2.96E-08
3:Del:R:0	4.46E-04	2.56E-04	2.12E-04
3:Del:R:1	4.72E-04	3.58E-04	4.00E-04
3:Del:R:2	1.20E-04	1.82E-04	1.07E-04
3:Del:R:3	1.74E-04	9.27E-05	2.18E-04
3:Del:R:4	1.15E-08	1.06E-08	1.76E-08
3:Del:R:5	1.15E-08	1.06E-08	1.76E-08
4:Del:R:0	3.10E-04	2.13E-04	1.05E-04
4:Del:R:1	1.91E-04	2.43E-04	3.22E-04
4:Del:R:2	7.58E-05	9.54E-05	9.41E-05
4:Del:R:3	2.63E-05	2.85E-08	5.14E-08
4:Del:R:4	1.15E-08	1.06E-08	1.76E-08
4:Del:R:5	1.34E-05	3.68E-05	6.05E-08
5:Del:R:0	1.17E-02	7.65E-03	4.70E-03
5:Del:R:1	4.54E-05	2.46E-04	1.34E-04
5:Del:R:2	6.57E-03	2.82E-04	6.94E-03
5:Del:R:3	2.68E-05	2.40E-05	5.29E-08
5:Del:R:4	4.49E-08	4.08E-08	4.14E-05
5:Del:R:5	5.19E-08	4.40E-05	4.51E-08
2:Ins:R:0	1.05E-04	1.33E-04	1.50E-04
2:Ins:R:1	1.95E-04	1.85E-04	1.39E-04
2:Ins:R:2	9.51E-05	1.28E-04	1.63E-04
2:Ins:R:3	9.96E-05	4.78E-05	1.06E-04
2:Ins:R:4	3.24E-04	2.89E-04	2.65E-04
2:Ins:R:5	1.44E-03	1.00E-03	1.08E-03
3:Ins:R:0	1.00E-04	6.06E-05	5.69E-05
3:Ins:R:1	4.47E-05	2.47E-04	2.69E-03
3:Ins:R:2	1.49E-04	7.95E-05	1.22E-04
3:Ins:R:3	4.66E-08	2.32E-05	5.23E-08
3:Ins:R:4	4.95E-08	4.23E-08	3.33E-05
3:Ins:R:5	1.30E-04	2.11E-04	1.23E-04
4:Ins:R:0	6.74E-05	5.15E-05	6.79E-05
4:Ins:R:1	1.11E-04	1.19E-04	7.29E-05
4:Ins:R:2	2.62E-05	2.15E-05	6.38E-08
4:Ins:R:3	1.60E-05	1.02E-05	1.03E-05
4:Ins:R:4	2.07E-04	4.85E-05	1.59E-04
4:Ins:R:5	8.57E-08	1.57E-04	4.64E-08
5:Ins:R:0	3.08E-04	5.98E-05	1.54E-04
5:Ins:R:1	2.29E-04	2.74E-04	3.54E-04
5:Ins:R:2	3.60E-05	4.23E-05	3.80E-08
5:Ins:R:3	1.02E-05	3.68E-05	5.13E-05
5:Ins:R:4	2.36E-05	8.60E-08	6.20E-05
5:Ins:R:5	5.28E-05	2.15E-05	1.84E-05
2:Del:M:1	1.29E-03	7.99E-07	4.96E-02
3:Del:M:1	2.63E-04	2.01E-04	2.73E-04
3:Del:M:2	1.69E-04	1.98E-04	2.46E-04
4:Del:M:1	2.38E-04	1.66E-04	9.73E-05
4:Del:M:2	2.79E-04	2.80E-04	3.55E-04
4:Del:M:3	1.61E-04	1.73E-04	1.17E-04
5:Del:M:1	1.27E-02	8.64E-03	5.71E-03
5:Del:M:2	5.77E-03	3.65E-03	3.00E-03
5:Del:M:3	2.25E-03	1.41E-03	1.22E-03
5:Del:M:4	6.55E-04	3.00E-04	3.41E-04
5:Del:M:5	8.91E-04	7.68E-04	5.57E-04
