MutationType	ID83A	ID83B	ID83C
1:Del:C:0	7.32E-04	1.20E-02	7.86E-03
1:Del:C:1	5.07E-04	3.74E-03	1.91E-03
1:Del:C:2	9.20E-05	1.55E-04	7.91E-05
1:Del:C:3	2.28E-04	4.20E-04	4.31E-04
1:Del:C:4	1.59E-04	4.46E-04	2.91E-04
1:Del:C:5	1.81E-04	5.32E-04	6.96E-04
1:Del:T:0	5.85E-04	3.61E-03	2.59E-03
1:Del:T:1	1.34E-04	1.14E-03	7.80E-04
1:Del:T:2	2.55E-04	3.03E-03	1.82E-03
1:Del:T:3	4.11E-04	3.60E-03	3.26E-03
1:Del:T:4	3.27E-04	3.41E-03	2.80E-03
1:Del:T:5	5.47E-03	2.24E-02	3.36E-02
1:Ins:C:0	6.44E-05	1.09E-04	1.52E-04
1:Ins:C:1	6.91E-05	1.33E-04	4.89E-05
1:Ins:C:2	3.06E-04	2.85E-04	4.97E-04
1:Ins:C:3	8.62E-04	2.64E-05	2.03E-04
1:Ins:C:4	1.12E-04	2.37E-04	3.65E-04
1:Ins:C:5	1.67E-02	6.62E-04	2.52E-03
1:Ins:T:0	1.58E-04	6.08E-04	4.66E-04
1:Ins:T:1	1.58E-04	4.84E-04	4.48E-04
1:Ins:T:2	1.18E-04	1.00E-04	1.68E-04
1:Ins:T:3	2.29E-02	1.52E-02	3.77E-02
1:Ins:T:4	4.63E-04	5.57E-04	1.47E-03
1:Ins:T:5	3.93E-02	8.37E-03	7.30E-02
2:Del:R:0	1.74E-04	6.52E-04	3.79E-04
2:Del:R:1	3.08E-04	5.01E-04	4.20E-04
2:Del:R:2	1.17E-04	1.13E-04	1.28E-04
2:Del:R:3	4.95E-08	5.50E-05	8.22E-05
2:Del:R:4	7.28E-03	7.10E-04	1.67E-03
2:Del:R:5	2.28E-05	8.48E-05	5.56E-05
3:Del:R:0	1.00E-04	2.93E-04	1.72E-04
3:Del:R:1	3.30E-04	2.31E-04	7.71E-04
3:Del:R:2	8.53E-05	1.14E-04	1.44E-04
3:Del:R:3	3.58E-03	2.64E-04	2.94E-04
3:Del:R:4	1.13E-08	7.42E-09	2.01E-08
3:Del:R:5	6.38E-04	4.34E-04	1.09E-03
4:Del:R:0	1.30E-03	4.33E-04	2.19E-04
4:Del:R:1	1.55E-04	3.11E-04	2.41E-04
4:Del:R:2	6.28E-05	7.03E-05	1.72E-04
4:Del:R:3	1.13E-08	7.42E-09	2.01E-08
4:Del:R:4	5.27E-05	2.86E-05	5.38E-05
4:Del:R:5	2.35E-05	5.50E-08	1.21E-05
5:Del:R:0	5.35E-03	5.24E-03	2.67E-03
5:Del:R:1	3.49E-02	2.24E-02	5.85E-02
5:Del:R:2	5.92E-05	4.23E-05	6.54E-05
5:Del:R:3	1.80E-05	6.61E-05	4.88E-05
5:Del:R:4	2.53E-08	3.20E-05	3.63E-08
5:Del:R:5	1.13E-08	7.42E-09	2.01E-08
2:Ins:R:0	8.18E-05	1.30E-04	1.66E-04
2:Ins:R:1	2.26E-05	1.90E-04	1.80E-04
2:Ins:R:2	6.29E-05	1.15E-04	4.06E-05
2:Ins:R:3	8.61E-05	6.55E-05	1.52E-04
2:Ins:R:4	2.85E-04	2.08E-04	3.22E-04
2:Ins:R:5	8.11E-04	6.39E-04	1.94E-03
3:Ins:R:0	4.88E-05	2.07E-05	6.88E-05
3:Ins:R:1	1.46E-04	1.24E-04	2.60E-04
3:Ins:R:2	3.01E-05	5.04E-08	4.19E-08
3:Ins:R:3	1.19E-02	4.34E-04	2.68E-03
3:Ins:R:4	4.80E-05	4.47E-05	3.31E-08
3:Ins:R:5	1.01E-04	1.13E-04	1.58E-04
4:Ins:R:0	5.50E-05	5.20E-05	1.82E-05
4:Ins:R:1	2.11E-03	2.31E-04	4.50E-04
4:Ins:R:2	1.13E-08	7.42E-09	2.01E-08
4:Ins:R:3	7.68E-05	3.54E-08	5.44E-05
4:Ins:R:4	4.78E-09	4.37E-05	3.14E-05
4:Ins:R:5	8.09E-05	1.14E-04	8.13E-05
5:Ins:R:0	1.06E-05	4.18E-05	2.58E-05
5:Ins:R:1	2.49E-04	2.84E-04	1.56E-04
5:Ins:R:2	6.93E-05	5.46E-09	9.76E-05
5:Ins:R:3	8.81E-06	4.30E-05	3.43E-08
5:Ins:R:4	2.69E-05	5.39E-08	1.70E-05
5:Ins:R:5	6.23E-05	2.43E-05	7.33E-05
2:Del:M:1	2.12E-04	1.29E-04	2.17E-04
3:Del:M:1	2.70E-04	3.72E-04	1.71E-04
3:Del:M:2	2.98E-04	1.89E-04	3.84E-04
4:Del:M:1	1.43E-04	1.36E-04	6.03E-05
4:Del:M:2	1.30E-04	1.85E-04	2.52E-04
4:Del:M:3	5.79E-05	2.25E-04	1.92E-04
5:Del:M:1	6.74E-03	5.86E-03	2.02E-03
5:Del:M:2	2.64E-03	1.84E-03	1.05E-03
5:Del:M:3	9.15E-04	8.68E-04	3.98E-04
5:Del:M:4	4.41E-04	3.21E-04	2.69E-04
5:Del:M:5	4.77E-04	4.74E-04	3.81E-04
