Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
V1	0	25	0	27	0	28	6	4	0	12	3	0	6	0	0	0	0	6	0	0
V2	3	3	39	87	0	95	0	3	0	4	10	0	6	1	0	0	0	0	0	5
V3	103	109	65	49	0	32	0	1	0	49	0	49	0	39	0	0	10	0	0	9
V4	0	6	14	30	55	16	0	0	0	0	3	0	0	0	0	61	0	0	0	0
V5	38	9	10	14	6	10	0	3	13	1	7	0	4	14	5	0	0	0	0	0
V6	0	0	0	2	7	0	0	0	9	1	26	0	3	1	2	0	0	0	0	0
V7	230	17	0	0	0	10	23	19	0	0	0	64	9	51	0	0	4	0	0	0
V8	0	13	10	13	109	22	27	0	48	2	8	31	14	0	8	0	0	0	12	0
V9	3	0	111	4	7	3	0	23	46	1	31	0	16	0	0	0	0	0	0	0
V10	6	0	12	8	112	1	134	0	81	29	3	0	19	6	46	0	15	0	77	0
V11	0	34	21	2	0	2	9	2	0	3	3	1	7	0	2	0	0	4	0	14
V12	240	0	0	31	0	59	0	8	0	0	0	110	0	48	0	0	0	0	0	0
V13	0	4	107	79	0	26	0	2	0	0	0	0	0	0	7	0	0	0	0	0
V14	95	64	8	27	37	12	162	30	1	97	45	0	61	16	12	0	0	0	63	0
V15	47	63	16	1	0	0	0	0	0	11	0	0	0	12	0	0	0	0	0	21
V16	80	16	1	0	8	0	2	1	12	1	0	2	0	18	2	10	0	0	0	0
V17	1	0	1	100	29	69	0	26	33	2	18	3	0	0	6	0	0	0	0	0
V18	177	0	0	49	0	67	64	0	0	0	0	53	6	48	0	0	0	0	0	0
V19	11	22	83	0	0	6	0	1	0	0	0	0	0	1	9	13	6	34	0	0
V20	2	211	14	61	14	37	103	6	22	61	2	0	91	0	0	0	12	0	8	3
V21	3	8	39	10	64	6	3	16	46	3	0	0	0	0	17	0	0	0	0	0
V22	50	39	51	112	3	100	80	0	0	32	0	14	82	9	0	0	10	0	0	0
V23	2	0	75	7	63	0	0	55	66	5	102	0	0	2	54	0	0	0	0	4
V24	4	0	19	4	0	2	2	8	0	45	3	0	18	4	4	0	0	0	0	0
V25	0	3	52	9	15	7	21	24	22	37	9	7	1	4	0	0	2	0	3	0
V26	33	5	108	133	0	112	45	14	1	38	0	18	33	7	9	0	5	0	21	0
V27	23	91	7	26	11	38	125	8	15	19	0	45	92	4	10	0	0	0	0	3
V28	95	0	6	0	140	0	0	104	133	0	69	0	0	5	16	19	0	0	0	0
V29	2	0	1	1	0	5	33	6	7	0	1	39	13	2	1	0	4	0	0	0
V30	1	25	121	107	0	99	0	14	3	9	10	0	4	0	10	0	0	0	7	4
V31	5	20	0	85	18	59	0	0	1	8	3	10	1	1	0	0	1	0	0	8
V32	3	39	123	33	85	40	0	97	93	0	44	0	0	0	10	0	1	0	0	0
V33	32	11	0	7	3	9	43	1	0	0	0	8	4	7	0	0	1	0	0	0
V34	42	12	54	0	0	0	0	0	0	0	11	0	0	9	0	0	0	6	0	5
V35	187	12	10	19	0	8	10	2	0	14	0	29	7	27	0	0	0	0	0	0
V36	0	34	146	0	0	1	105	0	0	35	8	26	37	3	23	10	0	0	0	7
V37	5	0	15	9	22	4	0	0	19	0	2	0	0	1	2	0	0	0	0	0
V38	21	3	131	96	0	89	0	8	0	0	0	35	0	4	1	0	0	1	0	3
V39	37	22	23	15	7	0	134	28	26	62	22	24	18	1	0	0	0	0	0	0
V40	33	111	154	14	0	9	0	1	0	12	11	1	7	8	0	96	5	16	0	0
V41	0	14	0	31	29	35	18	68	26	7	41	0	7	0	17	0	0	0	0	0
V42	72	72	28	36	0	27	3	12	0	2	0	11	1	11	0	0	4	0	0	6
V43	1	44	0	1	14	10	4	9	0	4	3	11	3	0	5	5	0	6	3	3
V44	0	39	140	16	7	23	42	3	0	28	10	30	47	2	0	0	3	0	0	8
V45	4	37	39	6	2	10	0	15	10	2	14	6	0	3	14	0	0	0	0	5
V46	0	18	0	2	0	0	0	8	6	0	0	0	0	1	0	9	0	4	0	2
V47	37	27	8	56	0	26	49	11	0	6	0	0	10	8	0	0	5	0	0	0
V48	73	49	36	6	17	1	0	37	41	14	15	0	0	17	6	0	0	0	0	9
V49	13	8	1	64	120	56	27	25	86	7	35	0	17	0	18	0	0	0	0	0
V50	32	136	0	0	51	0	47	2	8	10	0	6	0	20	15	0	46	0	0	0
V51	92	78	59	15	5	7	0	79	8	2	42	17	0	17	15	0	0	3	1	5
V52	30	224	127	0	20	1	0	8	0	0	14	0	0	12	16	6	0	54	0	46
V53	34	14	15	1	206	1	0	140	0	20	41	0	0	5	35	0	0	32	0	0
V54	6	18	20	14	101	4	38	39	25	4	28	0	0	0	0	3	0	0	8	4
V55	0	16	74	2	0	4	0	2	0	0	5	0	0	0	4	21	12	29	0	0
V56	2	28	15	2	24	0	0	5	4	0	0	0	0	0	13	0	5	0	0	0
V57	109	59	0	31	5	29	58	6	0	62	0	64	15	29	0	0	9	0	0	5
V58	3	62	57	7	25	6	0	44	36	0	28	0	0	0	16	0	0	0	0	2
V59	2	135	38	68	0	73	0	0	0	10	0	0	3	1	0	7	0	31	0	17
V60	320	6	1	0	0	0	79	1	0	0	0	14	3	29	0	0	64	0	0	0
V61	11	8	97	0	0	0	2	0	0	0	0	4	1	3	0	0	18	10	0	4
V62	35	3	83	34	0	17	61	0	15	13	0	8	31	11	5	0	22	0	0	0
V63	32	19	14	6	9	9	66	4	0	56	0	29	53	13	0	0	13	0	21	0
V64	12	30	10	4	0	1	0	0	4	3	0	0	7	0	0	3	0	0	0	3
V65	129	51	36	6	0	14	2	0	0	11	0	25	6	44	0	0	14	0	0	3
V66	9	9	40	87	28	78	0	24	0	17	8	10	1	0	21	0	10	0	0	0
V67	0	31	14	0	4	2	13	0	0	16	1	5	0	0	0	0	3	0	20	0
V68	16	131	73	43	84	26	0	51	69	0	33	0	0	0	0	103	0	0	0	7
V69	31	26	7	0	0	0	0	37	9	8	14	0	0	6	0	48	0	0	5	1
V70	56	4	128	0	1	0	4	13	0	0	4	6	0	14	7	11	52	12	0	2
V71	4	1	7	22	0	2	0	0	0	1	0	6	1	0	0	0	0	0	0	0
V72	6	64	5	13	4	9	13	12	2	0	0	0	0	1	7	4	0	0	4	5
V73	55	36	19	41	57	43	56	24	13	51	0	0	19	18	71	0	0	0	0	0
V74	15	20	11	55	0	44	6	1	6	1	4	3	0	8	15	0	0	0	0	0
V75	0	46	62	79	0	29	39	6	13	0	18	0	14	0	1	0	0	0	0	0
V76	138	1	56	0	214	0	2	139	81	0	100	2	2	33	32	0	0	0	0	0
V77	4	4	0	0	0	0	35	0	11	8	0	0	35	3	0	0	0	0	5	0
V78	14	5	0	13	0	4	0	1	0	10	0	0	3	5	0	0	0	0	2	0
V79	3	27	6	9	11	18	0	4	4	0	5	2	0	2	1	3	0	0	0	0
V80	46	32	35	55	15	50	7	0	0	20	12	18	12	6	4	7	0	3	0	3
V81	104	282	18	0	34	4	0	20	0	0	0	26	0	21	7	0	24	0	0	32
V82	89	107	0	102	0	66	41	22	0	65	0	17	17	8	0	0	7	0	43	0
V83	27	16	7	12	1	8	0	0	0	0	0	18	0	4	1	0	0	0	0	0
V84	85	69	0	0	0	8	9	8	0	28	0	6	29	22	11	0	7	0	0	14
V85	8	185	2	13	0	26	0	0	0	0	3	0	0	1	1	0	0	9	0	0
V86	15	0	0	0	139	0	0	19	36	0	22	0	0	6	18	36	0	0	0	0
V87	7	32	10	21	15	7	64	11	9	58	0	0	47	10	0	0	0	0	0	0
V88	84	7	0	0	0	1	21	0	0	20	0	12	3	19	0	0	29	0	4	0
V89	32	2	4	0	0	0	81	8	0	24	0	6	12	10	0	2	22	0	0	0
V90	101	6	4	0	57	2	11	28	19	0	0	38	0	25	14	0	31	0	0	0
V91	21	74	0	0	15	0	13	0	0	14	0	11	0	2	0	0	5	2	10	16
V92	0	1	17	233	0	164	15	1	0	4	0	18	0	0	0	0	0	0	0	0
V93	0	24	129	18	0	25	0	6	0	6	10	2	0	0	10	0	0	79	0	6
V94	0	31	2	63	2	51	0	18	16	16	9	0	17	0	0	0	0	0	8	0
V95	0	128	34	8	39	4	0	47	88	4	45	0	5	0	0	51	0	0	0	13
V96	25	0	16	0	51	1	23	41	17	23	24	0	0	2	0	6	0	0	0	0
V97	72	0	42	0	0	0	3	0	0	0	0	13	0	17	0	0	15	0	0	0
V98	9	1	7	19	0	23	0	1	0	0	0	0	0	5	3	0	0	0	0	0
V99	2	3	9	6	0	4	29	2	0	21	2	0	0	0	0	4	0	1	0	0
V100	56	9	17	4	0	6	0	0	2	0	0	0	0	12	7	0	0	0	0	0
