Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
V1	1	119	126	0	0	13	0	0	0	5	0
V2	92	0	0	37	80	0	4	8	18	31	45
V3	0	0	8	27	2	40	3	0	0	3	0
V4	2	38	76	51	18	71	0	51	5	0	0
V5	8	0	7	20	0	19	0	42	0	46	11
V6	105	58	12	47	26	0	0	0	0	11	0
V7	51	98	3	32	0	68	4	0	23	11	3
V8	146	0	544	59	20	0	18	0	57	0	4
V9	0	3	5	0	5	0	15	6	0	0	0
V10	3	0	66	35	0	0	54	0	0	32	0
V11	59	5	0	10	26	0	81	0	0	0	0
V12	0	21	29	0	0	1	32	0	0	0	0
V13	31	4	70	116	0	0	0	48	24	0	0
V14	1	69	0	26	2	1	0	9	13	0	5
V15	472	56	2	55	63	0	105	16	0	21	0
V16	97	43	46	10	0	29	0	5	28	0	2
V17	20	37	0	0	49	46	13	9	22	0	0
V18	12	83	5	0	1	58	10	34	0	7	0
V19	0	25	27	4	36	0	104	14	0	22	19
V20	79	66	25	63	0	3	0	0	23	26	0
V21	13	0	2	38	0	26	0	9	1	0	24
V22	74	85	13	0	7	17	0	8	0	18	0
V23	0	3	0	52	253	4	2	23	44	0	2
V24	27	2	15	59	7	22	14	0	0	0	37
V25	5	11	145	0	37	61	0	81	0	0	0
V26	0	65	1	64	0	4	7	22	0	0	10
V27	3	6	7	89	0	30	0	83	0	0	6
V28	20	20	94	78	0	9	9	6	28	0	12
V29	41	112	0	0	128	16	51	72	0	41	4
V30	13	0	74	1	0	10	0	22	0	0	16
V31	74	35	13	24	143	0	43	25	38	6	0
V32	14	102	208	8	0	0	0	0	0	35	0
V33	24	219	0	22	119	124	0	15	35	37	66
V34	43	16	2	17	0	3	0	0	5	0	0
V35	3	3	39	25	28	12	0	0	0	0	8
V36	39	118	41	184	19	0	19	0	21	9	22
V37	0	102	1	8	8	0	6	0	10	0	0
V38	16	2	32	0	187	89	41	58	13	0	28
V39	24	261	0	280	21	60	7	14	3	0	0
V40	34	34	0	0	41	0	49	0	0	45	0
V41	111	22	24	31	113	0	92	67	0	0	12
V42	0	0	32	9	175	15	264	58	0	48	0
V43	61	17	0	0	20	2	12	1	0	8	34
V44	84	108	169	38	80	13	41	0	0	0	24
V45	28	0	8	116	14	77	33	43	0	1	11
V46	1	39	2	0	1	5	22	0	0	0	0
V47	19	172	65	43	0	0	1	36	0	0	0
V48	59	7	162	0	0	4	0	0	16	0	0
V49	74	44	0	8	28	2	2	0	11	0	40
V50	142	65	14	0	32	2	0	9	10	0	0
V51	195	1	216	8	53	34	0	0	23	0	0
V52	30	0	21	3	80	32	50	1	1	0	0
V53	111	0	81	219	3	16	20	6	0	15	44
V54	14	16	0	44	0	0	2	2	0	9	22
V55	75	51	0	0	46	0	39	34	0	0	0
V56	276	4	0	2	116	3	12	0	14	0	0
V57	16	215	85	119	6	10	0	0	0	28	0
V58	21	0	0	3	0	104	29	0	0	0	5
V59	184	6	0	165	49	74	8	0	12	1	0
V60	0	62	65	5	37	1	25	0	8	0	0
V61	46	293	8	38	0	0	21	0	25	126	0
V62	28	6	75	67	0	26	0	0	0	14	8
V63	0	248	16	12	5	86	0	82	22	6	0
V64	42	180	4	16	24	5	0	8	0	58	1
V65	6	1	0	0	52	284	0	33	0	3	14
V66	122	182	11	0	19	58	0	98	0	0	0
V67	57	0	44	122	346	83	124	153	78	0	65
V68	25	0	77	91	18	5	28	5	0	15	16
V69	0	0	8	46	174	28	117	74	6	0	0
V70	41	99	67	3	0	4	0	0	15	14	0
V71	63	68	198	49	0	12	0	0	42	0	0
V72	515	39	3	10	133	30	144	2	38	0	30
V73	119	2	12	5	1	5	0	12	0	0	0
V74	0	0	9	0	67	183	84	39	9	0	0
V75	32	42	3	44	2	7	0	21	0	29	0
V76	24	0	44	161	0	89	0	57	0	27	16
V77	80	18	91	0	48	0	1	3	8	0	5
V78	27	0	3	0	241	13	67	30	122	0	8
V79	133	4	89	155	12	0	0	0	0	0	18
V80	0	283	9	136	5	0	64	0	0	0	0
V81	14	98	15	0	12	0	0	0	0	15	0
V82	1	0	68	159	0	0	0	0	5	9	0
V83	6	236	94	2	18	15	0	30	18	0	0
V84	34	4	34	37	15	0	20	0	52	0	17
V85	3	0	8	93	12	46	0	48	0	5	0
V86	40	0	26	6	6	37	0	8	0	7	30
V87	0	65	159	15	7	24	3	31	6	0	0
V88	0	48	10	0	182	50	85	10	27	0	0
V89	133	64	315	60	1	0	0	0	0	0	0
V90	1	119	313	0	0	5	0	0	0	1	0
V91	0	16	6	5	9	188	0	27	7	0	12
V92	13	94	57	110	120	19	87	27	5	33	0
V93	0	0	35	6	77	5	56	5	8	0	0
V94	148	274	92	0	12	95	16	68	0	0	28
V95	168	17	130	21	0	0	10	4	25	0	7
V96	23	0	17	1	11	0	0	0	0	0	4
V97	170	21	0	124	22	0	6	0	16	0	11
V98	87	0	90	0	0	0	0	0	0	11	0
V99	1	1	0	0	3	19	0	31	0	0	4
V100	6	10	6	29	50	0	22	7	0	0	42
