MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	1.60E-02	1.98E-02	3.00E-03	1.35E-02
1:Del:C:1	3.20E-03	4.72E-03	9.01E-04	3.34E-03
1:Del:C:2	3.54E-04	3.41E-04	1.66E-04	2.05E-04
1:Del:C:3	4.39E-04	7.15E-04	4.26E-04	5.88E-04
1:Del:C:4	5.11E-04	9.04E-04	1.20E-04	6.47E-04
1:Del:C:5	2.16E-04	1.38E-04	0.00E+00	9.60E-04
1:Del:T:0	5.87E-03	7.62E-03	1.04E-03	4.65E-03
1:Del:T:1	2.04E-03	2.72E-03	5.68E-04	1.52E-03
1:Del:T:2	2.52E-03	3.36E-03	7.08E-04	2.59E-03
1:Del:T:3	5.39E-03	7.42E-03	1.03E-03	4.14E-03
1:Del:T:4	2.87E-03	4.94E-03	9.94E-04	3.72E-03
1:Del:T:5	4.83E-08	1.30E-03	2.22E-03	4.47E-02
1:Ins:C:0	7.15E-05	2.10E-04	2.38E-04	6.61E-05
1:Ins:C:1	1.73E-04	2.23E-04	3.01E-05	6.01E-05
1:Ins:C:2	1.01E-04	1.04E-04	1.25E-04	5.78E-05
1:Ins:C:3	1.46E-04	1.44E-04	4.87E-04	1.66E-05
1:Ins:C:4	3.16E-04	3.71E-04	1.96E-04	3.71E-04
1:Ins:C:5	2.19E-03	7.77E-04	2.16E-04	4.96E-04
1:Ins:T:0	5.43E-04	7.97E-04	3.05E-04	5.62E-04
1:Ins:T:1	8.20E-04	7.84E-04	1.92E-04	6.64E-04
1:Ins:T:2	1.40E-04	2.33E-04	2.15E-04	1.77E-04
1:Ins:T:3	3.53E-04	1.71E-04	9.79E-05	1.48E-04
1:Ins:T:4	1.55E-03	7.08E-04	1.57E-04	5.38E-04
1:Ins:T:5	6.18E-02	3.00E-02	1.95E-03	9.40E-04
2:Del:R:0	9.87E-04	1.14E-03	2.35E-04	6.83E-04
2:Del:R:1	3.43E-04	4.06E-04	2.39E-04	5.33E-04
2:Del:R:2	9.66E-05	1.55E-04	1.96E-09	1.84E-04
2:Del:R:3	4.77E-08	1.55E-02	1.31E-08	1.05E-02
2:Del:R:4	1.83E-06	1.07E-04	7.47E-09	7.78E-05
2:Del:R:5	6.81E-05	3.20E-05	2.21E-05	3.82E-05
3:Del:R:0	6.46E-04	6.14E-04	2.44E-04	2.56E-05
3:Del:R:1	3.03E-04	3.00E-04	9.00E-05	4.86E-04
3:Del:R:2	1.04E-04	3.68E-05	1.09E-04	2.74E-04
3:Del:R:3	9.36E-05	8.02E-05	1.10E-05	1.98E-04
3:Del:R:4	7.44E-09	7.78E-09	1.83E-09	7.74E-09
3:Del:R:5	7.44E-09	7.78E-09	1.83E-09	7.74E-09
4:Del:R:0	1.87E-04	4.96E-04	2.22E-04	4.11E-05
4:Del:R:1	2.56E-04	3.52E-04	1.09E-04	3.98E-04
4:Del:R:2	6.48E-05	6.62E-05	2.45E-08	1.26E-04
4:Del:R:3	7.44E-09	7.78E-09	1.83E-09	7.74E-09
4:Del:R:4	7.44E-09	7.78E-09	1.83E-09	7.74E-09
4:Del:R:5	7.44E-09	7.78E-09	1.83E-09	7.74E-09
5:Del:R:0	8.21E-03	8.89E-03	1.72E-03	1.05E-03
5:Del:R:1	1.14E-04	1.59E-04	3.75E-05	5.10E-04
5:Del:R:2	7.93E-05	1.38E-04	0.00E+00	1.54E-04
5:Del:R:3	8.86E-08	9.68E-08	6.67E-03	4.64E-08
5:Del:R:4	1.18E-04	1.50E-04	1.79E-04	3.49E-04
5:Del:R:5	7.44E-09	7.78E-09	1.83E-09	7.74E-09
2:Ins:R:0	7.48E-05	4.85E-04	7.67E-05	3.04E-04
2:Ins:R:1	2.03E-04	1.37E-04	1.54E-04	1.19E-04
2:Ins:R:2	9.36E-05	1.04E-04	0.00E+00	1.51E-04
2:Ins:R:3	8.04E-05	8.52E-05	5.15E-05	1.63E-04
2:Ins:R:4	3.24E-04	1.54E-04	5.04E-05	2.87E-04
2:Ins:R:5	1.17E-03	5.00E-04	2.31E-04	5.71E-04
3:Ins:R:0	5.23E-05	3.06E-08	2.90E-08	3.05E-08
3:Ins:R:1	2.51E-04	7.80E-05	5.18E-05	1.06E-04
3:Ins:R:2	1.03E-04	1.36E-02	2.65E-04	9.16E-03
3:Ins:R:3	7.44E-09	7.78E-09	1.83E-09	7.74E-09
3:Ins:R:4	1.18E-05	4.22E-08	3.27E-08	9.18E-05
3:Ins:R:5	1.73E-04	1.27E-04	1.23E-09	2.21E-04
4:Ins:R:0	5.56E-05	1.02E-04	1.11E-04	1.05E-08
4:Ins:R:1	9.15E-05	5.24E-05	5.78E-05	1.70E-04
4:Ins:R:2	2.66E-05	4.81E-08	3.98E-08	3.44E-08
4:Ins:R:3	1.38E-05	1.04E-05	1.38E-05	3.98E-08
4:Ins:R:4	4.17E-05	4.72E-05	0.00E+00	8.26E-05
4:Ins:R:5	1.85E-04	6.25E-05	1.13E-04	1.62E-04
5:Ins:R:0	5.87E-05	1.86E-05	2.40E-08	2.23E-08
5:Ins:R:1	4.70E-04	4.95E-04	2.03E-04	8.62E-05
5:Ins:R:2	8.95E-07	7.23E-05	4.09E-05	1.95E-05
5:Ins:R:3	6.10E-05	4.48E-08	4.01E-08	3.64E-08
5:Ins:R:4	5.54E-04	4.93E-02	1.45E-08	3.36E-02
5:Ins:R:5	3.55E-05	3.86E-05	3.19E-08	3.01E-08
2:Del:M:1	3.49E-04	5.07E-04	2.08E-04	3.46E-04
3:Del:M:1	5.26E-04	6.44E-04	1.09E-04	2.59E-04
3:Del:M:2	2.52E-04	3.74E-04	2.06E-08	3.15E-04
4:Del:M:1	3.40E-04	2.58E-04	1.31E-04	1.58E-04
4:Del:M:2	2.62E-04	8.69E-05	1.91E-04	2.93E-04
4:Del:M:3	1.74E-04	1.62E-04	2.76E-05	2.48E-04
5:Del:M:1	1.16E-02	1.31E-02	7.62E-04	1.05E-05
5:Del:M:2	4.03E-03	4.14E-03	8.57E-04	4.61E-04
5:Del:M:3	1.50E-03	1.95E-03	3.98E-04	7.04E-05
5:Del:M:4	8.36E-04	9.02E-04	1.21E-05	2.38E-04
5:Del:M:5	7.21E-04	6.63E-04	2.55E-03	7.54E-04
