Samples	ID83A	ID83B
V1	24	265
V2	58	129
V3	216	66
V4	235	1
V5	148	184
V6	167	200
V7	196	0
V8	206	112
V9	103	220
V10	539	77
V11	70	0
V12	55	94
V13	81	237
V14	50	48
V15	268	33
V16	627	0
V17	170	109
V18	115	494
V19	225	111
V20	258	190
V21	261	86
V22	143	111
V23	213	0
V24	234	0
V25	285	66
V26	175	28
V27	70	294
V28	107	8
V29	17	71
V30	0	321
V31	344	0
V32	18	54
V33	339	65
V34	777	4
V35	157	50
V36	112	65
V37	115	448
V38	70	26
V39	11	154
V40	178	0
V41	603	0
V42	0	293
V43	96	0
V44	100	121
V45	51	1
V46	124	0
V47	25	80
V48	149	567
V49	322	182
V50	174	123
V51	45	280
V52	9	85
V53	354	0
V54	519	3
V55	0	499
V56	291	41
V57	135	0
V58	170	163
V59	3	38
V60	0	44
V61	0	310
V62	111	37
V63	80	182
V64	0	290
V65	48	247
V66	107	48
V67	107	139
V68	166	121
V69	61	92
V70	84	105
V71	121	55
V72	0	124
V73	129	19
V74	157	92
V75	277	256
V76	57	2
V77	0	252
V78	246	65
V79	339	0
V80	244	35
V81	64	19
V82	863	0
V83	59	41
V84	198	31
V85	56	25
V86	17	33
V87	326	52
V88	101	34
V89	117	0
V90	110	208
V91	116	0
V92	162	168
V93	280	22
V94	0	481
V95	60	28
V96	84	46
V97	75	24
V98	0	661
V99	261	149
V100	581	59
