Samples	ID83A	ID83B
V1	1.50E+01	1.50E+01
V2	1.44E+01	1.44E+01
V3	2.19E+01	2.19E+01
V4	2.05E+01	2.05E+01
V5	1.12E+01	1.12E+01
V6	1.96E+01	1.96E+01
V7	1.07E+01	1.07E+01
V8	3.20E+01	3.20E+01
V9	1.11E+01	1.11E+01
V10	4.09E+01	4.09E+01
V11	4.15E+00	4.15E+00
V12	1.20E+01	1.20E+01
V13	1.10E+01	1.10E+01
V14	1.02E+01	1.02E+01
V15	4.25E+01	4.25E+01
V16	4.90E+01	4.90E+01
V17	2.70E+01	2.70E+01
V18	3.43E+01	3.43E+01
V19	3.17E+01	3.17E+01
V20	4.71E+01	4.71E+01
V21	3.05E+01	3.05E+01
V22	2.94E+01	2.94E+01
V23	1.69E+01	1.69E+01
V24	1.60E+01	1.60E+01
V25	3.27E+01	3.27E+01
V26	2.10E+01	2.10E+01
V27	2.50E+01	2.50E+01
V28	8.88E+00	8.88E+00
V29	3.32E+00	3.32E+00
V30	5.97E+00	5.97E+00
V31	2.95E+01	2.95E+01
V32	6.22E+00	6.22E+00
V33	4.80E+01	4.80E+01
V34	1.09E+02	1.09E+02
V35	1.10E+01	1.10E+01
V36	1.98E+01	1.98E+01
V37	3.57E+01	3.57E+01
V38	6.96E+00	6.99E+00
V39	7.61E+00	7.61E+00
V40	9.29E+00	9.29E+00
V41	4.56E+01	4.56E+01
V42	5.99E+00	5.99E+00
V43	6.89E+00	6.89E+00
V44	1.48E+01	1.48E+01
V45	6.16E+00	6.16E+00
V46	1.14E+01	1.14E+01
V47	7.27E+00	7.27E+00
V48	2.13E+01	2.13E+01
V49	5.96E+01	5.96E+01
V50	1.22E+01	1.22E+01
V51	1.55E+01	1.55E+01
V52	5.93E+00	5.93E+00
V53	2.26E+01	2.26E+01
V54	3.55E+01	3.55E+01
V55	1.56E+01	1.56E+01
V56	4.04E+01	4.04E+01
V57	1.76E+01	1.76E+01
V58	4.64E+01	4.64E+01
V59	1.14E+00	1.14E+00
V60	1.51E+00	1.51E+00
V61	3.00E-01	3.00E-01
V62	1.87E+01	1.87E+01
V63	1.24E+01	1.24E+01
V64	2.50E+00	2.50E+00
V65	3.34E+01	3.34E+01
V66	9.91E+00	9.91E+00
V67	2.36E+01	2.36E+01
V68	4.60E+01	4.60E+01
V69	6.71E+00	6.71E+00
V70	9.98E+00	9.98E+00
V71	7.75E+00	7.75E+00
V72	3.67E+00	3.67E+00
V73	2.09E+01	2.09E+01
V74	2.89E+01	2.89E+01
V75	3.95E+01	3.95E+01
V76	2.75E+00	2.75E+00
V77	4.72E+00	4.72E+00
V78	3.01E+01	3.01E+01
V79	2.16E+01	2.16E+01
V80	2.56E+01	2.56E+01
V81	1.00E+01	1.00E+01
V82	6.88E+01	6.88E+01
V83	1.19E+01	1.19E+01
V84	3.20E+01	3.20E+01
V85	4.86E+00	4.91E+00
V86	3.82E+00	3.82E+00
V87	3.85E+01	3.85E+01
V88	1.99E+01	1.99E+01
V89	9.04E+00	9.04E+00
V90	1.30E+01	1.30E+01
V91	8.21E+00	8.21E+00
V92	2.06E+01	2.06E+01
V93	3.57E+01	3.57E+01
V94	2.01E+01	2.01E+01
V95	9.94E+00	9.94E+00
V96	1.42E+01	1.42E+01
V97	1.30E+01	1.30E+01
V98	3.08E+01	3.08E+01
V99	3.37E+01	3.37E+01
V100	3.83E+01	3.83E+01
