MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
1:Del:C:0	0.00E+00	2.99E-46	3.77E-46	1.99E-03	9.75E-46	1.42E-02	2.34E-02	1.42E-45	3.14E-03	6.72E-07	1.51E-03	7.03E-02	1.24E-02	1.22E-02	1.96E-02	5.87E-02	3.56E-03	9.05E-03	1.46E-02	1.39E-02
1:Del:C:1	4.52E-08	3.62E-08	1.79E-08	1.26E-07	3.97E-08	2.55E-03	3.80E-03	8.83E-03	1.60E-02	1.70E-03	7.06E-03	3.02E-02	2.60E-02	5.67E-03	9.16E-02	3.20E-07	4.29E-04	1.51E-02	3.43E-07	2.47E-03
1:Del:C:2	3.87E-05	3.65E-04	0.00E+00	0.00E+00	4.43E-04	2.03E-04	0.00E+00	3.72E-03	8.54E-04	1.43E-07	1.36E-07	1.45E-04	2.32E-04	0.00E+00	6.04E-04	4.89E-05	9.11E-04	2.14E-03	2.99E-03	1.86E-03
1:Del:C:3	2.74E-04	0.00E+00	4.26E-05	1.28E-04	2.67E-05	1.98E-03	1.36E-03	3.43E-03	1.41E-03	0.00E+00	1.24E-03	1.02E-02	7.83E-03	1.33E-03	2.07E-03	1.94E-02	1.06E-03	4.62E-03	3.63E-03	4.22E-04
1:Del:C:4	2.26E-04	1.26E-03	3.83E-04	0.00E+00	4.66E-04	0.00E+00	6.66E-03	2.14E-03	3.59E-03	7.85E-04	0.00E+00	1.40E-46	1.38E-02	0.00E+00	1.87E-46	2.48E-04	1.16E-03	3.67E-03	3.36E-03	2.57E-03
1:Del:C:5	1.20E-04	2.01E-03	6.18E-05	6.05E-08	9.83E-04	1.89E-04	0.00E+00	2.83E-03	2.90E-04	2.66E-03	0.00E+00	1.16E-04	2.00E-02	0.00E+00	1.27E-03	3.37E-03	1.96E-03	8.38E-03	2.53E-02	3.32E-03
1:Del:T:0	1.87E-46	4.65E-03	1.87E-46	1.68E-03	0.00E+00	9.36E-03	1.37E-02	7.20E-03	6.24E-03	2.65E-03	2.70E-03	2.42E-02	2.81E-02	2.51E-03	2.85E-02	8.18E-03	1.54E-02	1.03E-01	2.39E-02	2.29E-02
1:Del:T:1	6.84E-05	4.21E-04	0.00E+00	0.00E+00	1.14E-03	3.22E-03	5.34E-03	1.25E-03	5.20E-03	3.35E-05	5.76E-03	3.11E-02	2.87E-02	4.05E-03	4.45E-03	2.92E-03	5.22E-03	8.78E-03	7.29E-03	2.31E-02
1:Del:T:2	2.68E-08	1.40E-46	1.34E-02	4.91E-08	5.18E-11	1.64E-03	9.34E-03	1.83E-03	3.79E-03	4.04E-02	2.99E-46	5.26E-03	1.11E-06	4.07E-07	8.78E-03	3.54E-02	6.99E-46	1.05E-02	7.46E-03	5.46E-02
1:Del:T:3	1.10E-04	3.13E-03	2.21E-03	9.94E-04	2.39E-03	2.42E-07	4.34E-03	7.74E-07	2.93E-03	5.04E-04	1.07E-06	7.71E-02	2.41E-02	4.04E-03	4.38E-02	5.01E-03	8.94E-03	2.41E-02	1.71E-02	1.64E-02
1:Del:T:4	5.20E-04	9.15E-03	3.12E-03	4.95E-07	4.46E-04	0.00E+00	3.86E-03	0.00E+00	3.93E-07	8.09E-46	6.04E-08	4.54E-02	8.04E-02	3.93E-07	2.57E-03	1.93E-03	1.66E-45	3.41E-02	1.30E-02	3.36E-02
1:Del:T:5	2.55E-07	1.92E-02	1.27E-07	9.72E-08	5.54E-08	2.35E-06	1.31E-07	1.27E-02	3.08E-07	2.76E-02	3.95E-08	1.21E-02	3.67E-03	1.44E-06	1.84E-08	9.93E-02	2.98E-07	4.56E-07	8.14E-02	1.76E-06
1:Ins:C:0	0.00E+00	1.68E-08	3.08E-08	1.67E-05	1.40E-46	7.09E-04	2.59E-04	1.94E-03	2.04E-04	4.59E-06	2.18E-04	1.78E-06	1.32E-04	1.76E-03	1.37E-03	1.40E-03	2.27E-08	5.67E-04	1.02E-03	4.23E-04
1:Ins:C:1	6.77E-05	0.00E+00	1.19E-08	0.00E+00	2.83E-04	5.45E-04	7.63E-05	6.68E-04	8.75E-04	2.36E-07	3.58E-04	7.99E-04	0.00E+00	3.34E-04	3.29E-03	2.21E-08	1.33E-03	1.92E-03	0.00E+00	4.10E-08
1:Ins:C:2	1.17E-05	4.55E-08	1.74E-08	1.82E-08	2.90E-09	1.08E-03	2.88E-08	1.15E-03	8.34E-04	9.36E-08	3.90E-08	5.32E-04	1.71E-08	6.05E-08	8.90E-04	8.48E-04	2.77E-04	6.65E-04	1.15E-03	2.45E-07
1:Ins:C:3	7.61E-05	1.48E-04	0.00E+00	1.84E-04	2.79E-06	9.24E-05	3.49E-08	1.41E-08	0.00E+00	2.14E-04	0.00E+00	1.39E-03	5.45E-07	0.00E+00	3.73E-07	3.26E-04	9.82E-04	1.89E-03	4.47E-04	5.53E-04
1:Ins:C:4	1.36E-04	0.00E+00	0.00E+00	6.64E-03	1.95E-04	9.49E-05	9.16E-04	0.00E+00	3.11E-04	3.24E-03	1.62E-02	1.59E-03	1.23E-02	1.20E-02	1.84E-02	9.24E-03	1.56E-04	6.20E-07	2.83E-03	1.73E-02
1:Ins:C:5	2.07E-03	1.15E-03	0.00E+00	4.10E-08	1.17E-03	1.57E-03	0.00E+00	3.55E-07	0.00E+00	3.35E-03	0.00E+00	1.69E-02	2.80E-46	0.00E+00	1.74E-07	1.58E-03	4.80E-02	8.73E-02	4.84E-03	1.62E-03
1:Ins:T:0	1.91E-07	1.20E-07	9.97E-08	5.36E-03	3.69E-08	5.64E-08	3.34E-03	1.23E-06	2.89E-03	7.48E-04	5.09E-02	7.75E-03	2.65E-03	3.27E-02	5.33E-07	4.71E-02	9.45E-04	6.20E-07	5.13E-04	7.09E-04
1:Ins:T:1	0.00E+00	6.60E-04	6.95E-03	2.84E-04	9.71E-03	0.00E+00	4.56E-04	9.07E-04	0.00E+00	9.87E-03	3.74E-03	8.51E-03	8.11E-02	8.61E-03	7.63E-04	1.10E-02	3.70E-03	8.48E-03	2.11E-03	4.59E-02
