NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	50.398	19.084	12.047	11.418	0.118	0.99	30000.0
2	49.896	18.355	11.888	11.022	0.114	0.992	60000.0
3	50.006	18.245	11.603	10.679	0.113	0.992	40000.0
4	47.233	17.481	10.875	10.36	0.108	0.992	30000.0
5	49.86	18.252	11.748	10.629	0.114	0.993	40000.0
6	48.456	17.744	11.54	10.601	0.11	0.991	30000.0
7	48.833	18.246	11.289	10.729	0.115	0.992	20000.0
8	49.84	18.419	11.753	10.995	0.113	0.992	30000.0
9	48.777	18.438	11.607	11.063	0.115	0.991	40000.0
10	50.436	18.389	11.664	10.632	0.114	0.992	30000.0
