MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
1:Del:C:0	0.00E+00	4.67E-03	1.12E-02	3.74E-02	3.80E-36	3.59E-02	6.37E-03	1.87E-03	2.70E-02	1.87E-14	7.20E-02	3.95E-02	2.66E-02	2.84E-02	1.74E-02	1.25E-02
1:Del:C:1	1.05E-03	0.00E+00	0.00E+00	2.65E-02	4.58E-03	0.00E+00	7.89E-03	5.19E-03	0.00E+00	1.74E-03	5.61E-02	2.33E-02	6.65E-02	2.06E-02	3.01E-07	6.41E-03
1:Del:C:2	6.80E-08	1.14E-07	5.51E-03	9.58E-03	1.01E-03	3.46E-02	2.35E-06	3.66E-03	1.07E-02	2.19E-03	1.09E-02	3.40E-03	1.42E-03	7.81E-08	3.47E-07	3.41E-06
1:Del:C:3	1.26E-03	1.79E-04	3.83E-05	0.00E+00	8.58E-04	2.96E-04	4.75E-03	2.34E-03	2.17E-04	2.09E-03	4.82E-03	1.52E-02	8.34E-03	4.77E-03	5.36E-03	4.68E-03
1:Del:C:4	9.45E-08	1.66E-03	7.93E-03	1.37E-02	1.28E-04	2.27E-02	7.27E-03	2.95E-02	3.52E-02	1.41E-07	1.37E-02	3.80E-03	4.42E-03	6.69E-03	4.72E-06	1.48E-02
1:Del:C:5	7.63E-04	1.30E-03	9.01E-05	7.26E-05	4.55E-04	5.76E-05	1.35E-02	9.57E-04	1.05E-04	1.48E-03	7.14E-04	2.70E-04	3.56E-04	9.71E-03	8.32E-03	1.02E-02
1:Del:T:0	3.96E-04	0.00E+00	4.16E-08	6.25E-03	3.57E-03	1.01E-07	5.66E-03	1.25E-02	2.11E-03	7.06E-03	2.07E-02	3.27E-02	2.33E-02	9.79E-02	2.60E-02	2.54E-02
1:Del:T:1	3.37E-04	4.09E-04	6.73E-03	2.67E-03	1.07E-03	8.77E-08	2.48E-03	8.29E-03	2.49E-03	1.50E-02	4.64E-02	1.46E-02	1.10E-02	1.08E-02	3.88E-03	3.70E-03
1:Del:T:2	2.71E-04	3.22E-04	1.87E-46	2.64E-03	3.84E-04	1.43E-03	1.68E-03	1.68E-45	3.77E-46	1.57E-02	2.19E-02	2.56E-02	6.60E-02	2.14E-02	6.22E-03	2.21E-03
1:Del:T:3	9.76E-04	5.64E-03	2.28E-03	1.14E-03	1.40E-46	0.00E+00	1.47E-03	1.68E-02	0.00E+00	3.40E-02	1.51E-02	3.88E-02	1.96E-02	2.17E-02	5.86E-03	2.90E-03
1:Del:T:4	1.50E-03	2.44E-03	1.14E-03	5.54E-03	0.00E+00	3.40E-05	1.85E-02	2.50E-03	7.53E-07	2.47E-02	2.34E-02	1.34E-02	3.16E-02	1.53E-02	9.40E-02	6.91E-04
1:Del:T:5	7.24E-08	1.87E-02	5.58E-07	7.77E-08	7.82E-08	2.04E-07	3.91E-04	4.27E-07	5.90E-08	5.50E-07	6.95E-07	1.04E-02	6.59E-02	7.00E-07	1.12E-01	7.28E-07
1:Ins:C:0	2.59E-04	2.98E-07	3.42E-05	1.99E-08	6.81E-04	2.15E-08	1.21E-03	1.01E-03	1.37E-09	6.51E-07	2.19E-03	3.55E-08	1.34E-03	9.13E-04	2.33E-07	8.31E-07
1:Ins:C:1	9.53E-08	4.44E-08	6.06E-09	2.93E-04	2.95E-07	1.58E-04	1.07E-06	1.04E-03	2.34E-06	3.77E-08	4.37E-04	3.51E-07	5.99E-06	1.53E-04	4.19E-05	2.53E-06
1:Ins:C:2	4.93E-08	2.26E-07	8.21E-08	0.00E+00	2.11E-04	4.69E-08	1.38E-03	1.00E-03	1.57E-04	6.57E-08	7.26E-05	1.27E-06	2.87E-04	8.78E-04	6.40E-08	1.63E-07
