MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
1:Del:C:0	0.00E+00	2.87E-03	0.00E+00	6.92E-04	1.39E-02	6.37E-03	2.12E-03	6.04E-03	2.12E-02	1.55E-02	3.23E-02	1.01E-03	4.15E-02	3.25E-02
1:Del:C:1	3.59E-04	8.11E-04	0.00E+00	6.54E-03	1.24E-02	3.72E-03	5.48E-04	3.98E-04	2.55E-02	5.15E-03	3.82E-02	7.77E-04	1.36E-02	4.91E-03
1:Del:C:2	4.20E-04	2.66E-02	1.67E-08	4.33E-04	1.05E-07	5.28E-03	4.81E-06	6.68E-02	1.48E-07	1.21E-02	1.81E-03	3.82E-07	2.04E-02	8.70E-03
1:Del:C:3	5.05E-04	3.93E-04	1.08E-04	1.28E-03	3.17E-03	1.94E-03	4.79E-08	5.46E-03	4.14E-03	6.44E-04	4.28E-03	1.12E-03	1.05E-02	1.18E-02
1:Del:C:4	7.84E-04	8.85E-05	8.83E-04	5.53E-04	3.39E-03	6.05E-04	5.13E-04	5.61E-05	2.44E-03	3.96E-03	1.32E-02	8.89E-04	7.87E-04	2.36E-03
1:Del:C:5	6.76E-04	1.45E-04	1.72E-03	2.23E-04	1.66E-03	1.45E-07	0.00E+00	5.17E-03	5.39E-05	1.65E-02	2.80E-04	1.88E-03	7.82E-03	7.48E-04
1:Del:T:0	7.45E-04	1.64E-07	1.83E-03	4.74E-03	1.13E-02	3.55E-03	1.57E-03	8.80E-04	2.21E-02	1.42E-03	2.25E-02	8.52E-04	1.59E-02	2.98E-02
1:Del:T:1	0.00E+00	1.23E-05	1.40E-46	1.93E-03	8.76E-03	3.62E-03	2.46E-08	1.44E-03	9.71E-03	3.66E-03	2.10E-02	1.21E-07	1.82E-02	7.18E-03
1:Del:T:2	7.06E-04	3.28E-04	1.27E-03	8.45E-04	6.73E-03	3.42E-03	3.90E-04	1.40E-46	1.21E-02	9.65E-03	2.21E-02	3.13E-04	2.00E-02	1.19E-02
1:Del:T:3	6.45E-04	3.61E-04	2.61E-03	1.13E-03	1.11E-02	1.88E-03	3.87E-04	6.13E-03	2.15E-02	1.03E-02	3.29E-03	5.00E-04	1.69E-02	1.87E-02
1:Del:T:4	5.49E-04	1.46E-03	2.36E-03	2.30E-03	9.14E-03	3.38E-03	2.33E-03	5.08E-03	1.24E-02	1.69E-02	2.02E-02	3.00E-03	7.45E-03	4.10E-03
1:Del:T:5	3.74E-46	1.21E-07	5.91E-03	1.25E-07	4.81E-03	3.87E-03	6.19E-07	9.64E-07	1.89E-07	6.86E-02	1.40E-07	2.53E-03	9.96E-03	4.34E-02
