Samples	ID83A	ID83B	ID83C
V1	21	262	6
V2	0	72	115
V3	177	105	0
V4	215	21	0
V5	59	151	122
V6	155	206	6
V7	195	1	0
V8	0	8	310
V9	50	199	74
V10	494	122	0
V11	64	4	2
V12	45	104	0
V13	86	232	0
V14	0	13	85
V15	143	27	131
V16	584	0	43
V17	117	115	47
V18	39	460	110
V19	65	62	209
V20	185	244	19
V21	59	0	288
V22	43	95	116
V23	202	7	4
V24	221	13	0
V25	227	103	21
V26	136	55	12
V27	43	302	19
V28	100	15	0
V29	15	72	1
V30	0	287	34
V31	304	0	40
V32	12	56	4
V33	210	85	109
V34	545	76	160
V35	65	14	128
V36	0	13	164
V37	0	285	278
V38	64	32	0
V39	0	124	41
V40	148	0	30
V41	585	18	0
V42	0	293	0
V43	79	0	17
V44	82	129	10
V45	38	5	9
V46	111	4	9
V47	20	85	0
V48	152	543	21
V49	0	2	502
V50	104	117	76
V51	61	264	0
V52	0	62	32
V53	329	17	8
V54	426	19	77
V55	0	499	0
V56	149	25	158
V57	114	11	10
V58	0	8	325
V59	0	30	11
V60	0	36	8
V61	0	310	0
V62	69	46	33
V63	35	180	47
V64	0	290	0
V65	10	263	22
V66	30	20	105
V67	32	129	85
V68	0	0	287
V69	62	91	0
V70	39	98	52
V71	74	38	64
V72	0	100	24
V73	79	30	39
V74	84	107	58
V75	18	153	362
V76	39	0	20
V77	0	252	0
V78	189	104	18
V79	331	8	0
V80	186	63	30
V81	36	20	27
V82	729	0	134
V83	11	30	59
V84	110	37	82
V85	18	11	52
V86	0	26	24
V87	179	32	167
V88	36	27	72
V89	91	0	26
V90	113	205	0
V91	116	0	0
V92	88	173	69
V93	191	37	74
V94	0	348	133
V95	0	3	85
V96	0	0	130
V97	42	26	31
V98	0	601	60
V99	32	57	321
V100	399	0	241
