NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	51.853	20.698	13.064	13.132	0.106	0.989	40000.0
2	53.685	21.15	13.11	13.519	0.108	0.987	50000.0
3	51.776	20.862	12.636	13.259	0.11	0.988	60000.0
4	53.316	21.294	12.63	13.265	0.109	0.988	30000.0
5	52.892	21.891	12.773	13.814	0.112	0.987	50000.0
6	51.346	20.188	12.634	12.736	0.101	0.99	30000.0
7	49.212	19.547	12.071	12.574	0.104	0.99	40000.0
8	51.219	20.415	12.524	12.918	0.106	0.989	50000.0
9	54.753	22.13	13.379	14.073	0.11	0.986	40000.0
10	53.573	21.957	12.884	13.923	0.116	0.987	50000.0
