Sample Names	MutationType	ID1	ID2	ID8	ID9	ID17	ID83C
V1	5:Del:R:1	0.0	0.7113372368446677	0.20233678838393532	0.08248772396268765	0.0	0.0038382508087094116
V1	5:Del:R:2	0.0	0.004854794455655578	0.00934162767164514	0.0023298822039540504	0.0	0.9834736956687453
V1	5:Del:R:3	0.0	0.9049544485669925	0.06910455124819857	0.0252138227527211	0.0	0.0007271774320879837
V1	5:Del:R:4	0.0	0.3292038026773276	0.6494255885915478	0.020288593270078512	0.0	0.0010820154610459976
V1	5:Del:R:5	0.0	0.1487465250455863	0.4600196777400387	0.15104788637648028	0.0	0.24018591083789476
V1	2:Ins:R:0	0.0	0.07959014621583257	0.6803488868473563	0.20071455220505022	0.0	0.03934641473176096
V1	2:Ins:R:1	0.0	0.06402147276888231	0.5796110044743398	0.3563555009108484	0.0	1.2021845929381547e-05
V1	2:Ins:R:2	0.0	0.5089755876863522	0.2216078767860369	0.2693376218290797	0.0	7.891369853122133e-05
V1	2:Ins:R:3	0.0	0.0013016529187730764	0.0008971434331942468	0.0008642181266076663	0.0	0.996936985521425
V1	2:Ins:R:4	0.0	0.7175036292692629	0.008914445297686561	0.008020388263597515	0.0	0.26556153716945285
V1	2:Ins:R:5	0.0	0.8374486251328879	0.1604019293100673	2.3926794688400176e-16	0.0	0.0021494455570445605
V1	3:Ins:R:0	0.0	0.04699538077188351	0.8036675512614118	0.14902947491095683	0.0	0.0003075930557478372
V1	3:Ins:R:1	0.0	0.43604945990989585	0.3532851864320129	0.21066535365809125	0.0	0.0
V1	3:Ins:R:2	0.0	0.4233631669121398	0.4049466726601669	0.17159820572263015	0.0	9.195470506310208e-05
V1	3:Ins:R:3	0.0	0.04784538224720265	0.8886566824536727	0.05908746279111492	0.0	0.0044104725080097015
V1	3:Ins:R:4	0.0	0.4244960003755925	0.5406838607764057	0.03470038599190356	0.0	0.00011975285609809586
V1	3:Ins:R:5	0.0	0.9147359500552733	0.026572226597848376	1.9107985719232568e-15	0.0	0.058691823346876386
V1	4:Ins:R:0	0.0	0.013061192004308922	0.8949107693400716	0.09201815014338562	0.0	9.888512233902138e-06
V1	4:Ins:R:1	0.0	0.35899283847820995	0.48724710151763767	0.15365227986328756	0.0	0.00010778014086493747
V1	4:Ins:R:2	0.0	0.07565497880429213	0.7333075863577995	0.18931108138831396	0.0	0.0017263534495943883
V1	4:Ins:R:3	0.0	0.8250167506933993	0.07808355661147554	0.09518785487507414	0.0	0.0017118378200510168
V1	4:Ins:R:4	0.0	0.3762490055383033	0.45889177485551463	5.876717229876692e-15	0.0	0.16485921960617608
V1	4:Ins:R:5	0.0	0.6257883987203374	0.37376303298116603	0.0004477854206918215	0.0	7.828778047103999e-07
V1	5:Ins:R:0	0.0	8.940034481620264e-16	0.10663014962074815	0.02702586456252993	0.0	0.8663439858167211
V1	5:Ins:R:1	0.0	0.008760616181566516	0.932932760490372	0.058306623328061545	0.0	0.0
V1	5:Ins:R:2	0.0	0.02411417980737334	0.652811575493987	0.32290883921991853	0.0	0.0001654054787210437
V1	5:Ins:R:3	0.0	0.30170754946959255	0.3240407019543837	0.17831935247259112	0.0	0.19593239610343263
V1	5:Ins:R:4	0.0	0.013353137258500696	0.06195358827023076	0.22582328870655127	0.0	0.6988699857647174
V1	5:Ins:R:5	0.0	0.28566926491323563	0.6967383170809514	0.017592418005813147	0.0	0.0
V1	2:Del:M:1	0.0	0.016653252980156023	0.689856407231512	0.26643799297558995	0.0	0.027052346812741976
V1	3:Del:M:1	0.0	3.4299927658814116e-05	0.8637613054917328	0.13620439458060843	0.0	0.0
V1	3:Del:M:2	0.0	0.256387638022931	0.5545644903670686	0.09676836374288432	0.0	0.09227950786711614
V1	4:Del:M:1	0.0	0.001204548849026312	0.07045253016024146	0.011372841471321199	0.0	0.916970079519411
V1	4:Del:M:2	0.0	0.019770314010718926	0.08457819571017008	0.08524654172195462	0.0	0.8104049485571564
V1	4:Del:M:3	0.0	0.14493946193875076	0.33970204102710116	0.38279119478256735	0.0	0.1325673022515807
V1	5:Del:M:1	0.0	0.0015018723116611752	0.9984363075770049	6.125118043727394e-05	0.0	5.689308966932248e-07
V1	5:Del:M:2	0.0	0.0006419387423770947	0.9977081066728392	0.000868712159905427	0.0	0.0007812424248783352
V1	5:Del:M:3	0.0	0.000824838168409763	0.9931954045717514	0.005979757259838888	0.0	0.0
V1	5:Del:M:4	0.0	0.01842442199195458	0.9642701018136618	0.012849022684946062	0.0	0.004456453509437493
V1	5:Del:M:5	0.0	0.11096802076840424	0.8890319792315955	1.8258740562513465e-16	0.0	0.0
V2	1:Del:C:0	0.010286149856094955	0.0693014967411107	0.9204123534027944	0.0	0.0	0.0
V2	1:Del:C:1	0.08255649513824567	0.0005266970677153633	0.916916807794039	0.0	0.0	0.0
V2	1:Del:C:2	2.7649991288058866e-15	0.0005801202231645355	0.9994198797768327	0.0	0.0	0.0
V2	1:Del:C:3	0.4334924070753543	0.12544219684523192	0.4410653960794138	0.0	0.0	0.0
V2	1:Del:C:4	0.3485473814428297	0.42520740835351517	0.22624521020365512	0.0	0.0	0.0
V2	1:Del:C:5	0.4835747611704068	0.4682965254309977	0.04812871339859543	0.0	0.0	0.0
V2	1:Del:T:0	0.08529019500875934	0.11479992317328166	0.7999098818179591	0.0	0.0	0.0
V2	1:Del:T:1	8.815783892428944e-16	2.3492035509552387e-16	0.9999999999999989	0.0	0.0	0.0
V2	1:Del:T:2	0.16320657548495437	0.27383812290079124	0.5629553016142542	0.0	0.0	0.0
V2	1:Del:T:3	0.22195731850158923	0.4368308662448405	0.3412118152535703	0.0	0.0	0.0
V2	1:Del:T:4	0.2810192466338904	0.6890171688168392	0.029963584549270443	0.0	0.0	0.0
V2	1:Del:T:5	1.782082474814047e-17	0.9794598880085336	0.020540111991466516	0.0	0.0	0.0
V2	1:Ins:C:0	3.3333650442826644e-15	8.882650816093629e-16	0.9999999999999957	0.0	0.0	0.0
V2	1:Ins:C:1	3.9884649564399875e-15	0.06108632458163589	0.9389136754183601	0.0	0.0	0.0
V2	1:Ins:C:2	5.970585762920794e-15	0.010553119352172206	0.9894468806478219	0.0	0.0	0.0
V2	1:Ins:C:3	0.8598513450327206	0.0976044822819418	0.042544172685337556	0.0	0.0	0.0
V2	1:Ins:C:4	0.6776658318093115	0.24677926556307336	0.07555490262761523	0.0	0.0	0.0
V2	1:Ins:C:5	0.9173351696816373	0.07602600685383103	0.006638823464531731	0.0	0.0	0.0
V2	1:Ins:T:0	0.5437853643504127	0.07063750621746481	0.3855771294321225	0.0	0.0	0.0
V2	1:Ins:T:1	0.02252341563786275	4.929659376761259e-16	0.9774765843621367	0.0	0.0	0.0
V2	1:Ins:T:2	0.22665823294412654	0.16979899658372394	0.6035427704721494	0.0	0.0	0.0
V2	1:Ins:T:3	0.8702970973469725	0.04959497985134379	0.08010792280168373	0.0	0.0	0.0
V2	1:Ins:T:4	0.9393875920219601	0.04393931926530829	0.016673088712731585	0.0	0.0	0.0
V2	1:Ins:T:5	0.9911643613998128	0.0007782283389160002	0.008057410261271243	0.0	0.0	0.0
V2	2:Del:R:0	0.17714778883903273	0.009445193720974434	0.8134070174399928	0.0	0.0	0.0
V2	2:Del:R:1	0.21330101525256953	0.13933726851623987	0.6473617162311907	0.0	0.0	0.0
V2	2:Del:R:2	0.4390000763715199	0.3835273149804814	0.1774726086479986	0.0	0.0	0.0
V2	2:Del:R:3	0.7094450762508637	0.2743700405043369	0.01618488324479937	0.0	0.0	0.0
V2	2:Del:R:4	0.15601196596632166	0.562718222354641	0.2812698116790372	0.0	0.0	0.0
V2	2:Del:R:5	1.1060564873588446e-14	3.4846310769722085e-15	0.9999999999999853	0.0	0.0	0.0
V2	3:Del:R:0	0.03146535120665005	0.0006859154470429948	0.9678487333463069	0.0	0.0	0.0
V2	3:Del:R:1	0.7577785733964089	0.1689483915522508	0.07327303505134024	0.0	0.0	0.0
V2	3:Del:R:2	0.5433530446882001	0.36111451098136227	0.09553244433043766	0.0	0.0	0.0
V2	3:Del:R:3	0.6722967763926821	0.1627938169193805	0.16490940668793747	0.0	0.0	0.0
V2	3:Del:R:4	3.438180718016477e-12	9.208350141145821e-13	0.9999999999956409	0.0	0.0	0.0
V2	3:Del:R:5	1.0125631125629827e-13	2.6982476982473522e-14	0.9999999999998719	0.0	0.0	0.0
V2	4:Del:R:0	0.03978330987119758	0.0010781563269570153	0.9591385338018453	0.0	0.0	0.0
V2	4:Del:R:1	0.4603884376604891	0.2415470844466719	0.29806447789283896	0.0	0.0	0.0
V2	4:Del:R:2	0.014518148165231878	0.5452963909905877	0.4401854608441804	0.0	0.0	0.0
V2	4:Del:R:3	2.76547075380558e-13	0.13563322815353035	0.864366771846193	0.0	0.0	0.0
V2	4:Del:R:4	9.470014721812147e-14	2.5235410127493432e-14	0.99999999999988	0.0	0.0	0.0
V2	4:Del:R:5	0.3697406176470625	0.6011218293285657	0.02913755302437193	0.0	0.0	0.0
V2	5:Del:R:0	9.765567956182832e-05	0.000100545438348932	0.9998017988820892	0.0	0.0	0.0
V2	5:Del:R:1	0.17969224521689114	0.6265813068417297	0.19372644794137908	0.0	0.0	0.0
V2	5:Del:R:2	0.3152703811854107	0.22148575388088645	0.46324386493370284	0.0	0.0	0.0
V2	5:Del:R:3	0.33072871937293546	0.6179774937297118	0.0512937868973528	0.0	0.0	0.0
V2	5:Del:R:4	0.04969703626752653	0.30223455921321274	0.6480684045192607	0.0	0.0	0.0
V2	5:Del:R:5	0.6025305573206744	0.09112996673270289	0.3063394759466228	0.0	0.0	0.0
V2	2:Ins:R:0	0.345194247407755	0.06362605047722462	0.5911797021150204	0.0	0.0	0.0
V2	2:Ins:R:1	0.011840612955230059	0.09115327328014781	0.897006113764622	0.0	0.0	0.0
V2	2:Ins:R:2	0.39388808461791425	0.41140846850170837	0.19470344688037752	0.0	0.0	0.0
V2	2:Ins:R:3	0.7754220778940357	0.12839132766266262	0.09618659444330172	0.0	0.0	0.0
V2	2:Ins:R:4	0.8668331720185922	0.13139242312775926	0.0017744048536484482	0.0	0.0	0.0
V2	2:Ins:R:5	0.8312753138787173	0.13965058227866609	0.02907410384261642	0.0	0.0	0.0
V2	3:Ins:R:0	0.0012088900944463125	0.05098986266758449	0.9478012472379691	0.0	0.0	0.0
V2	3:Ins:R:1	0.33077487099084213	0.355848353373517	0.31337677563564087	0.0	0.0	0.0
V2	3:Ins:R:2	0.31549356583576205	0.33559609655632555	0.3489103376079124	0.0	0.0	0.0
V2	3:Ins:R:3	0.9210516688440005	0.0037259818734683165	0.07522234928253124	0.0	0.0	0.0
V2	3:Ins:R:4	0.5407358003630377	0.19260681225418214	0.26665738738278016	0.0	0.0	0.0
V2	3:Ins:R:5	0.7440533682910141	0.24811246243299756	0.007834169275988255	0.0	0.0	0.0
V2	4:Ins:R:0	1.1690319449903004e-14	0.013249463043564723	0.9867505369564236	0.0	0.0	0.0
V2	4:Ins:R:1	0.5280340487804368	0.19067142941478965	0.28129452180477366	0.0	0.0	0.0
V2	4:Ins:R:2	0.7060943941017306	0.025478054006937	0.2684275518913324	0.0	0.0	0.0
V2	4:Ins:R:3	0.8266285638193741	0.15719956298347582	0.016171873197150195	0.0	0.0	0.0
V2	4:Ins:R:4	0.7116578490797058	0.12398050422131221	0.16436164669898212	0.0	0.0	0.0
V2	4:Ins:R:5	0.5534802304723141	0.27074870122391864	0.17577106830376726	0.0	0.0	0.0
V2	5:Ins:R:0	2.894591546583562e-14	7.713420409090329e-15	0.9999999999999634	0.0	0.0	0.0
V2	5:Ins:R:1	0.2897937553357146	0.00608304168968099	0.7041232029746044	0.0	0.0	0.0
V2	5:Ins:R:2	0.8715084266324876	0.0042231194990747425	0.12426845386843757	0.0	0.0	0.0
V2	5:Ins:R:3	0.8337200418936456	0.07671807117706744	0.0895618869292871	0.0	0.0	0.0
V2	5:Ins:R:4	0.9890421758704554	0.0018132864946825236	0.009144537634862037	0.0	0.0	0.0
V2	5:Ins:R:5	0.5596988421764608	0.12059567520721672	0.3197054826163224	0.0	0.0	0.0
V2	2:Del:M:1	0.39898949716234344	0.013057817156415673	0.587952685681241	0.0	0.0	0.0
V2	3:Del:M:1	0.023952078670146246	3.565681614325979e-05	0.9760122645137105	0.0	0.0	0.0
V2	3:Del:M:2	0.401775880741334	0.17851688675162633	0.4197072325070396	0.0	0.0	0.0
V2	4:Del:M:1	0.03802950101288784	0.014897017438328686	0.9470734815487835	0.0	0.0	0.0
V2	4:Del:M:2	0.1731549069002458	0.14634313589472492	0.6805019572050292	0.0	0.0	0.0
V2	4:Del:M:3	0.22628107273823136	0.21809916402159746	0.555619763240171	0.0	0.0	0.0
V2	5:Del:M:1	8.080562720381364e-06	0.0013819628372668837	0.9986099566000126	0.0	0.0	0.0
V2	5:Del:M:2	5.356748737197592e-09	0.0005915901178198273	0.9994084045254314	0.0	0.0	0.0
V2	5:Del:M:3	1.4049874010014976e-10	0.0007634668401375278	0.9992365330193639	0.0	0.0	0.0
V2	5:Del:M:4	0.006443413679550399	0.017163571441352398	0.9763930148790972	0.0	0.0	0.0
V2	5:Del:M:5	0.1147316511528334	0.09118706625984728	0.7940812825873194	0.0	0.0	0.0
V3	1:Del:C:0	0.0025492150688482605	0.3268846768980729	0.0	0.0	0.6705661080330789	0.0
V3	1:Del:C:1	0.029657476539431394	0.0036011579280332885	0.0	0.0	0.9667413655325352	0.0
V3	1:Del:C:2	3.9390854939978393e-16	0.0015729565715080496	0.0	0.0	0.9984270434284916	0.0
V3	1:Del:C:3	0.1536651328216923	0.8463223511595911	0.0	0.0	1.2516018716673897e-05	0.0
V3	1:Del:C:4	0.04129013889861718	0.9587020606052348	0.0	0.0	7.800496148108422e-06	0.0
V3	1:Del:C:5	0.045616325069492175	0.8407675144328739	0.0	0.0	0.11361616049763384	0.0
V3	1:Del:T:0	0.01708500939768816	0.4376793237927295	0.0	0.0	0.5452356668095824	0.0
V3	1:Del:T:1	9.81919844637141e-17	4.980054196932327e-16	0.0	0.0	0.9999999999999993	0.0
V3	1:Del:T:2	0.02384869926352399	0.7615865625839199	0.0	0.0	0.21456473815255606	0.0
V3	1:Del:T:3	0.0237402680016406	0.8892580073647355	0.0	0.0	0.08700172463362388	0.0
V3	1:Del:T:4	0.020979705015228105	0.9790202499471287	0.0	0.0	4.503764310589565e-08	0.0
V3	1:Del:T:5	9.559667469110792e-19	0.9999999080676238	0.0	0.0	9.193237617103712e-08	0.0
V3	1:Ins:C:0	9.869678131085496e-17	5.005656242465189e-16	0.0	0.0	0.9999999999999993	0.0
V3	1:Ins:C:1	3.2296037421711275e-17	0.00941425100142932	0.0	0.0	0.9905857489985707	0.0
V3	1:Ins:C:2	1.644502855623626e-17	0.0005532187098903044	0.0	0.0	0.9994467812901097	0.0
V3	1:Ins:C:3	0.0024787272949263126	0.005355172379954289	0.0	0.0	0.9921661003251193	0.0
V3	1:Ins:C:4	0.00976430775823872	0.0676757155887118	0.0	0.0	0.9225599766530495	0.0
V3	1:Ins:C:5	0.18699601028019366	0.29496113486595654	0.0	0.0	0.5180428548538497	0.0
V3	1:Ins:T:0	0.05494168572578198	0.1358338915081388	0.0	0.0	0.8092244227660791	0.0
V3	1:Ins:T:1	0.0001506913394039149	6.277247792166803e-17	0.0	0.0	0.9998493086605961	0.0
V3	1:Ins:T:2	0.000632500966483302	0.009018267912000668	0.0	0.0	0.9903492311215161	0.0
V3	1:Ins:T:3	0.10021620024905631	0.10869421592262889	0.0	0.0	0.7910895838283148	0.0
V3	1:Ins:T:4	0.25542403937019564	0.2273885499825662	0.0	0.0	0.5171874106472383	0.0
V3	1:Ins:T:5	0.9500696463231884	0.014197606176618454	0.0	0.0	0.03573274750019326	0.0
V3	2:Del:R:0	0.006704817353597315	0.006803938890352171	0.0	0.0	0.9864912437560505	0.0
V3	2:Del:R:1	0.016250567554254428	0.20204179683248308	0.0	0.0	0.7817076356132624	0.0
V3	2:Del:R:2	0.05672848079202127	0.9432594745050614	0.0	0.0	1.2044702917402543e-05	0.0
V3	2:Del:R:3	0.11959984417994617	0.880332714142828	0.0	0.0	6.744167722581447e-05	0.0
V3	2:Del:R:4	0.014356673609998398	0.9855648708499213	0.0	0.0	7.84555400802797e-05	0.0
V3	2:Del:R:5	1.237672353246417e-11	7.421360130229081e-11	0.0	0.0	0.9999999999134098	0.0
V3	3:Del:R:0	0.002169468839008759	0.000900097872406891	0.0	0.0	0.9969304332885843	0.0
V3	3:Del:R:1	0.11630054654469506	0.49350529268461835	0.0	0.0	0.39019416077068664	0.0
V3	3:Del:R:2	0.07326302944880701	0.9267146466871794	0.0	0.0	2.2323864013637803e-05	0.0
V3	3:Del:R:3	0.1782838155037242	0.8216504846705259	0.0	0.0	6.569982574989569e-05	0.0
V3	3:Del:R:4	2.2603499783483092e-11	1.1521980365462792e-10	0.0	0.0	0.9999999998621768	0.0
V3	3:Del:R:5	1.06752670825574e-11	5.4142310014632116e-11	0.0	0.0	0.9999999999351824	0.0
V3	4:Del:R:0	0.002365108072999583	0.0012199165762688418	0.0	0.0	0.9964149753507316	0.0
V3	4:Del:R:1	0.09102698024261806	0.908962247930323	0.0	0.0	1.0771827058992571e-05	0.0
V3	4:Del:R:2	0.0013967662321168718	0.9984893681305783	0.0	0.0	0.00011386563730472873	0.0
V3	4:Del:R:3	1.0678151324888067e-13	0.9967618748058279	0.0	0.0	0.0032381251940653767	0.0
V3	4:Del:R:4	1.5092618965935643e-10	7.654602443826121e-10	0.0	0.0	0.9999999990836135	0.0
V3	4:Del:R:5	0.03130464179866723	0.9686622933504364	0.0	0.0	3.306485089634316e-05	0.0
V3	5:Del:R:0	5.185624876492078e-05	0.0010161651142706783	0.0	0.0	0.9989319786369645	0.0
V3	5:Del:R:1	0.014844104825182634	0.9851456189898916	0.0	0.0	1.0276184925864333e-05	0.0
V3	5:Del:R:2	0.06957221730918278	0.9302438104134365	0.0	0.0	0.00018397227738063945	0.0
V3	5:Del:R:3	0.02734068198546513	0.9723181923758736	0.0	0.0	0.00034112563866124326	0.0
V3	5:Del:R:4	0.00856399393698143	0.9912616454871032	0.0	0.0	0.0001743605759155122	0.0
V3	5:Del:R:5	0.2573386212446187	0.7407734752121451	0.0	0.0	0.00188790354323628	0.0
V3	2:Ins:R:0	0.001688014906692047	0.005921694689106256	0.0	0.0	0.9923902904042017	0.0
V3	2:Ins:R:1	1.95335052826117e-05	0.002862045847532107	0.0	0.0	0.9971184206471853	0.0
V3	2:Ins:R:2	0.0005001975924495252	0.009943523387026733	0.0	0.0	0.9895562790205238	0.0
V3	2:Ins:R:3	0.0074258714547621165	0.02340147724148523	0.0	0.0	0.9691726513037525	0.0
V3	2:Ins:R:4	0.257405246344115	0.7425924209180786	0.0	0.0	2.332737806283559e-06	0.0
V3	2:Ins:R:5	0.23824205040847907	0.7617537557410231	0.0	0.0	4.193850497854096e-06	0.0
V3	3:Ins:R:0	2.2686828892636336e-06	0.0018212482083255284	0.0	0.0	0.9981764831087853	0.0
V3	3:Ins:R:1	0.00032764587239872693	0.006708655206577067	0.0	0.0	0.9929636989210241	0.0
V3	3:Ins:R:2	0.00016443016666318704	0.0033289418562929326	0.0	0.0	0.9965066279770438	0.0
V3	3:Ins:R:3	0.9280166005536997	0.07145141070956999	0.0	0.0	0.0005319887367302908	0.0
V3	3:Ins:R:4	0.12850999241082722	0.8712077626395865	0.0	0.0	0.0002822449495862094	0.0
V3	3:Ins:R:5	0.13611409606895986	0.8638650703521616	0.0	0.0	2.0833578878429938e-05	0.0
V3	4:Ins:R:0	3.2745689187069225e-17	0.0007063571625246954	0.0	0.0	0.9992936428374753	0.0
V3	4:Ins:R:1	0.0005129079985463211	0.003525019186297347	0.0	0.0	0.9959620728151564	0.0
V3	4:Ins:R:2	0.0011243084258344598	0.0007721243957551885	0.0	0.0	0.9981035671784104	0.0
V3	4:Ins:R:3	0.21643925997759617	0.783385061035139	0.0	0.0	0.0001756789872647331	0.0
V3	4:Ins:R:4	0.23169879395983983	0.7682529676230705	0.0	0.0	4.8238417089867264e-05	0.0
V3	4:Ins:R:5	0.09698985189601331	0.9030023567673392	0.0	0.0	7.791336647510858e-06	0.0
V3	5:Ins:R:0	3.281030510225893e-17	1.664057392459733e-16	0.0	0.0	0.9999999999999999	0.0
V3	5:Ins:R:1	0.040264157802745455	0.016086023851431253	0.0	0.0	0.9436498183458233	0.0
V3	5:Ins:R:2	0.9145121091247732	0.08434309994311934	0.0	0.0	0.0011447909321074382	0.0
V3	5:Ins:R:3	0.3632741978052959	0.6362243766368633	0.0	0.0	0.0005014255578407213	0.0
V3	5:Ins:R:4	0.965312842422673	0.03368356251365083	0.0	0.0	0.0010035950636762174	0.0
V3	5:Ins:R:5	0.1959463851158973	0.803549989146702	0.0	0.0	0.0005036257374008743	0.0
V3	2:Del:M:1	0.04408909411683534	0.027462407920124873	0.0	0.0	0.9284484979630399	0.0
V3	3:Del:M:1	0.002431390010974059	6.888938364426501e-05	0.0	0.0	0.9974997206053816	0.0
V3	3:Del:M:2	0.03764938744104667	0.31838432344966705	0.0	0.0	0.6439662891092862	0.0
V3	4:Del:M:1	0.001099820930483123	0.008199719540741094	0.0	0.0	0.9907004595287758	0.0
V3	4:Del:M:2	0.004029065833077089	0.06480973358429128	0.0	0.0	0.9311612005826315	0.0
V3	4:Del:M:3	0.00568426584511236	0.10427458540867539	0.0	0.0	0.8900411487462122	0.0
V3	5:Del:M:1	5.609797779937997e-06	0.01825997942678849	0.0	0.0	0.9817344107754317	0.0
V3	5:Del:M:2	2.8001842195736247e-09	0.005885787216385219	0.0	0.0	0.9941142099834306	0.0
V3	5:Del:M:3	3.9265086496768555e-11	0.004060903098093907	0.0	0.0	0.9959390968626411	0.0
V3	5:Del:M:4	0.0010874734989207227	0.055132622140379554	0.0	0.0	0.9437799043606997	0.0
V3	5:Del:M:5	0.012669788596252101	0.19165391134333928	0.0	0.0	0.7956763000604086	0.0
V4	1:Del:C:0	0.022149261177854037	0.977850738822146	0.0	0.0	0.0	0.0
V4	1:Del:C:1	0.9598720870423604	0.04012791295763969	0.0	0.0	0.0	0.0
V4	1:Del:C:2	7.273667372225639e-13	0.9999999999992726	0.0	0.0	0.0	0.0
V4	1:Del:C:3	0.3452792045050978	0.6547207954949021	0.0	0.0	0.0	0.0
V4	1:Del:C:4	0.11118559616056117	0.8888144038394388	0.0	0.0	0.0	0.0
V4	1:Del:C:5	0.136133704750308	0.8638662952496922	0.0	0.0	0.0	0.0
V4	1:Del:T:0	0.10183352847580236	0.8981664715241976	0.0	0.0	0.0	0.0
V4	1:Del:T:1	0.3641452504024397	0.6358547495975602	0.0	0.0	0.0	0.0
V4	1:Del:T:2	0.08337078335555624	0.9166292166444437	0.0	0.0	0.0	0.0
