Sample Names	MutationType	ID2	ID6	ID8	ID83B	ID83C	ID83E
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:C:0	0.007184300198126202	0.3474223875236357	0.0	0.006023580477413194	0.6393697318008249	0.0
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:C:1	7.415387797545646e-05	0.14091553803288698	0.0	0.029395224450049915	0.8296150836390878	0.0
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:C:2	1.6737400277651098e-05	0.3306385954759248	0.0	0.04055954540387655	0.6287851217199211	0.0
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:C:3	0.02816365900748703	0.09604010396624704	0.0	0.037374619877698884	0.8384216171485671	0.0
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:C:4	0.08230526856328725	0.4043954178764828	0.0	0.032720570386579405	0.4805787431736505	0.0
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:C:5	0.3405285394669207	0.23555480279972613	0.0	0.17336118849129095	0.25055546924206235	0.0
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:T:0	0.02206886320500037	0.09145034244048328	0.0	0.02237064623815461	0.8641101481163617	0.0
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:T:1	1.8965555397629634e-17	0.0248824245691757	0.0	0.04354274054403302	0.9315748348867913	0.0
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:T:2	0.022282849008490868	0.2823576704293053	0.0	0.012370060219817862	0.6829894203423861	0.0
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:T:3	0.05249754602874005	0.4412830153229532	0.0	0.03804537803865474	0.46817406060965205	0.0
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:T:4	0.14714870919030368	0.4226193797136887	0.0	0.03282416656581815	0.3974077445301895	0.0
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:T:5	0.7943684588547124	0.05930954715641932	0.0	0.14624444875146164	7.75452374066015e-05	0.0
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Ins:C:0	5.860588594775002e-17	0.2367759046317124	0.0	0.017008168832064328	0.7462159265362232	0.0
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Ins:C:1	0.013263130478546114	0.7922817665389794	0.0	0.1603774599433831	0.034077643039091554	0.0
