NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	42.341	19.706	9.966	11.339	0.11	0.987	50000.0
2	41.237	18.735	9.741	11.123	0.107	0.989	50000.0
3	41.151	18.084	9.784	10.75	0.098	0.991	50000.0
4	41.168	18.452	9.654	10.551	0.102	0.992	40000.0
5	43.585	19.606	10.416	11.444	0.107	0.99	40000.0
6	40.41	18.429	9.218	10.418	0.104	0.991	30000.0
7	42.495	19.08	10.009	11.074	0.104	0.99	100000.0
8	42.686	18.662	10.204	10.659	0.101	0.992	50000.0
9	41.465	18.276	9.846	10.783	0.099	0.991	60000.0
10	42.679	19.386	10.038	11.232	0.107	0.991	60000.0
