MutationType	ID83A	ID83B
1:Del:C:0	2.61E-03	1.17E-03
1:Del:C:1	9.82E-04	4.93E-04
1:Del:C:2	1.45E-04	8.54E-05
1:Del:C:3	5.96E-04	3.23E-04
1:Del:C:4	2.26E-04	1.93E-04
1:Del:C:5	2.59E-04	3.79E-04
1:Del:T:0	1.13E-03	7.74E-04
1:Del:T:1	3.22E-04	8.59E-04
1:Del:T:2	7.00E-04	4.46E-04
1:Del:T:3	6.63E-04	3.56E-04
1:Del:T:4	7.38E-04	1.06E-03
1:Del:T:5	1.63E-02	1.67E-02
1:Ins:C:0	9.45E-04	3.70E-03
1:Ins:C:1	1.06E-04	2.21E-05
1:Ins:C:2	8.17E-05	7.47E-05
1:Ins:C:3	5.59E-05	3.35E-05
1:Ins:C:4	4.92E-05	1.39E-04
1:Ins:C:5	2.67E-04	2.79E-04
1:Ins:T:0	1.59E-04	1.90E-04
1:Ins:T:1	2.69E-04	1.76E-04
1:Ins:T:2	1.07E-04	9.71E-05
1:Ins:T:3	1.48E-04	1.45E-04
1:Ins:T:4	7.57E-05	2.44E-04
1:Ins:T:5	6.56E-04	7.73E-03
2:Del:R:0	2.17E-04	1.32E-04
2:Del:R:1	1.82E-04	1.63E-04
2:Del:R:2	8.53E-05	1.04E-04
2:Del:R:3	3.08E-05	3.85E-05
2:Del:R:4	7.04E-05	8.57E-05
2:Del:R:5	7.80E-05	2.87E-06
3:Del:R:0	1.92E-04	1.00E-04
3:Del:R:1	2.33E-04	2.39E-04
3:Del:R:2	2.42E-04	2.00E-04
3:Del:R:3	4.11E-05	2.12E-05
3:Del:R:4	1.02E-04	4.94E-05
3:Del:R:5	1.02E-05	4.24E-08
4:Del:R:0	2.01E-04	1.24E-04
4:Del:R:1	1.93E-04	1.17E-04
4:Del:R:2	3.37E-05	2.79E-05
4:Del:R:3	8.69E-06	3.03E-05
4:Del:R:4	4.91E-05	4.58E-08
4:Del:R:5	2.54E-05	2.01E-09
5:Del:R:0	4.01E-03	4.92E-03
5:Del:R:1	8.52E-05	1.02E-04
5:Del:R:2	3.53E-05	2.84E-08
5:Del:R:3	3.26E-05	4.23E-08
5:Del:R:4	6.06E-08	1.93E-05
5:Del:R:5	1.45E-09	1.68E-09
2:Ins:R:0	8.95E-05	5.01E-05
2:Ins:R:1	1.00E-04	8.19E-06
2:Ins:R:2	1.91E-05	7.22E-05
2:Ins:R:3	6.63E-05	7.60E-05
2:Ins:R:4	2.76E-05	6.76E-05
2:Ins:R:5	5.16E-04	4.83E-04
3:Ins:R:0	1.07E-05	4.30E-08
3:Ins:R:1	1.40E-03	4.26E-04
3:Ins:R:2	3.00E-05	9.40E-06
3:Ins:R:3	4.20E-05	6.47E-05
3:Ins:R:4	5.20E-05	3.04E-05
3:Ins:R:5	2.12E-04	4.73E-04
4:Ins:R:0	4.27E-05	1.10E-05
4:Ins:R:1	6.88E-05	1.98E-05
4:Ins:R:2	3.80E-08	3.50E-05
4:Ins:R:3	1.67E-05	3.77E-08
4:Ins:R:4	2.18E-05	3.79E-05
4:Ins:R:5	1.30E-04	1.86E-04
5:Ins:R:0	3.91E-05	2.53E-09
5:Ins:R:1	2.25E-04	1.06E-04
5:Ins:R:2	4.03E-05	2.78E-08
5:Ins:R:3	2.59E-05	3.59E-08
5:Ins:R:4	1.75E-05	4.00E-05
5:Ins:R:5	1.95E-05	1.26E-05
2:Del:M:1	1.44E-04	1.79E-04
3:Del:M:1	2.16E-04	1.52E-04
3:Del:M:2	1.21E-04	1.30E-04
4:Del:M:1	1.60E-04	2.67E-05
4:Del:M:2	1.48E-04	5.71E-05
4:Del:M:3	7.98E-05	5.28E-05
5:Del:M:1	5.29E-03	6.34E-04
5:Del:M:2	7.58E-04	1.59E-04
5:Del:M:3	3.43E-04	1.03E-04
5:Del:M:4	2.63E-04	1.49E-04
5:Del:M:5	1.43E-04	7.12E-05
